danceability,energy,music_key,loudness,music_mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,time_signature
0.625,0.83,0,-2.33,1,0.0764,0.00266,0.0,0.188,0.757,110.04,1kFevEv3s7Gf6o5xSDR5DL,4
0.622,0.728,6,-5.111,1,0.286,0.0511,0.0,0.171,0.394,139.994,2SKBwYW23iHoB7CrYSeyC9,4
0.778,0.789,7,-4.297,0,0.0503,0.0334,2.05e-06,0.225,0.799,145.99,64iDjAuWDogVhuoWhKklF9,4
0.577,0.751,3,-4.352,0,0.0356,0.000727,0.0,0.102,0.506,129.014,7AoK7YuZ5sQYtPofTFElIE,4
0.714,0.884,11,-2.932,1,0.113,0.00985,0.0,0.439,0.584,145.075,72ysGFB4mZTgQsPqN9PzPS,4
0.54,0.929,7,-2.646,1,0.279,0.00584,4.11e-06,0.424,0.621,176.019,5DZdCgnX9xAj59X6X7cQBs,4
0.533,0.851,7,-3.435,1,0.201,0.00281,1.57e-06,0.14,0.77,203.802,6wtgR5ZVbOZPHIeMNQwugp,4
0.426,0.634,4,-7.116,1,0.0341,0.404,0.00356,0.222,0.284,98.925,0dqJjKKxuKD5Dt3QH2n4CG,4
0.716,0.886,1,-3.658,1,0.0327,0.574,0.0,0.322,0.462,105.011,2YZa0dsV3xXGZ61XFYiRt8,4
0.708,0.934,10,-3.512,0,0.133,0.11,0.0,0.27,0.736,130.091,33MpATo5CCG2ennj6LAlYq,4
0.735,0.849,4,-4.308,0,0.129,0.212,2.94e-05,0.0608,0.223,125.972,2YkjXEab4USTV9uuAgC90E,4
0.728,0.801,6,-4.428,0,0.0439,0.04,0.0,0.0415,0.656,123.953,46E1ic6n099e76t5J1TbHn,4
0.724,0.793,1,-3.982,1,0.0895,0.0597,0.0,0.201,0.817,98.003,6ZITsss1URNOIKhniylpBP,4
0.693,0.886,8,-1.642,1,0.0766,0.0557,0.0,0.217,0.757,129.947,2Yzb7XLjtfZCeVm6XYH55s,4
0.784,0.506,3,-5.243,0,0.0404,0.571,0.0,0.139,0.544,120.139,1XKAeevAbxSSMuTcRT0APS,4
0.704,0.96,1,-2.606,0,0.192,0.0808,0.0,0.383,0.751,116.024,1sz4drpDPpHVrPUgnXGaNn,4
0.646,0.923,8,-1.309,1,0.0613,0.166,0.0,0.0507,0.703,106.086,6x7fux7bZEfnChKx3nhSZn,4
0.557,0.739,6,-3.686,0,0.254,0.00148,0.0,0.0663,0.768,176.001,2r5505nza3oqcjWVlOEb77,4
0.749,0.955,7,-1.767,1,0.0867,0.0547,0.0,0.112,0.761,111.96,5rIsrawNyPv1q8v11iwJsh,4
0.668,0.967,6,-2.192,0,0.0957,0.000266,0.0,0.0777,0.807,122.007,2wm3oZ5IzWz5tVyo3gFIJq,4
0.714,0.812,7,-2.703,1,0.0351,0.00189,1.96e-06,0.229,0.377,112.018,6BKOhvRPY54uvfqWwg7MKi,4
0.76,0.781,11,-2.881,0,0.0641,0.233,0.0,0.106,0.736,95.97,16dL6zhP5MLxEwX8sbqCOa,4
0.58,0.935,9,-3.348,1,0.189,0.0318,0.0,0.0977,0.603,172.023,5vCuawHQ8Poch1odz9JDpB,4
0.506,0.788,9,-2.372,1,0.0324,0.0666,0.0,0.324,0.233,89.993,5ZkITfPpcNPnyYGTibkO6m,4
0.598,0.604,5,-6.406,0,0.252,0.0996,0.0,0.387,0.707,179.938,76DhGlPaJ112MHVs1PJMyX,4
0.731,0.402,9,-5.066,1,0.0556,0.411,0.0,0.217,0.515,92.255,4ppKRxity3jJd2hGoVyD4u,4
0.585,0.93,10,-2.707,0,0.241,0.0992,2.54e-06,0.345,0.735,90.03,1otHp4s8IRCLn1JZcVrNhz,4
0.754,0.788,2,-3.175,1,0.0322,0.129,0.00274,0.0775,0.961,124.992,405SQUJdQut02dxtuQ0CZ3,4
0.813,0.683,6,-3.813,0,0.0285,0.179,0.0,0.0748,0.668,107.95,3xHIyErJUeuy0MpjUKRuPw,4
0.764,0.828,7,-4.375,1,0.0967,0.104,0.0,0.332,0.583,81.989,5T7NN5LxcfMEudEbya2wcE,4
0.828,0.61,1,-4.23,1,0.0528,0.00544,0.0,0.158,0.311,126.011,1R6qeTvAvaxB7hydIYVIY8,4
0.683,0.893,5,-3.086,0,0.162,0.0754,0.0,0.226,0.909,146.082,6gorwqDJ7bsdCHcVs5uS9u,4
0.662,0.293,4,-11.311,1,0.124,0.494,5.16e-06,0.109,0.297,91.154,09Nhl3YQnChjlq8WmJz7FS,4
0.723,0.757,2,-6.455,0,0.059,0.347,1.25e-05,0.095,0.704,89.97,6Rw45KNyJNlrsip7CxCVz1,4
0.611,0.651,10,-6.553,1,0.138,0.388,0.0,0.115,0.719,105.714,08bhA1FcwVfyE6RBwdsMFP,4
0.37,0.652,2,-4.717,1,0.0402,0.4,0.0,0.129,0.265,104.162,2cy3eWaTBoOFJwtFMR6jKb,4
0.684,0.914,0,-3.199,1,0.204,0.0128,0.0,0.0543,0.929,159.996,0jo4304s0u51JHHCv7it9K,4
0.719,0.335,2,-8.085,1,0.06,0.632,0.0,0.131,0.218,105.062,0hwev90tfswBoZmgKnJ9F8,4
0.685,0.713,6,-4.705,0,0.266,0.179,0.0,0.377,0.301,95.092,6t7WriKgVszATnrdBKSUAf,4
0.819,0.844,0,-3.739,1,0.038,0.00767,0.00834,0.056,0.687,127.997,26EM9sZnQkLLQxixGd88KE,4
0.758,0.858,5,-2.502,1,0.0464,0.43,0.0,0.201,0.963,119.992,6Yj8kVuVR3UPxx9r5eFEoV,4
0.63,0.516,0,-5.759,1,0.0379,0.736,0.0,0.264,0.254,143.786,0lYtIvI7bO51PZSeK22Mbz,4
0.491,0.947,0,-2.252,1,0.306,0.00261,0.0,0.34,0.474,166.236,3FnDv33WrrMtuEr7hNR3ev,4
0.738,0.868,1,-3.363,1,0.0702,0.000907,0.000209,0.275,0.377,111.991,0zzRxtfO5FGxKdqq4OKmlw,4
0.495,0.974,7,-0.947,0,0.282,0.0349,0.0,0.44,0.763,102.077,1jZZm43y7RPuwjJQ5LrGHe,4
0.793,0.924,4,-3.017,0,0.321,0.0217,0.0,0.644,0.665,140.031,5OlieB5VdsOMuBuCtllXGW,4
0.703,0.851,1,-4.918,0,0.144,0.031,0.0,0.354,0.315,89.958,6Jr2GutTFyfvAzGA36R2Uj,4
0.498,0.917,5,-1.797,0,0.164,0.0615,0.0,0.358,0.652,112.357,5NSPsOGVNWYOMeeyZPF7HY,5
0.679,0.927,0,-1.058,1,0.15,0.164,0.0,0.437,0.861,93.989,0F3Dpp18yIxIm7XRmn0LBj,4
0.612,0.993,9,-1.895,1,0.24,0.116,0.0,0.307,0.488,98.004,29SjtKzBoJDgyIBusHylIS,4
0.399,0.887,1,-2.578,0,0.201,0.00946,0.0,0.281,0.627,128.119,0JkTVcN5kilfMztDb3bKZk,4
0.69,0.931,4,-2.061,0,0.0298,0.0325,4.37e-05,0.199,0.957,126.983,5fWKr5p15BTazjflJ6HX5j,4
0.61,0.829,11,-4.84,0,0.0847,0.0111,0.0,0.0961,0.156,136.102,2uqzfXB7NlBnhQd04W7HaH,4
0.863,0.854,4,-4.564,0,0.0893,0.0418,0.00152,0.0551,0.784,119.996,0x4cMbCLC6L7aJQs3EiPaZ,4
0.556,0.897,2,-3.019,1,0.282,0.181,0.0,0.379,0.551,84.604,3eSPLTR9JtKiT1X4sAkTg8,4
0.738,0.676,11,-3.025,0,0.0507,0.446,0.0,0.253,0.961,95.04,0g1AmSKokPboFrxmG1dxKx,4
0.853,0.638,1,-4.911,1,0.0536,0.379,0.0,0.27,0.872,102.064,6qkx0tenDglbF21CU4wa1k,4
0.793,0.706,5,-4.536,1,0.0695,0.332,0.0,0.0752,0.839,95.992,2A3ShNautqXezP1lFDePwa,4
0.646,0.897,8,-2.057,1,0.193,0.0453,0.0,0.114,0.86,162.017,4jQDaI7FRGaDB0llURpnNf,4
0.634,0.815,1,-4.324,1,0.0409,0.0714,0.0,0.146,0.553,103.041,0I4CicY6MftmDgdd76LXss,4
0.727,0.871,10,-3.099,0,0.158,0.323,6.21e-06,0.725,0.681,121.438,6XP9L7di5JnOc9WaeAW8oe,4
0.745,0.825,1,-3.162,0,0.0352,0.000875,0.000221,0.0828,0.242,94.998,52mglSL6bdbrg9zig7nazP,4
0.769,0.837,2,-3.499,1,0.0631,0.359,0.0,0.238,0.584,120.005,6fT9eZYgSvhu9v8wzrZkdG,4
0.718,0.835,1,-4.925,1,0.213,0.371,0.0,0.0764,0.855,92.97,1ht2uYq91yLc9S6IxwiwCK,4
0.633,0.915,9,-2.347,1,0.106,0.0437,0.0,0.107,0.622,128.033,5crARIrvoMiMf2AdlD78WN,4
0.796,0.878,1,-3.325,1,0.185,0.171,0.0,0.234,0.795,144.0,4c9XojqJDu7KNCh8GmNbj5,4
0.676,0.925,8,-2.451,1,0.111,0.00405,6.31e-06,0.279,0.798,163.952,5EdwOTiD4Vz7xEoB7jt8En,4
0.701,0.964,4,-2.037,0,0.127,0.114,9.34e-06,0.153,0.484,113.058,3JaMGQXJmtbAhvgl0nBPPN,4
0.684,0.717,11,-5.765,0,0.151,0.478,0.0,0.367,0.861,95.039,5ajpyr32JgFtvW0nzvgva4,4
0.585,0.98,5,-0.826,1,0.37,0.127,0.0,0.692,0.837,141.945,41eoHn3yTDYMV9hFn50ef4,4
0.539,0.436,3,-8.73,0,0.0504,0.726,0.0,0.151,0.37,87.111,7saJl9V0kRYGWuyeURHYNU,4
0.642,0.903,2,-2.976,1,0.117,0.0635,0.0,0.33,0.573,96.068,17SBD4aDKo9ZeahcQJ6j72,4
0.679,0.985,7,-2.36,0,0.0811,0.0558,2.08e-06,0.191,0.588,128.956,3Hg898AnfapEcgRwa4PT9L,4
0.58,0.868,10,-1.195,0,0.316,0.123,0.0,0.302,0.772,178.002,41qLzxymjkp0R5vl3REb1S,4
0.701,0.968,1,-0.913,1,0.078,0.103,0.0,0.832,0.913,100.009,548FKDwnyPFkfWmtoK6ETA,4
0.572,0.84,0,-3.349,0,0.126,0.155,0.0,0.638,0.146,149.864,63J1RStsmoVKXNTCHRNxii,4
0.732,0.743,1,-3.765,1,0.172,0.0295,0.0,0.0644,0.838,114.051,5hcO4JPFMFgQ5edWGhhhaG,4
0.654,0.867,7,-1.772,1,0.313,0.432,0.0,0.0745,0.919,85.078,0nZaV8LwxHeg8TqFy193IL,4
0.459,0.856,6,-4.383,0,0.232,0.152,0.0,0.08,0.917,97.027,022wInIMcMtWRqkcpy7WwO,4
0.397,0.847,2,-2.488,1,0.159,0.467,0.0,0.205,0.514,173.733,3x0SuB95K0XewiAKwNEiMZ,4
0.619,0.698,0,-6.618,1,0.042,0.146,0.0,0.262,0.575,90.055,2ENZ9lWpoLAGFDJsDb2Cbt,4
0.365,0.386,10,-7.951,1,0.0337,0.815,0.0,0.0872,0.241,139.981,2tY05I4MCH2eKnWTITUspC,4
0.685,0.713,6,-4.705,0,0.266,0.179,0.0,0.377,0.301,95.092,5oXLcjfVfq0QxIfgIHgYGn,4
0.586,0.916,9,-1.83,1,0.0712,0.0027,0.0,0.402,0.537,163.787,1kPJiJ3N8cuw5Kzev8Ilu0,4
0.506,0.958,8,-3.202,0,0.336,0.267,0.0,0.144,0.745,176.015,3klmHDE1vmBq6FYyPz0QE0,4
0.77,0.484,7,-6.626,1,0.0538,0.464,0.0,0.44,0.793,79.988,1IdM9JrXYuMYiTdM983oH4,4
0.475,0.899,0,-2.228,1,0.292,0.426,0.0,0.366,0.568,83.821,3HhgGvmDKx13uRTkXYfcDw,4
0.584,0.845,1,-3.029,1,0.066,0.0858,0.0,0.124,0.393,141.018,7fLijBP4BGujlmHRP3aX32,4
0.737,0.723,0,-4.165,0,0.0705,0.303,0.0,0.26,0.783,100.939,55Ctj6nVfobn9AcPe6sLG2,4
0.656,0.798,0,-6.608,1,0.103,0.00862,0.0,0.321,0.573,92.031,4eqHEzFsCCiGALC1MHbqnU,4
0.715,0.468,2,-7.664,0,0.147,0.0994,0.0,0.125,0.673,194.902,7L3YDa0Fd8pmzpAyu6EKOS,3
0.681,0.814,11,-2.83,0,0.0603,0.145,0.0,0.556,0.876,89.993,4pi0Elz7B7cLfw37J3bYm9,4
0.438,0.864,2,-5.185,1,0.47,0.0118,1.66e-06,0.431,0.594,167.898,089PFeXotzDLNQz9NCk6pF,4
0.753,0.95,8,-5.09,0,0.16,0.0104,6.32e-06,0.134,0.868,144.02,5pjHS3EpHurMyIpB2QBnEd,4
0.636,0.674,7,-6.623,0,0.0444,0.00542,0.0,0.145,0.814,82.985,2VNpT9fRk1kyksT0S4coZR,4
0.72,0.962,11,-2.555,0,0.268,0.2,0.0,0.165,0.667,118.025,06PapYCtVDlprJPgGELabn,4
0.595,0.914,11,-3.764,0,0.166,0.0389,0.0,0.457,0.572,146.89,7JosxtkCqIQieNWXA2Dj3v,4
0.527,0.452,7,-11.916,0,0.033,0.818,0.831,0.22,0.647,82.883,3ynKC6AisUqFfO82uxytTU,4
0.674,0.621,11,-9.062,1,0.203,0.00574,0.0,0.641,0.416,140.011,1pmvdBGX7S41RQywxXZ76D,4
0.575,0.9,1,-3.723,1,0.0711,0.277,0.0,0.171,0.716,156.02,1Acgi7wxVD9OF3iQnFe8Q4,4
0.563,0.754,1,-6.252,1,0.0601,0.0215,0.0,0.653,0.169,164.076,4hsncV3bzuB83dBJcnSCBl,4
0.769,0.807,5,-3.453,0,0.0498,0.274,0.0,0.199,0.672,125.991,3jb7gznZVfqyMQGJo4hzG2,4
0.719,0.945,7,-2.085,0,0.0424,0.176,0.0,0.576,0.961,136.045,1t88m8JUlqn9kf0FLmVta5,4
0.502,0.863,4,-1.273,0,0.272,0.0342,0.0,0.538,0.527,97.911,2WkPfNd237yc0l5KewCDpp,4
0.665,0.919,2,-3.211,1,0.0922,0.00191,0.0,0.0588,0.782,129.962,4EwNWRBWdZ6bgvxRHlZ8OO,4
0.494,0.651,4,-7.971,0,0.378,0.314,0.0,0.249,0.471,89.587,44f1TNdoQUgf3PUYraCTsH,4
0.801,0.797,2,-4.319,0,0.163,0.0405,2.39e-06,0.115,0.801,97.009,29vOLabxvytbI8fX9xgTaD,4
0.775,0.668,1,-9.61,1,0.154,0.0561,0.0,0.639,0.3,120.028,6W19n0LX71Lr7TJc9qwwem,4
0.739,0.782,1,-3.964,1,0.103,0.00549,1.5e-05,0.315,0.604,125.94,4ayWErdGIvSo4o6a3lMVLt,4
0.768,0.846,7,-4.369,1,0.0502,0.058,2.01e-05,0.782,0.828,114.995,1xbJNPLSTtIWgGTt3Uu4gl,4
0.587,0.314,8,-7.62,1,0.0313,0.677,0.0,0.137,0.211,119.797,7HrCnwDvbtCKSZtpNDmII9,4
0.744,0.725,7,-6.29,1,0.112,0.0434,0.0,0.296,0.729,95.981,4bLtrrVDspeDNSaHGGMQkB,4
0.653,0.827,5,-4.179,1,0.0417,0.344,0.0,0.144,0.421,137.946,7M4eO9xXwmAnO0hq6XDles,4
0.693,0.392,5,-6.615,1,0.0439,0.0508,0.0,0.144,0.472,131.863,2ZiVvIvwAwNRL4dUO3TaF6,4
0.681,0.525,9,-4.823,1,0.0512,0.619,0.0,0.103,0.551,80.052,0GsRx0gPft6RmijIwMsKmG,4
0.564,0.945,11,-3.11,0,0.243,0.0789,0.0,0.0873,0.871,105.018,3VlYMpSmYooLpzLiRBBfbX,4
0.774,0.819,11,-2.976,1,0.0383,0.509,1.72e-05,0.239,0.543,119.984,22sIPXiQzcPydCC6skPPPq,4
0.772,0.719,9,-7.04,0,0.21,0.0136,0.0,0.331,0.343,138.031,6auKwmkIcf974eq0lRJ8tt,4
0.709,0.916,11,-6.813,0,0.267,0.0486,0.0,0.413,0.628,93.025,5w0Sl2i2oEd3tbGwE5TPWO,4
0.643,0.912,7,-3.005,1,0.139,0.0986,0.0,0.196,0.456,140.014,7n0D1iLva5zp4JcnlIMeVa,4
0.74,0.908,4,-2.668,0,0.0327,0.106,0.0,0.0637,0.745,105.996,5SusX17QvBBkH7WfMbTU0j,4
0.658,0.86,5,-2.898,0,0.0272,0.443,0.0,0.304,0.644,88.032,6oHUMXEKpnXOrs13VoGsuF,4
0.607,0.469,1,-10.248,0,0.0297,0.261,0.4,0.0953,0.485,118.669,0cDQyfkR7kYIBITKccaDmN,4
0.564,0.982,1,-1.992,0,0.0455,0.0386,0.844,0.129,0.868,128.008,24UeVxRQCinBJtTwWT1158,4
0.707,0.384,7,-12.552,1,0.0372,0.722,1.58e-05,0.105,0.645,107.471,7ABDb890Jh4wqlojTElUra,4
0.751,0.731,1,-4.38,1,0.214,0.204,0.0,0.198,0.763,90.033,7iT56ss42YdtYnNQEnxp9Z,4
0.704,0.852,11,-4.13,1,0.0427,0.0339,0.0,0.125,0.693,147.944,2wTwhiAm1via7YfhzWgoGZ,4
0.715,0.483,8,-5.857,1,0.0466,0.379,0.0,0.151,0.498,107.95,5KkqyiAZr8QT6zscgM2pJf,4
0.658,0.672,0,-4.211,1,0.0374,0.422,0.0,0.132,0.421,84.995,1UpLArL9Db4IAK5DjKZYP8,4
0.717,0.953,0,-1.255,1,0.0846,0.153,0.0,0.347,0.832,126.994,4p1mcA5wVKjzUfdxPoxSax,4
0.455,0.9,7,-5.029,1,0.393,0.272,0.0,0.0945,0.188,150.14,3FdanLGasOj37Xi316GfZ4,4
0.65,0.911,8,-1.887,1,0.0562,0.0111,0.0,0.229,0.788,135.988,6svBgFCnXYst3N8OJJ1XAB,4
0.707,0.689,1,-5.428,1,0.0421,0.00678,0.0,0.441,0.563,93.951,3Fm1KdUH8FmJOdtFi8MBvx,4
0.668,0.641,10,-5.077,1,0.0339,0.0891,0.0,0.0659,0.541,80.979,3nEM52dSdKzlWSo2ED7ztS,4
0.605,0.95,6,-2.935,0,0.0784,0.0433,0.0,0.37,0.863,121.986,4CLZtVqnJTaTMiPEiwpO0E,4
0.694,0.9,2,-3.31,0,0.0393,0.39,4.81e-06,0.27,0.6,117.94,6S5QQ4byCmcm7OcgG3vsyZ,4
0.68,0.878,3,-2.74,1,0.0384,0.0937,0.0,0.109,0.703,116.959,0FF1qj8n4vZEzY54Kt5qh1,4
0.447,0.322,7,-9.868,0,0.0448,0.623,0.00177,0.0975,0.265,143.667,4BRa0vbg45PS43pkMsnXyb,4
0.756,0.837,2,-2.711,0,0.0524,0.0131,0.0,0.0943,0.537,109.937,4fZYGHiRcKxwVSnF498uaE,4
0.43,0.814,7,-3.667,1,0.123,0.702,2.52e-06,0.125,0.406,179.988,2Y34BGd4MdPVzaEk0tbqQj,4
0.64,0.937,1,-2.112,1,0.0839,0.0069,0.0,0.393,0.316,107.013,2sVtrcj32v3fR8mLjqWziv,4
0.725,0.841,2,-3.924,1,0.0545,0.002,0.0,0.0652,0.582,130.013,26eV0R7nbqtlzh316ncU99,4
0.6,0.678,11,-6.894,1,0.0372,0.0311,0.0,0.338,0.326,123.991,3V375E3xldRPEEcIKiw83l,4
0.608,0.706,7,-7.275,1,0.0853,0.0595,0.0,0.056,0.357,124.985,4LOLvDtzykDC7y9WehFoOi,4
0.629,0.963,0,-3.889,1,0.112,0.00515,0.0,0.262,0.528,90.015,1EvB6tE5CHluLZaWm3r0bT,4
0.78,0.956,8,-3.69,1,0.0882,0.0523,0.0,0.0675,0.921,114.971,7dgO6H1BxXeXfxDkiDN8E9,4
0.597,0.764,9,-4.859,0,0.139,0.0148,0.0,0.126,0.364,74.98,7GLlnuHjYIKy3YR59ziaQe,4
0.764,0.47,4,-5.642,0,0.0433,0.533,0.0,0.133,0.801,119.886,7g97EfyxPG5XZgYmLig9ML,4
0.757,0.898,5,-1.632,0,0.0327,0.0927,7.85e-06,0.493,0.537,125.029,7tMN6iGJMulMFpSCeU7pmU,4
0.608,0.876,7,-1.997,0,0.0557,0.228,0.0,0.107,0.247,129.963,4mlQPWeSMkwJQcYTr9razZ,4
0.723,0.828,11,-3.498,0,0.0729,0.00455,0.0,0.0405,0.433,130.01,26JeAi8xsSvLRoNsl9B8Js,4
0.641,0.645,0,-6.54,1,0.0366,0.136,0.000145,0.145,0.546,90.027,3Hyl7YrOtBcnh1geON2kSO,4
0.769,0.961,4,-2.316,0,0.0371,0.263,0.0,0.146,0.89,114.982,40gUfKHwCNLpXowFN9Hvsu,4
0.637,0.944,5,-3.682,0,0.27,0.0655,0.0,0.682,0.41,168.042,25idmXJF6Z8GnFCT5PKgKL,4
0.867,0.783,11,-2.25,0,0.0687,0.00822,0.00643,0.302,0.701,126.04,4q2HU9Ijpk4zJ24x7oMdXb,4
0.757,0.637,1,-3.137,0,0.0465,0.702,8.83e-06,0.209,0.675,117.961,2X1Fg19lRPQD0OXKnkjvpP,4
0.279,0.43,8,-7.412,1,0.0308,0.633,0.00082,0.107,0.147,133.443,1uMLtqpe8beA6fPy3ApJcJ,4
0.643,0.786,0,-4.251,1,0.0414,0.00584,0.0,0.369,0.462,128.003,0c7QMo952Ga2qAJMdfEcrb,4
0.549,0.977,1,-1.443,0,0.115,0.00735,0.0,0.0399,0.582,127.006,6fzJaYb6xprozFzFdqfI9s,4
0.698,0.694,11,-5.5,0,0.0321,0.44,3.96e-06,0.308,0.489,94.998,5dh87xGcp4YqDFBc86Mh47,4
0.753,0.808,1,-3.264,1,0.0812,0.000252,0.000194,0.0371,0.603,110.856,3AmxvnqctdvnJnyNPaHTbv,4
0.728,0.714,8,-3.667,1,0.0355,0.565,0.0,0.0544,0.785,131.919,1VWSUWcVZEAPGBYVkevN3u,4
0.418,0.176,9,-15.416,1,0.0357,0.949,2.78e-06,0.102,0.455,141.656,3tEPgUhheyOJQhnH2IwQna,4
0.742,0.792,5,-4.713,1,0.0651,0.138,0.0,0.0704,0.78,123.001,3BqfHyw9cLm6POreivziWN,4
0.741,0.959,9,-1.414,1,0.0571,0.004,1.23e-05,0.355,0.41,110.016,21CJvM7HXrI80aDHz2MES4,4
0.773,0.677,2,-5.137,1,0.198,0.408,0.0,0.344,0.36,129.613,1oqQ24UjGZicCYUYHBbqkq,4
0.477,0.756,2,-3.986,1,0.0615,0.38,0.0,0.107,0.43,207.792,0HNIIJzAVqPXmUOZFx03Av,4
0.718,0.934,11,-3.787,0,0.169,0.046,0.0,0.687,0.308,132.017,1HMbjnCFGOWd8Sqou4maxM,4
0.693,0.193,9,-9.165,1,0.03,0.821,0.0,0.129,0.391,112.408,3hbi6hayJ6OibzGe3fWLwf,4
0.621,0.669,9,-5.303,1,0.0312,0.739,0.0,0.138,0.663,119.947,4eFTh1opLS5wANDmZK9ghC,4
0.632,0.801,7,-6.105,1,0.304,0.135,0.0,0.0876,0.749,171.977,6CtYW6EWGMbfe96eqwCThq,4
0.756,0.915,9,-1.858,0,0.0368,0.00659,3.06e-06,0.0389,0.949,132.059,7pHItfUtUh6Qtm70QqB5oj,4
0.652,0.941,10,-1.957,0,0.0564,0.0441,0.0,0.317,0.685,123.03,3NlzcNh6rPwP0FAVXgt8rG,4
0.737,0.605,1,-4.557,1,0.151,0.269,0.0,0.0898,0.802,99.905,4OHq2ao4pXmGq9OOuP3lxb,4
0.809,0.883,1,-2.1,0,0.0498,0.239,0.0,0.296,0.962,110.034,6LeH7ExfGkYevlBGHiqRyf,4
0.592,0.601,10,-3.411,1,0.0296,0.662,0.0,0.141,0.212,129.006,52yZjbdNT1mKJPjyziMU4v,4
0.687,0.857,9,-2.084,1,0.0753,0.188,0.0,0.306,0.906,124.999,65w0pdINTiQjWBaE4Rws9Y,4
0.562,0.812,1,-2.942,0,0.181,0.367,0.0,0.13,0.829,203.639,4Ux83SOG5vqnbohuijD2Zv,4
0.805,0.876,1,-4.049,1,0.13,0.00689,5.34e-05,0.345,0.641,125.939,1fSQVc8qsBj6mYTkEdfK8s,4
0.796,0.742,6,-4.117,0,0.0631,0.0704,0.0,0.0632,0.545,128.063,1I0Z7YAnRSDQdHpCA4AW1P,4
0.791,0.85,6,-2.307,0,0.0468,0.136,0.057,0.0788,0.875,114.98,1eZQgC3qbSO50M8RCaK2VH,4
0.55,0.805,11,-5.127,0,0.0625,0.115,0.0,0.656,0.619,83.939,0vZtHRT1Ez9xmmxGRCNF8h,4
0.711,0.837,0,-4.277,0,0.038,0.0242,0.0,0.531,0.563,125.074,193m2rJhVvkjr9c8acLoxZ,4
0.239,0.498,4,-6.182,1,0.042,0.348,7.83e-06,0.0958,0.227,199.19,6c1mf1kaoeE36Dd2wUdX1P,3
0.641,0.877,3,-2.726,0,0.0337,0.014,0.000131,0.0792,0.454,130.045,2RKgRT8O8K3DXfsGfnbNWx,4
0.65,0.79,10,-4.482,1,0.0294,0.0813,0.0,0.311,0.387,108.939,5m2tbM2w8mG76uwFgla2iF,4
0.759,0.659,6,-5.695,1,0.0408,0.514,0.0,0.0957,0.422,111.989,7LK8PsXpWP2okRiC5VnlLP,4
0.702,0.733,3,-3.527,0,0.12,0.216,0.0,0.0643,0.926,96.02,3y1Aq9UzyzhMGuVaS8i2oA,4
0.703,0.776,9,-3.409,1,0.304,0.0108,0.0,0.74,0.541,82.466,1JTZqN0snbMSNtp59zveTs,4
0.746,0.853,1,-4.452,1,0.13,0.00285,0.0,0.376,0.362,130.028,2Lo2BWhhlZSJds2yBhxoet,4
0.885,0.937,1,-0.678,0,0.0898,0.142,0.0,0.103,0.878,114.974,4sRQg2aoec0VIvQ7GZPGMy,4
0.838,0.805,10,-2.723,0,0.0541,0.0826,3.77e-06,0.0778,0.952,115.026,0RP3Qjp1QhIjhtG7gYoBqn,4
0.793,0.805,10,-4.224,1,0.0438,0.1,9.11e-05,0.0641,0.508,135.987,1EkLacfCJIJcHkJvxlkJKE,4
0.665,0.866,7,-3.81,1,0.056,0.223,0.0,0.373,0.455,128.041,69QlYqNJeZG14R4an2aoJv,4
0.751,0.767,7,-4.752,0,0.0577,0.353,2.71e-06,0.289,0.768,89.93,1CkTEh21SLHbiAj2qy8wc1,4
0.84,0.871,10,-4.662,0,0.0639,0.0842,0.00392,0.285,0.767,146.005,59JkwCdGIMTZYb0j75vebU,4
0.603,0.944,9,-4.086,1,0.389,0.0208,0.0,0.384,0.674,168.084,6RxBOcVOB3xzowxDBzTCVd,4
0.618,0.975,6,-0.883,0,0.128,0.0113,3.09e-06,0.423,0.761,122.939,3YxK7NqMCWDpmrQ82Wvx25,4
0.832,0.848,7,-7.407,1,0.0545,0.0919,2.83e-05,0.0458,0.901,130.004,1p9damTV6h7u7THZKZB2tW,4
0.588,0.568,4,-2.787,1,0.0271,0.225,0.0,0.138,0.393,94.83,5BzfRtVjyC4wbISHdbCvWL,4
0.77,0.816,8,-4.088,0,0.0431,0.0475,5.28e-05,0.0699,0.728,138.049,0HWzu5wDNPI1f365KKICdz,4
0.769,0.966,2,-1.484,1,0.0292,0.00431,2.93e-05,0.265,0.783,123.019,1dyMRzKZMakJqmOnsUUZ9X,4
0.636,0.665,9,-5.012,1,0.0322,0.262,0.0,0.353,0.411,96.045,0KVClXxsZEKkyWRNXeRFrE,4
0.688,0.926,10,-3.027,0,0.0607,0.00194,0.0,0.0936,0.756,129.985,3Ase3jvjv2RYIa92MMfu82,4
0.636,0.9,6,-3.568,1,0.0571,0.286,1.47e-06,0.0982,0.686,134.004,37S86pw74OH8j96ZmMnrpR,4
0.815,0.813,3,-5.901,0,0.0434,0.0012,5.96e-05,0.246,0.584,124.975,5RENkTP0he793Basw1Stto,4
0.605,0.266,0,-10.461,1,0.033,0.395,0.0,0.118,0.284,135.948,1dAN9YSEram61KezA9X8lx,4
0.581,0.444,3,-6.801,1,0.0386,0.774,2.27e-06,0.141,0.166,135.8,4IJC6m6PvRZeNoQG50rV1G,4
0.694,0.893,11,-4.673,1,0.0746,0.208,0.849,0.0869,0.641,90.968,49vzuiR9YheTFslIuO4JRV,4
