danceability,energy,music_key,loudness,music_mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,time_signature
0.697,0.874,5,-2.15,0,0.0449,0.0122,0.0,0.627,0.775,132.018,2qQpFbqqkLOGySgNK8wBXt,4
0.763,0.835,2,-5.234,0,0.191,0.323,0.00221,0.225,0.645,131.875,6hvczQ05jc1yGlp9zhb95V,4
0.708,0.959,1,-1.338,1,0.0604,0.0296,0.00188,0.107,0.644,128.981,3Hz3tTQwOdM6XkA0ALB2G9,4
0.751,0.719,6,-5.198,0,0.0373,0.142,0.0,0.148,0.437,98.01,2e3cJdJ8xWwydl8JIYlCqB,4
0.633,0.799,7,-4.625,0,0.0427,0.0144,0.0,0.194,0.534,142.991,6Yc3tjFCVR2bfAQFRTZBef,4
0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-05,0.0956,0.824,138.032,24nK8tW7Pt3Inh2utttuoG,4
0.97,0.71,4,-5.262,0,0.195,0.393,0.0,0.138,0.777,116.03,5dqrgmHHBuUzwYKBXJuIm0,4
0.579,0.858,8,-5.212,1,0.114,0.125,0.0,0.0502,0.475,174.043,0jSccBRnhNU4KtACMQPvco,3
0.628,0.64,6,-4.164,0,0.0491,0.0992,0.0,0.138,0.409,129.815,38SKB7UfhL6Sd6Joxex5yK,4
0.572,0.964,4,-1.949,0,0.123,0.0503,0.0,0.372,0.519,129.979,6k67RdkVjTZj79c1cRz7IQ,4
0.639,0.756,1,-4.42,1,0.0606,0.0055,0.0,0.13,0.531,128.931,1rqb2FCXVn2HNL1afJEnTr,4
0.79,0.853,11,-4.564,0,0.0666,0.00116,4.23e-05,0.329,0.713,125.0,38rUIlTX93Aoif3WcY1wv6,4
0.484,0.508,5,-8.142,1,0.0256,0.733,0.177,0.139,0.243,104.059,2ynVXoCcLRYLL3As8EJfH8,4
0.623,0.757,8,-2.234,1,0.0353,0.211,0.0,0.084,0.553,128.066,1IguWzAOIxnmTZ7mqmKUwM,4
0.804,0.666,9,-5.41,0,0.0646,0.366,0.0,0.106,0.32,100.042,5buj0D6E7rCRFi3xV9STYo,4
0.767,0.643,5,-5.225,1,0.101,0.216,0.000104,0.0806,0.536,169.99,099tjv6oy2opbpCOA3nBwX,4
0.679,0.442,7,-8.928,1,0.0637,0.723,0.0,0.231,0.628,129.671,2Ghu1DdMwxS3VAyB7i38Wo,4
0.843,0.794,8,-3.013,1,0.146,0.0637,0.00023,0.104,0.319,160.005,3RsEvBUaNT9MXqUvQVuK1G,4
0.564,0.979,9,-3.102,1,0.104,0.0091,0.0,0.249,0.505,126.059,2sFWzfV3kqAwXEWM9BjzwH,4
0.603,0.418,11,-7.431,1,0.0441,0.673,0.0,0.132,0.346,77.457,2P6PLe4ojigLUp4CWMkcAI,4
0.623,0.8,5,-5.819,1,0.0424,0.0497,0.0,0.0619,0.58,110.979,0EmYZZ8OqeALedVhijSjsg,4
0.914,0.516,5,-4.178,0,0.0918,0.131,0.0,0.0441,0.702,119.969,6rcn967QN5JtkPOBDwYIuT,4
0.765,0.787,1,-3.647,0,0.0445,0.0156,0.0,0.0736,0.381,124.949,4rsoLz7ZY1Ldz8dpm4Lqtg,4
0.674,0.589,6,-3.806,0,0.112,0.267,0.0,0.312,0.577,83.985,0WSTInLqMrT9po0LAHpZCJ,4
0.634,0.9,6,-2.614,0,0.0583,0.212,0.0,0.317,0.623,152.968,2UP7KnRSvc4taXbjOoSX0f,4
0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084,2Wkm4JBcIV2uSuu4qlbqFN,4
0.726,0.705,5,-4.765,1,0.121,0.194,0.0,0.109,0.634,120.042,4sfXQzbYjROMuEgDfJisj3,4
0.639,0.706,7,-7.874,1,0.448,0.0104,0.0,0.132,0.259,105.782,3LSjYk6sFQaLi0MjtWcm8P,4
0.8,0.904,2,-2.821,1,0.0845,0.0328,3.17e-05,0.182,0.806,124.979,2vdkN2NSQ5mxqNGg7sJUxs,4
0.827,0.817,2,-4.081,1,0.0953,0.00496,1.19e-05,0.294,0.167,97.008,2y6Ty2NPAsP84XJAtzLxuk,4
0.583,0.68,7,-7.809,1,0.422,0.0304,0.0,0.189,0.343,97.568,2WH4oy1SYppZrcdgKwSA0j,4
0.72,0.828,6,-5.559,1,0.0612,0.0343,0.0,0.0747,0.633,139.928,5XS0GCCIotaI6XtsYcIKeX,4
0.923,0.533,5,-5.627,0,0.0883,0.0474,4.12e-06,0.0925,0.689,97.958,2ihL1KGMA0geIqGT5pkZzo,4
0.624,0.86,1,-3.346,1,0.0387,0.0886,1.1e-05,0.123,0.447,99.968,28xjm4FnnGI4Xnds7VoNSl,4
0.74,0.835,10,-3.425,0,0.0839,0.0139,0.0,0.857,0.535,123.024,5WrEilrRI5cIW0DxMvQYPZ,4
0.819,0.674,0,-3.145,1,0.0587,0.0849,0.0,0.0667,0.682,106.032,4Dr2hJ3EnVh2Aaot6fRwDO,4
0.956,0.519,11,-7.832,1,0.167,0.07,0.0,0.106,0.529,132.061,0XOKietGW4PXK4hs4jyfpO,4
0.531,0.83,3,-2.526,0,0.0446,0.0741,0.0,0.0993,0.419,101.903,1exnDFdC34GyBcaLt9ZJfX,4
0.664,0.552,6,-6.285,0,0.0274,0.029,0.0,0.18,0.612,136.557,2U28aK9o2gI7sBL4XRzFfL,4
0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0,7cgWWkpUaS94xoWI8lMGiI,4
0.704,0.729,7,-3.851,1,0.0624,0.0024,0.0,0.218,0.71,129.992,7fK0csBoqbcgUuWGV0cpoD,4
0.746,0.55,9,-5.019,1,0.223,0.421,0.0,0.0916,0.607,88.01,2Zp4i8aIXc1dGoP7m1wOpa,4
0.739,0.571,7,-5.53,1,0.0323,0.00271,0.0,0.165,0.267,107.98,22PEycypPsZpzlMxTgukiQ,4
0.572,0.778,9,-4.178,0,0.189,0.0153,0.0,0.188,0.294,159.904,4v2BLMhWtVvBnZwuoiKxja,4
0.581,0.945,7,-2.698,0,0.349,0.16,0.0,0.139,0.703,146.146,1SgRnIFTs39lSkQJACYDoY,4
0.633,0.706,10,-5.137,0,0.0627,0.000588,0.0794,0.245,0.399,128.185,0sq2QUCf3ykmfYxjCDWcir,4
0.668,0.828,4,-5.034,0,0.0739,0.036,0.0,0.0932,0.393,140.042,4lQsB3ERTWSNaAN1IkuNRl,4
0.574,0.909,8,-1.573,1,0.0658,0.0987,0.0,0.264,0.569,169.966,3zhbXKFjUDw40pTYyCgt1Y,4
0.751,0.642,3,-5.165,0,0.087,0.0861,0.0,0.0953,0.388,95.045,2wVDWtLKXunswWecARNILj,4
0.637,0.799,2,-4.518,1,0.0338,0.394,0.0,0.0921,0.57,104.996,5YMXGBD6vcYP7IolemyLtK,4
0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502,6m1TWFMeon7ai9XLOzdbiR,4
0.566,0.769,7,-4.342,1,0.0872,0.0183,0.0,0.108,0.385,170.036,5sbooPcNgIE22DwO0VNGUJ,4
0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,5GKwq4sO5ZHKuWaDmdwMQc,4
0.689,0.678,5,-4.287,0,0.119,0.0702,0.0,0.0889,0.335,145.883,0yB4jrSwN0bFtFRDR5vyMj,4
0.692,0.534,2,-7.155,1,0.0433,0.83,5.57e-06,0.238,0.739,88.964,2RUcwyW74Sv4VracHFrKdh,4
0.806,0.707,7,-4.623,1,0.0307,0.331,0.0,0.294,0.746,118.009,3d3ELsqKlQ7WA0a10Isu3l,4
0.422,0.578,8,-7.524,1,0.0548,0.443,0.0,0.231,0.227,128.921,1dS4l6xmdgEhCZTAhdOm4N,4
0.733,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.42,126.035,1e8J3XClxZbFmvIHLI8CE4,4
0.605,0.949,4,-2.907,1,0.0886,0.0414,0.0,0.0746,0.506,110.01,6veFyjNycn6EaNCKhkPXUY,4
0.606,0.85,11,-3.952,1,0.183,0.0114,1.01e-06,0.206,0.542,170.01,01380RE6UfsPSdiUIwrCoH,4
0.637,0.876,9,-4.652,1,0.0618,0.0483,0.0,0.0728,0.759,149.93,4ROdFnoZNn2RTmwct0cVpx,4
0.816,0.754,2,-5.922,1,0.152,0.163,0.00199,0.105,0.704,92.023,0ipgd8PPFza3NNmN3Rn2uF,4
0.508,0.559,2,-6.366,0,0.0276,0.288,0.0,0.131,0.329,135.866,6L88EH68XwlaXwvChlTS41,4
0.665,0.687,11,-6.466,0,0.0547,0.155,9.28e-05,0.173,0.651,106.023,1MX0g22bQkr9HDVe37fLnN,4
0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979,4lAE47gj539h8R1yxPhhGG,4
0.709,0.861,0,-2.905,1,0.0941,0.106,4.73e-05,0.113,0.779,118.089,4DYIDSMIB5y2UmZFv9fxeX,4
0.531,0.661,1,-5.836,1,0.0907,0.103,0.0,0.0779,0.278,149.934,5MTGPkmiUuud9NkA0sl2nI,4
0.511,0.536,3,-4.411,1,0.026,0.372,0.0,0.0769,0.414,92.908,5Xp6Bx4Fy8LGoTX8xzBi00,4
0.702,0.913,11,-2.977,1,0.0374,0.0514,3.72e-06,0.166,0.735,137.981,26OVhEqFDQH0Ij77QtmGP9,4
0.707,0.791,5,-4.483,0,0.035,0.179,0.0,0.102,0.674,106.985,0mZI1NpihIVcho2f9MmqSW,4
0.571,0.422,1,-7.561,0,0.0422,0.374,0.0,0.127,0.169,113.016,7DEKa5Z7Cl8s3Y7imb88OM,4
0.827,0.739,8,-6.391,1,0.0744,0.0214,4.13e-06,0.043,0.352,95.999,1EYSS9Lp7a9f20C3FaOVgI,4
0.726,0.492,10,-8.046,0,0.0794,0.566,8.14e-06,0.257,0.526,85.939,2AA1f7utyvXpmtKsEvp5lz,4
0.813,0.876,1,-2.92,0,0.0922,0.024,0.0,0.287,0.757,98.989,34OSqW5ULWxmCEMjJ1ZgVW,4
0.388,0.642,10,-4.659,1,0.0337,0.471,0.0,0.306,0.402,173.61,2mqN6WJawRJzT2X9T5bdYV,4
0.787,0.543,10,-6.7,0,0.037,0.0233,0.0,0.0861,0.332,99.026,0ErzcmZ2gIwX7X0xSMQPix,4
0.74,0.804,3,-2.187,1,0.0546,0.411,0.0,0.0578,0.791,150.013,7nkp1uuSbKkoxMvEs8cSw0,4
0.551,0.828,5,-5.523,1,0.352,0.214,0.0,0.0571,0.928,139.662,1YO4xJXhh9A1Feg9k8xuy2,4
0.737,0.747,10,-4.818,1,0.0323,0.269,0.0,0.219,0.447,105.943,1ZLrDPgR7mvuTco3rQK8Pk,4
0.839,0.617,7,-4.692,1,0.331,0.241,0.0,0.3,0.821,143.894,4as4XEOR03oGm1STUKl6pa,4
0.699,0.907,9,-1.208,0,0.0544,0.0868,0.0,0.115,0.621,115.978,3WfaJhCL4p2JbdffJjV6Va,4
0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991,5rNZsITjXf23iFkRA924FV,3
0.785,0.744,3,-4.249,0,0.0369,0.0149,0.00666,0.0661,0.833,126.018,3BPoSr2pO34Aan6alFfVto,4
0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913,3NxuezMdSLgt4OwHzBoUhL,4
0.696,0.881,1,-2.082,1,0.104,0.0235,0.0,0.277,0.947,142.019,2URMA0ap6SAI8wFmcY1yta,4
0.749,0.961,8,-6.518,0,0.0874,0.00512,0.0,0.175,0.859,116.037,56sdcbPR74RxqmKVbQzJ8s,4
0.657,0.883,9,-4.294,0,0.0733,0.0238,0.0,0.0481,0.461,129.943,0wqqe8k13bJPxRt7FEmnwS,4
0.511,0.84,11,-2.781,0,0.103,0.00852,0.0,0.346,0.303,87.605,7HYJqAMbKDJYRyEfUGOCBB,4
0.568,0.793,1,-3.749,1,0.0406,0.189,0.0,0.111,0.45,108.051,2X3UgVLSA4wYriGIQyYmMA,4
0.761,0.761,5,-5.721,0,0.0899,0.242,0.0,0.103,0.484,121.971,6bSwpQYEguyMlkCoWiBt3Y,4
0.686,0.842,0,-4.423,1,0.1,0.237,0.0,0.0683,0.519,115.944,4EjUFjzi4ErWjklOA3Aslu,4
0.617,0.83,3,-3.312,0,0.0689,0.318,0.0,0.176,0.614,97.912,3a7OyTsoZ8CCBdvEEvzLBv,4
0.74,0.926,9,-3.965,0,0.112,0.0376,0.0,0.582,0.571,106.987,2REoTZjaB3jyAt5dgkV5GK,4
0.507,0.946,3,-3.845,0,0.124,0.0427,3.54e-06,0.344,0.494,173.004,5Jl2i6LR3Socm4TYqRzZw3,4
0.682,0.502,2,-9.507,1,0.0713,0.0124,8.45e-06,0.107,0.218,108.08,6BdchFAP4TUZUceAsAEb5U,4
0.584,0.916,1,-1.396,1,0.149,0.0683,0.0,0.0489,0.731,167.934,5XZ4yL24BLKkysf4muf4yQ,4
0.786,0.852,8,-2.687,1,0.0813,0.0687,0.0,0.0759,0.455,125.036,4ZxOuNHhpyOj4gv52MtQpT,4
0.54,0.373,6,-8.591,1,0.0278,0.651,0.927,0.146,0.387,119.843,19Hg1UCZaCdpHB37L7x63X,4
0.583,0.712,2,-4.942,0,0.0326,0.2,0.0,0.268,0.778,94.051,1ZPeaPDjQOOC8hw1mNjyjF,4
0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994,2j1fFjWHCI9KJSwcuYAOyF,4
0.463,0.566,8,-6.195,1,0.145,0.196,0.0,0.284,0.219,93.921,6z1kLsntE7FuzKZHZWrXYN,4
0.612,0.844,5,-4.694,0,0.0757,0.14,0.0,0.289,0.652,134.872,6pp6xf9zS55GD4nr318XUH,4
0.599,0.775,1,-4.018,0,0.0543,0.0217,0.0,0.0678,0.696,129.817,3uRLwBjI2TahxslcMTvpFs,4
0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,0.639,114.953,42tFTth2jcF7iSo0RBjfJF,4
0.697,0.713,8,-5.273,0,0.115,0.0153,0.0,0.0857,0.667,99.964,1cgBWgoL6520lR2QZDzdGN,4
0.611,0.63,9,-4.419,0,0.363,0.566,0.0,0.237,0.66,65.619,5MvxeZPiiLAuB5gI8k3ynk,4
0.663,0.857,7,-3.457,1,0.0581,0.0524,0.0,0.591,0.75,99.014,6SSC9KZQaxBdyipKRigrFC,4
0.723,0.903,4,-1.262,0,0.033,0.413,0.000377,0.118,0.443,132.006,0IEVKWduAaMcZepZQVr80T,4
0.659,0.799,1,-2.849,0,0.0629,0.417,0.0,0.0562,0.782,103.991,3jsYQw78lrxJA2ysnmOIf9,4
0.781,0.683,0,-4.258,1,0.0325,0.164,1.53e-06,0.16,0.722,100.005,6Upu6yjkdi0DVI8E3IBZEU,4
0.709,0.917,9,-3.315,1,0.189,0.0409,0.0,0.0839,0.515,125.042,7nKQ5WAcjnG48knyLuo8gO,4
0.636,0.702,0,-5.352,0,0.0334,0.0223,0.0,0.293,0.516,135.104,2ujA6F1cpk3m8lsPE5aKua,4
0.62,0.761,0,-2.736,1,0.334,0.22,0.0,0.143,0.626,207.819,15rX80MpEJ2OqW3dPunQvI,4
0.713,0.603,6,-4.896,0,0.287,0.000759,5.51e-06,0.0453,0.799,78.027,3o8QzWsiiqTUVgBZfHgF58,4
0.593,0.945,8,-3.408,1,0.126,0.00174,0.0,0.923,0.674,110.023,3wyrhwPpV8uhMMEms4vG3X,4
0.856,0.617,10,-5.308,0,0.084,0.171,0.0,0.0857,0.759,136.081,5vOT8VO87TAnUjh0oADwb1,4
0.655,0.756,8,-4.388,1,0.07,0.0298,0.0,0.396,0.469,121.936,5C6A1WXVfKvBBQmaFFnBgs,4
0.722,0.833,6,-3.915,1,0.094,0.0556,0.0,0.195,0.53,93.941,0jFHMDRXxKaREor3hBEEST,4
0.564,0.944,8,-0.532,1,0.0647,0.105,0.0,0.154,0.857,164.062,52FCAZn0YEkZfF0BtiAUMW,4
0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961,4gZGAVECoiutzp64KSHNjE,4
0.36,0.565,7,-4.898,1,0.0608,0.358,0.0,0.0448,0.311,173.281,6CdUgvL597jWmW4w8P5kHs,4
0.722,0.918,8,-2.952,1,0.0607,0.141,0.0,0.409,0.831,100.024,19t5GSN3XsLB7UOsZD8Fwv,4
0.691,0.859,1,-4.118,1,0.112,0.0302,0.0,0.165,0.541,124.958,6SQUopvuZyrWYjYayxxSXl,4
0.46,0.615,5,-3.472,0,0.0331,0.0633,0.0,0.109,0.414,167.927,3FR2yqZsG07NhXz7uPyUyC,4
0.804,0.68,0,-3.81,1,0.2,0.458,0.0,0.102,0.62,102.013,3y7ByLZ05tluscOTRgEJ9Y,4
0.749,0.85,0,-4.346,1,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,5EzitieoPnjyKHAq0gfRMa,4
0.651,0.903,11,-3.117,0,0.129,0.00503,0.0,0.0875,0.658,125.032,7kyUapJyppdjzoAWB6XS14,4
0.714,0.886,0,-3.076,1,0.0461,0.058,0.0,0.112,0.752,125.046,3NkkcnnKrNHv4AiGaPdD76,4
0.765,0.77,2,-3.16,1,0.0592,0.167,0.0,0.0854,0.581,103.005,4iJyTp1KwCeBKhf7h0SwsD,4
0.672,0.968,1,-2.636,0,0.131,0.0243,0.0,0.0587,0.473,129.971,3HWOknOVmd44e1jg4g0Sga,4
0.424,0.564,9,-4.619,1,0.0563,0.685,0.0,0.292,0.441,173.334,4gMPlHHAjOQnUrhsuqHivn,4
0.497,0.431,5,-4.755,0,0.0287,0.66,0.0,0.153,0.167,133.675,2BPXILn0MqOe5WroVXlvN1,4
0.767,0.755,11,-3.938,0,0.03,0.303,3.62e-05,0.105,0.631,120.978,49KDK2ccYnOCYPeXfDO3YT,4
0.582,0.67,11,-6.69,1,0.0483,0.00125,0.000669,0.105,0.37,109.993,6wcRv0UBvEH9NCIA3IVyQs,4
0.648,0.754,7,-6.266,0,0.0658,0.548,0.0,0.145,0.375,105.034,37SqctQhMp3MjvGDXKhnJ3,4
0.612,0.841,10,-4.332,0,0.219,0.0157,0.0,0.23,0.644,169.915,6XxpvCj3eLWs3lYowSgC4G,4
0.477,0.581,8,-8.795,1,0.119,0.523,0.0,0.201,0.282,129.571,61RvEx7GLYRHQhG7ldjJo1,4
0.445,0.528,10,-7.243,1,0.0744,0.677,0.0,0.155,0.511,203.155,67QGnT1Vdfuuy4HkLTUVjj,4
0.815,0.767,1,-6.119,0,0.182,0.0318,0.0,0.19,0.76,99.984,2iPxDFeN27VrKgGdZ0AIKw,4
0.572,0.743,5,-3.991,0,0.12,0.235,5.93e-06,0.0761,0.678,170.123,5XJEdVQ5jl3C3dFsV7kCTZ,4
0.55,0.465,7,-6.09,1,0.0248,0.609,0.0,0.109,0.314,76.033,61OtYav1fiUCr73JwZD2Sb,4
0.699,0.555,5,-5.259,0,0.195,0.131,0.0,0.113,0.374,96.711,7I2nbddpDYsAe6e4biIxEO,4
0.614,0.747,5,-5.655,0,0.0743,0.00934,0.0,0.0337,0.538,78.216,6m96zMB8BrLrpyT7NvApxB,4
0.509,0.502,1,-6.972,0,0.0915,0.765,0.0,0.396,0.341,79.16,6FZAc2XaVYc8G8jaDnBshv,4
0.62,0.644,4,-2.713,0,0.0447,0.314,0.0,0.105,0.502,145.87,3eHkFA3StDR9BU7EVrUFLs,4
0.901,0.432,0,-8.249,1,0.0911,0.0501,1.23e-06,0.111,0.155,135.05,2cz09aOkKUMx0cBAeIs4cw,4
0.726,0.903,7,-2.277,0,0.0357,0.055,0.000225,0.158,0.958,129.986,5HiSc2ZCGn8L3cH3qSwzBT,4
0.661,0.836,5,-3.164,0,0.059,0.00268,0.0,0.497,0.396,124.952,13MF2TYuyfITClL1R2ei6e,4
0.584,0.885,0,-3.571,0,0.104,0.0244,0.0,0.357,0.605,92.9,2u54HNQamwFuOMLSuhSRom,4
0.706,0.756,4,-4.405,0,0.0845,0.0392,0.0,0.18,0.676,97.098,7qmvLmX9tyaTiBAVNI6YEn,4
0.818,0.723,11,-4.82,1,0.114,0.00561,0.0,0.0866,0.607,102.945,6NEoeBLQbOMw92qMeLfI40,4
0.823,0.705,10,-4.73,0,0.282,0.0274,0.0,0.0919,0.836,186.12,3kW5Rq9AIL0QQuYTSKNkQw,4
0.367,0.668,2,-4.484,0,0.052,0.336,0.0,0.147,0.384,104.961,6S2gYweMmT6xygVh5q3QLa,4
0.708,0.852,2,-4.398,1,0.0851,0.0525,0.00016,0.399,0.396,129.946,60jFaQV7Z4boGC4ob5B5c6,4
0.746,0.898,3,-2.818,0,0.0725,0.0526,0.0,0.0858,0.879,121.967,1Rrj7KyS2R6SP9CQMDJW1w,4
0.512,0.765,7,-5.252,1,0.136,0.246,0.0,0.0573,0.519,169.709,3uA8SjMyDtwtt0jLPMQbVD,4
0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069,1nWB8isqs2tviWk20G5pow,3
0.613,0.822,1,-3.48,1,0.062,0.0269,0.0,0.0783,0.54,139.936,7bxGcILuAjkZzaveU28ZJS,4
0.626,0.706,10,-3.201,0,0.0596,0.00225,0.0,0.122,0.534,99.939,0aE3V0zgSD2YwkEHW42gxG,4
0.558,0.526,0,-4.686,0,0.033,0.431,0.0,0.126,0.202,124.709,1HYzRuWjmS9LXCkdVHi25K,4
0.618,0.76,6,-4.312,1,0.0596,0.0066,0.0,0.127,0.541,150.0,7GbUWl6qLW1gdngbEV2WDJ,4
0.69,0.843,1,-2.949,1,0.0534,0.0167,0.0,0.346,0.428,135.01,3dI59jLoFMjMAyUAyRZnkE,4
0.63,0.432,1,-6.721,1,0.0357,0.551,5.84e-06,0.0962,0.343,87.959,3tP6QKbXvtrxiDI7QwKyUf,4
0.642,0.931,8,-2.82,1,0.163,0.0173,0.0,0.0815,0.884,155.088,1117juaaAkSIUsQxTmmcKM,4
0.551,0.885,6,-1.489,1,0.124,0.139,0.0,0.114,0.509,172.95,7lB4rxNVc7vm33ZSZXVRAQ,4
0.403,0.724,8,-6.064,1,0.246,0.377,0.0,0.0927,0.428,97.133,2FWquqPNxte8iqZ3ATQG0p,4
0.632,0.531,8,-5.669,1,0.0333,0.249,0.0,0.346,0.511,95.061,6GS3lnAVy5w6AHWEKYzYeS,4
0.718,0.476,4,-9.205,1,0.139,0.422,0.0,0.0876,0.448,48.973,3JBnDOUd18QKjDqSYuOfpm,4
0.686,0.73,6,-5.673,0,0.153,0.18,0.0,0.341,0.576,109.93,2jiI8bNSDu7UxTtDCOqh3L,4
0.613,0.668,8,-6.867,1,0.267,0.245,0.0,0.0735,0.509,96.176,2PcJoVkfjcbvoqBxV1Nj7y,4
0.566,0.475,0,-5.556,0,0.089,0.148,0.0,0.139,0.335,136.442,3LTwMQ9kkn5VVhP3jipBlR,4
0.89,0.501,5,-5.562,0,0.0589,0.0958,0.0,0.103,0.758,126.949,2p980qlVXYLh3HdHusbhfa,4
0.817,0.797,1,-4.395,0,0.0839,0.00533,7.77e-06,0.0551,0.361,119.978,4cTSnpyaIR1qGaTOLJunDM,4
0.35,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.34,142.803,3gxNkvcP8scSzL6mGznTn3,4
0.606,0.815,5,-3.818,0,0.232,0.04,0.0,0.119,0.386,88.054,6BskTMfDjXVzeqQHOau5Vi,4
0.416,0.41,10,-6.146,1,0.0292,0.843,0.0,0.107,0.219,110.252,6mzF8HvHdVrzJNd8M1uFCS,4
0.798,0.867,11,-3.207,0,0.0386,0.0618,0.0,0.193,0.702,99.996,6ukWoX4AHV76JdYVdKRPk8,4
0.696,0.778,1,-4.653,0,0.0585,0.352,0.0,0.329,0.41,94.996,27zrFrtUtWl2urlvjOn5xc,4
0.206,0.871,8,-5.751,1,0.419,0.0316,6.55e-05,0.0596,0.125,175.6,5mEqD00bdFcsiVd0MfvEeF,3
0.716,0.906,2,-3.539,1,0.0719,0.00424,0.0,0.0547,0.763,101.029,52d5NT69mkmr6WzvQJ9vHr,4
0.642,0.642,3,-5.774,0,0.0725,0.426,7.74e-06,0.672,0.475,94.958,6IFpwncCkKrXHyP0RuG9r6,4
0.566,0.842,9,-5.222,0,0.0442,0.00357,0.000253,0.141,0.308,131.05,0bGJHUPR6ems9tzIljlPFR,4
0.734,0.852,2,-3.85,1,0.0916,0.0401,0.0,0.196,0.787,98.504,0Yz3F0UGDibDe8uU69zmjn,4
0.59,0.735,0,-3.789,1,0.0504,0.0206,0.0,0.346,0.311,125.223,6CBA5xTE7Z4cyA9rzlhFdA,4
0.321,0.906,11,-3.967,1,0.141,0.000439,0.0,0.0862,0.641,189.776,2DLrgv7HhJanCuD8L9uJLR,4
0.716,0.763,0,-3.001,0,0.0945,0.147,0.0,0.271,0.575,90.101,3lYvepDz6yYj29z7e4r5z0,4
0.514,0.736,10,-4.364,1,0.0321,0.483,0.0,0.18,0.495,90.002,1D6lK8qADoErTTLkY4YBfM,4
0.547,0.838,9,-4.157,0,0.0544,0.000374,0.0,0.0562,0.47,85.018,2So2zLatKtnIP0cy3a4Fn0,4
0.533,0.838,0,-3.723,1,0.0319,0.102,0.0,0.394,0.449,75.021,7rLvsAO1yb7ElxPhkz60qh,4
0.442,0.928,7,-4.096,1,0.207,0.0257,0.0,0.1,0.601,169.847,3KVOfGrYVjoP1w8T2HVltm,4
0.616,0.251,8,-8.454,1,0.038,0.803,0.0,0.079,0.356,123.802,6G4z9WbxyEeWdEQTfShACT,4
0.639,0.692,3,-4.127,1,0.107,0.338,0.0,0.356,0.488,89.846,2vzn8usBcuNL93DnTjEK0z,4
0.672,0.46,1,-6.213,1,0.0292,0.521,0.0,0.144,0.204,141.822,4kaY4LbdbomICC25gYGGtn,4
0.483,0.814,0,-2.407,1,0.143,0.683,0.0,0.0918,0.696,82.814,15c7KZTrsCUxCQcOdUVELc,4
0.462,0.576,2,-5.089,1,0.0831,0.124,0.0,0.127,0.278,102.972,12MGUs7yIus6sU09ekZMjw,4
0.613,0.912,8,-2.464,1,0.0366,0.152,0.0,0.111,0.734,112.005,3CVeGXpoPKJQ9JuhPp3mpL,4
0.912,0.644,11,-6.63,1,0.288,0.00714,0.0,0.107,0.492,95.999,0kIHfcHGFGm5xb0dSlKEdp,4
0.461,0.776,6,-4.498,1,0.0565,0.0149,0.0,0.12,0.291,149.985,3bjg5cbmuwDoS7e2dAWyRG,4
0.478,0.88,5,-3.097,0,0.0739,0.0213,0.0,0.24,0.707,158.356,3wQnyXNFXNUEOBt1pb4urq,4
0.694,0.691,0,-4.791,1,0.287,0.226,0.0,0.104,0.678,93.91,1LNlfvPQmB0cqYJQQskZ8x,4
0.65,0.879,9,-2.886,1,0.073,0.00104,0.0,0.0483,0.536,166.895,6O734u9qnz6B4gWMyszWhi,4
0.692,0.886,1,-2.519,1,0.0519,0.284,0.0,0.341,0.879,100.03,6Rx0ORYPP3GH9rTvGS5Vy8,4
0.554,0.878,11,-3.02,0,0.0513,0.00146,0.0,0.0998,0.55,132.896,3G1aAxWS2Nd17FQs4PWV6X,4
0.721,0.875,6,-1.166,1,0.0783,0.241,0.000105,0.382,0.692,141.994,3c0CJ0DBgsGZ7I79lyx02Z,4
0.443,0.577,6,-5.602,0,0.0322,0.361,8.44e-06,0.309,0.656,202.057,6vBr2tIHZKaMTpK7r99O3g,4
0.595,0.89,10,-3.109,0,0.245,0.0486,0.0,0.32,0.62,154.071,7jPCPDYoiaKeK7cgNGpIzq,4
0.645,0.884,1,-2.801,1,0.0968,0.112,0.0,0.179,0.708,171.93,74muMkVdMYoR65lhmdzy13,4
0.619,0.804,10,-3.301,0,0.0424,0.0135,0.0,0.127,0.314,104.978,158kubraiqKrcYpRsDHrBU,4
