artist_name,artist_id,track_name,track_id,ff,track_popularity,artist_followers,artist_popularity,artist_genres
PARK WON,1XujSdsxykPhP3dn6HaT4l,It's You,3YP99J8wTzG55t1cFmd6iq,1,58,117162,42,['korean pop']
I.M,49tkHHS0mXwa5eLYvyvKyd,OVERDRIVE,5pGRo6KdVdD4LCg6A6awQT,1,51,364053,43,['k-pop']
HENRY,1sjw4xq2pAWy5Vdgba5QAt,MOONLIGHT,2T23r4De9TGsNRF4u7tU8p,1,50,510642,53,['k-pop']
j-hope,0b1sIQumIAsNbqAoIClSpy,Pandora's Box,2iKNuOB4pI4HgPsJk0BSsq,1,53,16590748,68,"['k-pop', 'k-rap']"
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Wind Me Up,6Ksg3UYuF9OHv7T89Yiull,1,44,2744091,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
Bien,2zhossaaVN2pXg5p8o101X,Ma Cherie,3PemVHtCIb5abITSvos4Bq,1,57,144113,53,"['kenyan pop', 'kenyan r&b']"
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,Kitty Cat (JULIE Solo),6MiodzZmp1bKamgF3qhmre,1,52,288714,60,['k-pop girl group']
tripleS,5Z71xE9prhpHrqL5thVMyK,Speed Love,1d8e5R5In6clY1iuqEncTk,1,49,285350,54,['k-pop girl group']
ONEUS,3CVYSpM7nfHFG5qCTW7Ht9,Baila Conmigo (Spanish ver.),0KjwSPOY3Qvdmi0NrCm8gM,1,50,928869,53,"['k-pop', 'k-pop boy group']"
SHINee,2hRQKC0gqlZGPrmUKbcchR,Satellite,6WLEE2iZGMB3bVemgl1Kqc,1,50,3110369,61,"['k-pop', 'k-pop boy group']"
OH MY GIRL,2019zR22qK2RBvCqtudBaI,Summer Comes,71DQGd44Wyie6hJu1yBzdQ,1,50,1816590,51,"['k-pop', 'k-pop girl group']"
NCT 127,7f4ignuCJhLXfZ9giKT7rH,DJ,1JoWETByyP9pvWIS8xktfH,1,46,7273469,69,"['k-pop', 'k-pop boy group']"
EVERGLOW,3ZZzT0naD25RhY2uZvIKkJ,Oh Ma Ma God,6ftW9kPR9V85vgjRhQqAlX,1,47,2003622,58,"['k-pop', 'k-pop girl group']"
KAI,6iVo62B0bdTknRcrktCmak,Black Mirror,7iRF1psaTyvaVzyTvZhP91,1,50,1336513,60,['k-pop']
fromis_9,24nUVBIlCGi4twz4nYxJum,Prom Night,3cgAt9gbx3cWz9tpvJXneZ,1,46,1180701,56,"['k-pop', 'k-pop girl group']"
Whee In,0BqRGrwqndrtNkojXiqIzL,Bite Me (feat. HAON),2vOe1m6ve3m27MP4HuHMKq,1,50,914347,52,"['k-pop', 'korean ost']"
Dafina Zeqiri,6V6mxrGG67IyLFy2l4poNZ,Drama,0pjKLW8KX17OqJa9jF6Qda,1,63,259918,58,"['albanian pop', 'kosovan pop']"
BTOB,2hcsKca6hCfFMwwdbFvenJ,Wind And Wish,0feBL3YZOwuLcVjTZhMjRZ,1,53,1525250,54,"['k-pop', 'k-pop boy group']"
Whee In,0BqRGrwqndrtNkojXiqIzL,Spark,7zn7xlQdimyuU4nbenVE37,1,50,914347,52,"['k-pop', 'korean ost']"
tripleS,5Z71xE9prhpHrqL5thVMyK,Beam,0yTzzLAb33g0JAKRWeYwTn,1,48,285350,54,['k-pop girl group']
DAWN ??7DxCK6bwfQC3F2ajZ02R2F,Heart,073peEPnngGh5Ovelt1H5e,51,2,231652,44,['k-pop'],
EPEX,4e2umhzNHTSeQnSCWPN0uT,Sunshower,3fcDHjyxOQoGV4UuMdagu0,1,50,210164,41,"['k-pop', 'k-pop boy group']"
HYO,3U7bOaJLuFkrmDQ1C1OqKl,Picture,6sa8gVh0m5qFMeqk9liyXD,1,52,570665,43,['k-pop']
Tech N9ne,6UBA15slIuadJ8h2lPRPos,They Know Meh,6DJjLuVy3RzFDNa1tyMuhi,1,43,2744091,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Tech N9ne Presents: NNUTTHOWZE - The Siqnal,02TKQCqn07U3oCpsqFzk7f,1,44,2744091,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
ITZY,2KC9Qb60EaY0kW4eH68vr3,Playlist,0fDeofONl8z64x8zlrLgWR,1,51,6307930,70,"['k-pop', 'k-pop girl group']"
B.I,0UntV1Bw2hk3fbRrm9eMP6,Loved,4EImTL72CUsz3J4EvFc4h5,1,48,742421,60,['k-pop']
MISAMO,0IwZVmMMGE7nNXS7vN9SIo,Bouquet,3XwMdYdN6PauyBAOQxlu76,1,54,502490,57,['k-pop girl group']
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Do It Like That (Jersey Club Remix),1yoGvx9wWnrk7zFeKQ7yxH,1,48,9109873,76,"['k-pop', 'k-pop boy group']"
Weeekly,73B9bjqS2Z5KLXNGqXf64m,Good Day (Special Daileee),2bxQoEPkVPlCNTUACMnEbh,1,51,576825,51,['k-pop']
BamBam,2p48L95TwEaYkSdn6R7LOr,Sour & Sweet,3bcLtU0Z3MuUhhQHIVSSX2,1,67,527423,54,['k-pop']
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Flip It,6sIqC1PoAhfyUqfp7UBhFp,1,51,7944655,73,['k-pop girl group']
Jay Park,4XDi67ZENZcbfKnvMnTYsI,"Â¶≥Âú®?™Ë£° (WYA) Remix (Feat. pH-1, Lexie Liu, √òZI, Masiwei)",07dT7SCgoq9ntHReX3bbqQ,1,49,2042673,63,"['k-pop', 'k-rap', 'korean r&b']"
SF9,7LOmc7gyMVMOWF8qwEdn2X,Puzzle,5QYXBAiagfRIwzlouAnJXQ,1,52,1755860,49,"['k-pop', 'k-pop boy group']"
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Eyes Roll,6vVO2TX7x8yUICULlFZwGH,1,51,7944655,73,['k-pop girl group']
xikers,6QHP8St0MzfNDqjKpwtMht,Sunny Side,2MUwrlb8G1juxSFY05uSG5,1,47,277703,49,['k-pop boy group']
Xdinary Heroes,1khChLj7REGqjM043PlYyn,checkmate,5lf1b9tl8AFlZudBAkppBZ,1,51,862401,57,['k-pop boy group']
Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,Swim and Sleep (Like a Shark),265ehI4I7NfR8PmAXdpspn,1,48,827230,58,"['art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']"
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,CALL CALL CALL!,31d4AK9HwMELTaoTZKVz5v,1,54,10621758,78,"['k-pop', 'k-pop boy group']"
H1-KEY,5GwQwY63I9hrUUFlQB8FYU,SEOUL (Such a Beautiful City),0SRAuCAtprYCuoks38G5GU,1,48,98829,40,['k-pop girl group']
Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,Layla,3VZrMjHeYvUrFGKeG7B62D,1,48,827230,58,"['art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']"
PURPLE KISS,62T5PGHWJ9sxP2SJq20IHq,Autopilot,0AM8lPGURJy8yBQ0tlhlOI,1,47,411430,49,['k-pop']
tripleS,5Z71xE9prhpHrqL5thVMyK,Seoul Sonyo Sound,0OF5cogdavih7UNqaRiKtN,1,48,285350,54,['k-pop girl group']
SUNMI,6MoXcK2GyGg7FIyxPU5yW6,Calm myself,0oOQEVd7D7peOKaQCQk6fp,1,50,2662439,57,['k-pop']
TAEMIN,13rF01aOogvnkuQXOlgTW8,Draw - Instrumental,4v1h399WmA0oRVbwas6o49,1,0,2876764,64,['k-pop']
TAEMIN,13rF01aOogvnkuQXOlgTW8,Draw,6tb0S6rSzgrf5sgeUPL8sr,1,0,2876764,64,['k-pop']
TREASURE,3KonOYiLsU53m4yT7gNotP,STUPID,5bmDeCYksJWvW95E2rSH2G,1,45,3141331,66,['k-pop boy group']
Whee In,0BqRGrwqndrtNkojXiqIzL,Aphrodite,5vxuWhyN0q6ScyTBuuPlNx,1,49,914347,52,"['k-pop', 'korean ost']"
XG,0LOK81e9H5lr61HlGGHqwA,SHOOTING STAR - BARS REMIXX FEAT. RICO NASTY,5v3qDpknNxse3vx19aJ6RX,1,52,1008880,66,['k-pop girl group']
Dafina Zeqiri,6V6mxrGG67IyLFy2l4poNZ,SI MUA,0kxmrAmFaEI0lQ8MZ6nXGM,1,65,259918,58,"['albanian pop', 'kosovan pop']"
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Tell Everyone,2K78iYjQO8RgQ3aNJQ8PrC,1,43,2744091,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
tripleS,5Z71xE9prhpHrqL5thVMyK,Heavy Metal Wings,1EA9PYGIuSxdN0ir72HhWv,1,49,285350,54,['k-pop girl group']
MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,Crescendo,17WqzLortqHvftKKGRAxXu,1,48,5233866,59,"['k-pop', 'k-pop boy group']"
TAEYANG,6udveWUgX4vu75FF0DTrXV,Seed,49eleLPCqnwgBSICKgcL0z,1,45,1308425,63,"['k-pop', 'korean r&b']"
KAI,6iVo62B0bdTknRcrktCmak,Sinner,1ObmeINgcnxdxGbPByx0zL,1,50,1336513,60,['k-pop']
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,Keep Swimmin' Through x Baby Shark (Dance Remix),05w1GGQQl1NEw0hEznuANx,1,51,7105008,77,"['anime', 'k-pop boy group']"
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Twin Flame,08Uz0tVZ6wamK2QddKAIyr,1,44,34045,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']"
Tech N9ne,6UBA15slIuadJ8h2lPRPos,The Siqnal,4QinbcTdweDpHjq7jJdT5n,1,43,2744091,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,Bills - Japanese Ver.,34XCh5DGAAGwwIGJoQpzU5,1,54,7105008,77,"['anime', 'k-pop boy group']"
B.I,0UntV1Bw2hk3fbRrm9eMP6,Alone (feat. TYTAN),7n5DjKptU1CUlyfbKeWEtq,1,47,742421,60,['k-pop']
xikers,6QHP8St0MzfNDqjKpwtMht,Skater,2XIAyrfqLiI5gWpZGRUtu9,1,46,277703,49,['k-pop boy group']
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Roses In My Backpack,2q406shpm1XyzwIhLj4UQq,1,44,34045,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']"
Xenia Manasseh,2J4IvVbi2h1wB2A0p5kd86,Wild Ride - A COLORS SHOW,4Ypa7u8GYWX0u0wP5wntsU,1,54,24212,41,"['afro r&b', 'kenyan pop', 'kenyan r&b']"
TREASURE,3KonOYiLsU53m4yT7gNotP,RUN,0ysmlwFy5XcYm1tVJFaE2U,1,45,3141331,66,['k-pop boy group']
TREASURE,3KonOYiLsU53m4yT7gNotP,LOVESICK,7glixbukBA4wh4yD0d1PM3,1,44,3141331,66,['k-pop boy group']
Xdinary Heroes,1khChLj7REGqjM043PlYyn,Come into my head,0zVIAmMwXNXCg7gqVVZMzA,1,50,862401,57,['k-pop boy group']
P1Harmony,3JjvsPeGMbDJqsphe2z8xU,Heartbeat Drum,2P3wBy0Ljm2URED3zczeMr,1,47,898940,56,"['k-pop', 'k-pop boy group']"
tripleS,5Z71xE9prhpHrqL5thVMyK,Complexity,3G6MWQZFWoBtCYaForGy4H,1,48,285350,54,['k-pop girl group']
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Pretzel (??,0fkDXdD3xFwqBP4Qi7W4VN,1,46,7391266,70,['k-pop boy group']
Whee In,0BqRGrwqndrtNkojXiqIzL,On The Island,6xazDXOamFXROEP9MZEjup,1,49,914347,52,"['k-pop', 'korean ost']"
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,Blue Flame - Japanese ver.,6FnZShD1O17bZa9emuXLXh,1,54,3614292,76,['k-pop girl group']
PURPLE KISS,62T5PGHWJ9sxP2SJq20IHq,Intro : Save Me,3KqT01ueyj9aGj4nJHE2DK,1,46,411430,49,['k-pop']
TAEYONG,6SKusTjOAPsTZ6kareKQdm,GWANDO,2ApyDSmXYTxCvWVnycOZMP,1,54,1211332,57,['k-pop']
Yll Limani,2qI59HaiEtvev8vnUkmRpT,Kaje,2YLckWifxpJK1gez1AGDl0,1,60,184963,54,"['albanian pop', 'kosovan pop']"
B.I,0UntV1Bw2hk3fbRrm9eMP6,S.O.S,396WN7DfSy5jVXiavgqmjT,1,47,742421,60,['k-pop']
Jung Seung Hwan,7l8rOFwZFQ3G0sgZ7gjGng,Get To You,2S8mZn8qjT8udtuoCziMPf,1,58,250731,52,['korean pop']
NMIXX,28ot3wh4oNmoFOdVajibBl,Roller Coaster,47ddsgWAC3q16lAmOSMTkr,1,48,2131236,63,"['k-pop', 'k-pop girl group']"
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Wess Paul Bennett,40WsHRwyU1jNj9QmYOnnYM,1,42,2744091,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
BOBBY,7ieMQQDR0bdBPz572mtxwS,f,02Nkt660XIvXwZQf9bkwh6,1,53,905868,48,['k-pop']
TAEYONG,6SKusTjOAPsTZ6kareKQdm,404 File Not Found,6SffogZPxb2oXoo5DCLzt3,1,52,1211332,57,['k-pop']
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Fallen Short,6CzUEClO6StUihnE2hnkDy,1,43,34045,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']"
Cherry Bullet,3IJCdgkBZbieocLZ4e94GZ,P.O.W! (Play On the World),2FgeeDfd0MeBi1bT8MP6ni,1,47,409511,41,"['k-pop', 'k-pop girl group']"
Stray Kids,2dIgFjalVxs4ThymZ67YCE,Super Bowl -Japanese ver.-,4j5BNv9LtiSkFLdvv06T0T,1,51,13545818,82,"['k-pop', 'k-pop boy group', 'pop']"
Bien,2zhossaaVN2pXg5p8o101X,My Baby,4QI32cLrF64ZTPfIHwIH5w,1,54,144113,53,"['kenyan pop', 'kenyan r&b']"
xikers,6QHP8St0MzfNDqjKpwtMht,Run,5Ae7aCUbM9MNmjj8pQbEVt,1,45,277703,49,['k-pop boy group']
VIXX,5BkB3rXc0qIdUtuEnhbK0A,Amnesia,6tIIC3K58Sk6Et8KYmynez,1,52,974439,46,"['k-pop', 'k-pop boy group']"
BLITZERS,3Exoh42YMeqnUvYahAGgUE,Macarena,2uNUAaUtyzy75qSwiVAa5Q,1,50,113632,33,['k-pop boy group']
Anselmo Ralph,1ts2oIXKCpWSRFnR78bulp,Mil y Una Noches,28VRHYVnhHIQMidDKOW1Qk,1,55,322135,48,"['kizomba', 'musica angolana', 'portuguese pop', 'semba']"
XG,0LOK81e9H5lr61HlGGHqwA,SHOOTING STAR - CHILL REMIXX,6x6EnQMBGshAX5kIj4vlyo,1,52,1008880,66,['k-pop girl group']
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,Blame On Me,76hpb4zuwh6bsBZCDfVYJy,1,46,3164524,82,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
JEONG SEWOON,2l9aF9jOgB7GI1uyNkx836,Fall in Love,2caagUVhaFFpWXop75bSt8,1,57,284439,46,"['k-pop', 'korean ost']"
HYOLYN,78sJswwVn4P8aEhkF4K6fQ,Chemistry (Prod. Czaer),67apFn1yn2GNtLjNk3syQI,1,52,811322,50,"['k-pop', 'korean r&b']"
MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,Daydream,1UbjPSgETXPg3bdzYLCrhO,1,47,5233866,59,"['k-pop', 'k-pop boy group']"
Emarosa,68tKVjVvcqUfKFFLr2j0Ek,Again,0Eef5uHiJVJO0nt4Zo4QCd,1,42,273295,47,"['lexington ky indie', 'neon pop punk', 'pop emo', 'pop punk', 'progressive post-hardcore', 'screamo']"
Kep1er,5R7AMwDeroq6Ls0COQYpS4,The Door,74ecKkKxLkIOal5CbX9bbZ,1,48,1375828,57,['k-pop']
tripleS,5Z71xE9prhpHrqL5thVMyK,Enhanced Flower,1CSW8BLvSUd7AGGGSs52ji,1,48,285350,54,['k-pop girl group']
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,Play Love Games (HANEUL Solo),0VTUCVuiOcMnCdGf63ywHu,1,49,288714,60,['k-pop girl group']
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,We are,63LRh32O1eE0NbN2JsA8Rx,1,53,2763302,58,"['k-pop', 'k-pop boy group']"
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Identical Days,2rz7Mpa5QBShuFp0FkaZLt,1,43,34045,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']"
Xdinary Heroes,1khChLj7REGqjM043PlYyn,Bicycle,1abEhzM7SMGvrBKF8n0wlq,1,50,862401,57,['k-pop boy group']
HENRY,1sjw4xq2pAWy5Vdgba5QAt,SUMMER SKY,6QGzdTyc42vrNaQP3uH4jO,1,51,510642,53,['k-pop']
KARD,2JhAlkmukNvarUpGhTFXUQ,Fireworks,0d11VgTbOQ5xHHEFvX7i4n,1,48,1904519,55,['k-pop']
NMIXX,28ot3wh4oNmoFOdVajibBl,HOME,0nYtg6MqCDmolLI5vsSAy1,1,48,2131236,63,"['k-pop', 'k-pop girl group']"
Whee In,0BqRGrwqndrtNkojXiqIzL,I Know I Know I Know (Beyond),5Pyv78q3DTzl2nZXwJ7E0o,1,49,914347,52,"['k-pop', 'korean ost']"
P1Harmony,3JjvsPeGMbDJqsphe2z8xU,JUMP (English Version),7yjOkyF3S0Xp3r7vIIHZVv,1,45,898940,56,"['k-pop', 'k-pop boy group']"
Kep1er,5R7AMwDeroq6Ls0COQYpS4,"Tropical Light (Sung by YUJIN, XIAOTING, YOUNGEUN, YESEO)",47TG54I4zDgIypM4KHpcUa,1,47,1375828,57,['k-pop']
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Á¥´ÈôΩ?±„ÅÆ?à„ÅÜ?™ÊÅã (Hydrangea Love),5afpl2cZ88bvEfeBmpwX6m,1,52,9109873,76,"['k-pop', 'k-pop boy group']"
MAMAMOO+,2uGx10VkBrI3GBvnQl81du,GGBB,04qiPs2ScJrI7hgQ8mz4im,1,50,122783,41,['k-pop girl group']
SHINee,2hRQKC0gqlZGPrmUKbcchR,The Feeling,6v9jWAmaqoBtkAyRp3H2WS,1,49,3110369,61,"['k-pop', 'k-pop boy group']"
Kwon Jin Ah,0kRAVpQhUUArA8UnYwEdeZ,The Universe,0jcYPu6AvX7j9234LKB9Ee,1,53,130909,45,"['k-indie', 'korean pop']"
Billlie,2GQxKDojobwBjZMPf7aoh0,nevertheless,26fVl2CYeXXxD4yEqmhrpM,1,46,536996,52,['k-pop']
ONEW,7sZ5ipSoboWdqXkdj6AXHo,O (Circle),7qVWT4IvUK7xI82QmaPnwa,1,47,433228,43,['k-pop']
WOODZ,6y9nlaoynxSvoTGY09Vdcy,Journey,6dxgKYAH0TvoSb16xD30rD,1,50,763727,53,"['k-pop', 'korean r&b']"
ITZY,2KC9Qb60EaY0kW4eH68vr3,SUPERPOWERS,2T0cn0hvGrG8vqqB8sK4zX,1,53,6307930,70,"['k-pop', 'k-pop girl group']"
MAMAMOO+,2uGx10VkBrI3GBvnQl81du,Chico malo,7kDmaRZ2kbxqcsJrynRR8i,1,50,122783,41,['k-pop girl group']
AILEE,3uGFTJ7JMllvhgGpumieHF,RA TA TA (Feat. Lil Cherry),37WwbTpUvG0Vi4kvGY14nP,1,50,1141491,56,['k-pop']
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Death Tries Like An F5,1nll7b2f8VYksP3JjGAU3C,1,42,2744091,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Á¥´ÈôΩ?±„ÅÆ?à„ÅÜ?™ÊÅã (Hydrangea Love),31PF8eu76bgCLNzNm0ZmBX,1,56,9109873,76,"['k-pop', 'k-pop boy group']"
BIBI,6UbmqUEgjLA6jAcXwbM1Z9,Hangang Gongwon,58DPUgbOVwsLfAOs2oQBk9,1,47,1152556,64,"['k-pop', 'korean r&b']"
Kep1er,5R7AMwDeroq6Ls0COQYpS4,Love on Lock,2HznwV9951XB9S6Jz8IJUy,1,48,1375828,57,['k-pop']
fromis_9,24nUVBIlCGi4twz4nYxJum,My Night Routine,0xfc5fhSz1FmSTvwDOwTR8,1,45,1180701,56,"['k-pop', 'k-pop girl group']"
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Tall Trees,4qGqErATT5F1RHayEJbOtT,1,49,7944655,73,['k-pop girl group']
STAYC,01XYiBYaoMJcNhPokrg0l0,LIT,5Wi1nGdQoyMxwFwKYxiaeN,1,0,1611711,61,"['k-pop', 'k-pop girl group']"
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Drill Sergeant,6PZo5se6fU1qBkwB7xWoM2,1,41,2744091,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
JOONIL JUNG,2dhnFfsPxve8lzhwfXVFpS,A Song For You,2rZ9DFCQ1BvqGhEpwZY4xU,1,58,57687,41,"['korean ost', 'korean pop']"
TWICE,7n2Ycct7Beij7Dj7meI4X0,SET ME FREE (ARMNHMR Remix) (ENG),6rEskoR1IPe8099gp8N5AL,1,49,19350575,77,"['k-pop', 'k-pop girl group', 'pop']"
tripleS,5Z71xE9prhpHrqL5thVMyK,Cherry Talk,7CmjviM3EY4Xi7w8VzeULP,1,47,285350,54,['k-pop girl group']
CRAVITY,6FkhUhUwSPl3mGB6mmE8wn,FLY,1viV8VmcnieDaPOFSri8YO,1,46,608315,47,['k-pop']
Tech N9ne,6UBA15slIuadJ8h2lPRPos,W H A T (We're Hungry And Thirsty),4e2ySWd3bTj5KSiyJN3ndG,1,41,2744091,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
KINGDOM,0p5Ot7c8cFHtS82hd1WBN3,COUP D?ôETAT,48FbddQqJQzVP0CTkV8TZg,1,47,191461,38,"['k-pop', 'k-pop boy group']"
AILEE,3uGFTJ7JMllvhgGpumieHF,I?≤m Sorry,3LUkaacGXrVcn8jo29Vymi,1,54,1141491,56,['k-pop']
Woody,37ZY7eIcTT28id2jfq8WYw,Flower in the Desert - Kor Version,7M3POeMOBCs6pwtDkVhBTi,1,50,33335,40,['k-pop ballad']
B.I,0UntV1Bw2hk3fbRrm9eMP6,4 Letters (feat. James Reid),3pL4fo9hYcN6NrqQvGagBh,1,46,742421,60,['k-pop']
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,UNFORGIVEN - Japanese ver.,31cPtAsM5gjCeQYhlwbIBD,1,51,3614292,76,['k-pop girl group']
Whee In,0BqRGrwqndrtNkojXiqIzL,Dance 4 You,38WfR73vuaWr2mIOjw9mLU,1,49,914347,52,"['k-pop', 'korean ost']"
Kim MinSeok,3CHn74oCO6xiThDGQcDMeA,Never Ending Story,64104XJ1QlSXdsMkZJ8tnd,1,53,26843,38,"['k-pop ballad', 'korean pop']"
TEMPEST,1iyFL3CRuKW7PXgPH4VxSP,DIVE,1CbdvkjFxRkMNu3M2Cq1Hc,1,56,171610,49,['k-pop boy group']
SHINee,2hRQKC0gqlZGPrmUKbcchR,Insomnia,4Zdw9Oh04fFclpTPXVH6y6,1,47,3110369,61,"['k-pop', 'k-pop boy group']"
fromis_9,24nUVBIlCGi4twz4nYxJum,In the Mirror,0FKgAMwHRaJANpIiCInC2h,1,45,1180701,56,"['k-pop', 'k-pop girl group']"
Whee In,0BqRGrwqndrtNkojXiqIzL,Breeze,6jXJlfZ3O43XYbiIJIpVB4,1,48,914347,52,"['k-pop', 'korean ost']"
The Rose,5na1LmEmK2VzNLje9snJYW,Back To Me,6CO2Pilo39SdzIWH4bn6Ux,1,48,2520981,63,"['k-pop', 'k-pop boy group']"
Tyson Yoshi,3dayhmhJfL4I8w1PuL9MqQ,‰Ω†‰∏ç?É‰?Ëº©Â≠ê?ÑÊÑõ‰∏äÊàë,5FbxrTeMrO3zbLe3uLbYH7,1,61,68050,49,"['hk-pop', 'hong kong hip hop']"
GOT the beat,6uNxlIP5lzPFf0BHuELOuX,Rose,1Bu2ogfsVZauj3IOvKJSNy,1,48,666178,51,['k-pop']
tripleS,5Z71xE9prhpHrqL5thVMyK,37.5 Celsius,7D6kLCaqE1WUwHCOSHPWJe,1,47,285350,54,['k-pop girl group']
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,Passion Fruit,2XeRqG1KqX9WV0LeNaL5Ze,1,47,2763302,58,"['k-pop', 'k-pop boy group']"
BIG Naughty,7cEaNXXTHx3LokbjUUyHal,Hopeless Romantic (Feat. LEE SUHYUN),0LY4jOJChwNOYUp2dTNEss,1,51,342682,56,['k-pop ballad']
ITZY,2KC9Qb60EaY0kW4eH68vr3,Spice,2uIZvCteW9ZapDvSkfRJ69,1,48,6307930,70,"['k-pop', 'k-pop girl group']"
IVE,6RHTUrRF63xao58xh9FXYJ,WAVE,4KbAeP4MzcufUQUPjqTFyJ,1,50,3202857,74,['k-pop girl group']
EVERGLOW,3ZZzT0naD25RhY2uZvIKkJ,Make Me Feel,5bXiPL39Zz9ADxgB9CG4eF,1,46,2003622,58,"['k-pop', 'k-pop girl group']"
INFINITE,1bkpTEmumLC3xc7HgMsttU,New Emotions,5fu1d5IE7fSnFPZ0hydoq0,1,50,912767,49,"['k-pop', 'k-pop boy group']"
Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,The Garden,0xUeLKG6g1vGXSlHDsLKAf,1,45,827230,58,"['art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']"
SHINee,2hRQKC0gqlZGPrmUKbcchR,10X,21YNLIVSqtfGseAVrLnz7R,1,47,3110369,61,"['k-pop', 'k-pop boy group']"
NINTYSIX,6PR5lyCpN2aFKgHUvY9B3O,SuperCharger,6dh7woGX8OfRUFanTAGhp4,1,51,4125,29,['k-pop boy group']
HEIZE,5dCvSnVduaFleCnyy98JMo,VingleVingle (Prod. R.Tee),4mSb6RA9eJnXuMWChHLpgn,1,47,1149126,57,"['k-pop', 'korean pop', 'korean r&b']"
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Instrumental,5UwtK1ivT8kvtVmN8886VC,1,47,1384578,69,['k-pop girl group']
PURPLE KISS,62T5PGHWJ9sxP2SJq20IHq,T4ke,3hDB8HsTgd3TePDsEulE97,1,44,411430,49,['k-pop']
TAEYONG,6SKusTjOAPsTZ6kareKQdm,Virtual Insanity,3axUFP2RsTNTtz3gh3M8jK,1,51,1211332,57,['k-pop']
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,Questions,6PQB42elTCFABaEyY7WX7R,1,44,3164524,82,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
PURPLE KISS,62T5PGHWJ9sxP2SJq20IHq,Biscuit,0EMSRWD0GpsNObz1aBDAPn,1,43,411430,49,['k-pop']
IVE,6RHTUrRF63xao58xh9FXYJ,Classic,6jSnUhuqsXWsmlTxvRDzl3,1,49,3202857,74,['k-pop girl group']
TREASURE,3KonOYiLsU53m4yT7gNotP,WONDERLAND,6OmHcaaSV2xVENrnL7Ep8v,1,43,3141331,66,['k-pop boy group']
