artist_name,artist_id,track_name,track_id,track_popularity,artist_popularity,artist_genres,artist_followers
XG,0LOK81e9H5lr61HlGGHqwA,NEW DANCE,4P2ejFquT39cypsCqmTz68,58,66,['k-pop girl group'],1008880
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,Questions,1vB79KSHk7mAMufH8AHniQ,54,82,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",3164524
IVE,6RHTUrRF63xao58xh9FXYJ,Mine,2wsRZURBbDbaQUuVT9piu1,59,74,['k-pop girl group'],3202857
VIVIZ,7Lq3yAtwi0Z7zpxEwbQQNZ,PULL UP,4Jmrkz9hytD3jaLDkZ7Qvc,59,56,"['k-pop', 'k-pop girl group']",385003
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,We Are Young,0qYwBOEOOscarO6LZceSL2,57,60,"['k-pop', 'k-pop girl group']",1294697
j-hope,0b1sIQumIAsNbqAoIClSpy,STOP (Lollapalooza ver.),5m5te1JAMYvJmEa5XnGTWi,59,68,"['k-pop', 'k-rap']",16590748
NCT 127,7f4ignuCJhLXfZ9giKT7rH,Real Life,5eVxIY8kTGe9czhM5SCeR0,52,69,"['k-pop', 'k-pop boy group']",7273469
EXO,3cjEqqelV9zb4BYE3qDQ4O,Hear Me Out,09C8pAhOWcDiLL1n1I6lqt,58,68,"['k-pop', 'k-pop boy group']",9788318
MISAMO,0IwZVmMMGE7nNXS7vN9SIo,Marshmallow,1V6H3YoNZJ2WlPmwsaOXZx,58,57,['k-pop girl group'],502490
WayV,1qBsABYUrxg9afpMtyoFKz,Lighthouse,3z4fGp3zP8dINj4s6fSRdW,56,61,"['chinese idol pop', 'k-pop']",2038184
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,0ZPYk85XfogUvnT16z2WkC,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,1XpVFjcBFYJryM33zho6QG,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,4h7fdS3YNEQ9W4UwhMXfMK,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,3wpya0FSkhdFJaNoM6PYGG,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,2v36kKQQ1qcO963z3EwGYk,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,3tdSWzq8Ksz7en2ZnPmOAw,2,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,0PxzjoUSCG7GtSjdSKUY4o,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,6MW2kyuRK4GwUTqzUcJiL9,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,1d2D1EyyF94JFIfzwiFI1B,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,4QCwWzzqV3slJvuZIqCL3G,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,2Ta0FR1Uf8lJaQcDtDbCuk,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,28t4ABlXGPSuFp9VmWowO8,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,2hgKqXFw4LQxJ7ElEYXgEh,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,41GtkFem8Fv5eudkXKdcn6,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,00bzIN6srMAYiam7tZ0zah,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,5LHZpdMOGawsNAbC0xn6p1,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,2ICycSRrZDsyLRwsjdkVwi,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,5j49PHwqmgkQPlA7dDah9q,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,3CxkWCkTQ7YY5D3ZKlMOyH,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,4IxAB8NjzFHts1OGxs3Aqe,0,69,['k-pop girl group'],1384578
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid - Twin Ver.,7fg3kZXdD8s5ZloXHIVOkB,0,69,['k-pop girl group'],1384578
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,TTG,3qqwxYn7GZhwRa93L388oA,57,60,['k-pop girl group'],288714
MARK,70DFixYAFPv4Pf9kgSfR9O,Golden Hour,14sD1EmQ20kSJY3P0M82MY,59,45,['k-pop'],634266
D.O.,2CQZr2RPZmrcvDnaod1ldC,Wonder,6piqcwymeAa2yyqIP8AjNj,61,64,['k-pop'],1842035
WayV,1qBsABYUrxg9afpMtyoFKz,Be Alright,4nx1ofp6LiFPZCWM952mXG,56,61,"['chinese idol pop', 'k-pop']",2038184
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,LIP GLOSS,5yREbqEnoqMRuIOQ60t6as,58,58,"['k-pop', 'k-pop boy group']",2763302
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,Perfect Night (Slowed + Reverb ver.),5sVWwPuoQlZpvAFcF0MMjf,58,76,['k-pop girl group'],3614292
Xdinary Heroes,1khChLj7REGqjM043PlYyn,Freddy,4Zse4Tu3LKmkiGZlujIHGO,58,57,['k-pop boy group'],862401
WOODZ,6y9nlaoynxSvoTGY09Vdcy,Drowning,4xeugB5MqWh0jwvXZPxahq,58,53,"['k-pop', 'korean r&b']",763727
Parc Jae Jung,7kXQtwn3ZRTBc8JYNyGwQy,Let's Say Goodbye,2KNEK9rGKQKKNE6FTt8PvQ,55,39,"['k-pop ballad', 'korean ost', 'korean pop']",31544
Eric Nam,2FLqlgckDKdmpBrvLAT5BM,undefined,1HqnN6edmkJ24A7xc7KKkz,52,58,['k-pop'],2235528
aespa,6YVMFz59CuY7ngCxTxjpxE,Welcome To MY World (feat. nævis),3q5qpprtugUIEPExuI7tRD,59,75,['k-pop girl group'],4110265
D.O.,2CQZr2RPZmrcvDnaod1ldC,The View,5MvrUHwkiKxT18YmmnBh5Y,61,64,['k-pop'],1842035
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,"Eve, Psyche & the Bluebeard’s wife (feat. Demi Lovato)",5zYrD1r49ex3WJk6iVIhfw,59,76,['k-pop girl group'],3614292
ITZY,2KC9Qb60EaY0kW4eH68vr3,Sugar-holic,47YvjyoCQpYwZbRj0Rs985,55,70,"['k-pop', 'k-pop girl group']",6307930
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,Choices,0THn1agoZT9wJXkITUz6dJ,59,76,['k-pop girl group'],3614292
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,ROAR,7yP9oxhtOozkCptLHJoq3l,55,58,"['k-pop', 'k-pop boy group']",2763302
D.O.,2CQZr2RPZmrcvDnaod1ldC,Lost,5XLb6KA3Iykc5bY8vSk9Sq,60,64,['k-pop'],1842035
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,3D (feat. Jack Harlow) (Sped Up),1ewYtP6BZlak8qokzZe4Bx,58,89,['k-pop'],11467146
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,All Night,1abAIeSQCbdPcxWgiwDOmL,58,73,['k-pop girl group'],7944655
HYOLYN,78sJswwVn4P8aEhkF4K6fQ,This love (feat. Paul Blanco),7vgvV8dD2L0l7pMSOBPD26,55,50,"['k-pop', 'korean r&b']",811322
NCT DOJAEJUNG,0W0w607z3JEA1vXLz9FVGw,Can We Go Back,5pclRrU254BhS94sYWeCxt,57,52,['k-pop boy group'],291926
Jay Park,4XDi67ZENZcbfKnvMnTYsI,Rock With You - Spotify Singles,1hncbzqfhChm8PS0UeoVY6,57,63,"['k-pop', 'k-rap', 'korean r&b']",2042673
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,Honey,7ibId5hMDtmIVei21YXEYd,56,58,"['k-pop', 'k-pop boy group']",2763302
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,Bye My Neverland,7n6L2QVQ0eDqXUVRZ8qpY8,57,60,['k-pop girl group'],288714
Jay Park,4XDi67ZENZcbfKnvMnTYsI,Love Is Ugly (Feat. Hwa Sa),3MUmPh3UxWs9p25e6B3M7N,56,63,"['k-pop', 'k-rap', 'korean r&b']",2042673
XG,0LOK81e9H5lr61HlGGHqwA,LEFT RIGHT REMIXX - FEAT. CIARA & JACKSON WANG // PROD BY JAKOPS,4Fd2BjzdKHzrc2uY7zmMar,57,66,['k-pop girl group'],1008880
BSS,1uAT5bTSp6dWbNmixIUP5t,LUNCH,0MMIrw3mCssQj4uqJlBzdp,60,56,['k-pop'],446973
NCT U,3paGCCtX1Xr4Gx53mSeZuQ,Kangaroo,6b30ItDzcKL2oLwW8p7cRa,46,64,"['k-pop', 'k-pop boy group']",4231252
JEON SOMI,7zYj9S9SdIunYCfSm7vzAR,Pisces,32g63Iumwcy21B2W31onXw,51,63,['k-pop'],2333604
TREASURE,3KonOYiLsU53m4yT7gNotP,B.O.M.B - KABOOM ver.,435tPAXJyzIEBzxYsHeUhd,52,66,['k-pop boy group'],3141331
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,"Eve, Psyche & the Bluebeard’s wife (Rina Sawayama Remix)",7y2WZKii5EQkpGUef37XkR,56,76,['k-pop girl group'],3614292
Weeekly,73B9bjqS2Z5KLXNGqXf64m,VROOM VROOM,4lOlKcHOovGeQtCGWnEzKy,56,51,['k-pop'],576825
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,Intro : This My Fashion,3j7Jy420l2J0ZpfWuVlhBQ,54,60,"['k-pop', 'k-pop girl group']",1294697
ITZY,2KC9Qb60EaY0kW4eH68vr3,Bratty,5Z0gyPr6idyscwLribVpFH,54,70,"['k-pop', 'k-pop girl group']",6307930
Crush,6aLdhHUqgdKE86xbtNmY8g,Bad Habits (Feat. LeeHi),6HKktb4MMeYSKFnNExGfKg,52,63,"['k-pop', 'korean r&b']",1174984
Jimin,1oSPZhvZMIrWW5I41kPkkY,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",2rgCR1PPHPGJBppdBOqor0,58,81,['k-pop'],6948238
EXO,3cjEqqelV9zb4BYE3qDQ4O,Cinderella,7I5GXijbz8XNZjbn45t8bu,58,68,"['k-pop', 'k-pop boy group']",9788318
Loco,2e4G04F77jxVuDYo44TCSm,NOT OK (Feat. MINNIE),0tSDqQOK8EgoRxYXWkP5rR,56,58,"['k-pop', 'k-rap', 'korean r&b']",411344
MISAMO,0IwZVmMMGE7nNXS7vN9SIo,Behind The Curtain,14nturKxV48wR3lbknehiu,59,57,['k-pop girl group'],502490
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Blue Wave,4qJYwbYkxvijEEbTk5uF4m,53,70,['k-pop boy group'],7391266
STAYC,01XYiBYaoMJcNhPokrg0l0,﻿I Wanna Do,4o5kutixgRy60bljwP4zyr,52,61,"['k-pop', 'k-pop girl group']",1611711
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,My 808,4eYHnUeE6mVXKg6S7kOatk,56,60,['k-pop girl group'],288714
xikers,6QHP8St0MzfNDqjKpwtMht,Koong,3qiAJa0kAWCYigVU4oflbC,53,49,['k-pop boy group'],277703
XG,0LOK81e9H5lr61HlGGHqwA,GRL GVNG,2YLwxR4HLqsBdQG2Uw3J5C,56,66,['k-pop girl group'],1008880
xikers,6QHP8St0MzfNDqjKpwtMht,DO or DIE,6brb7SXjhqHOxsj0jkyQVH,54,49,['k-pop boy group'],277703
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Sara Sara,0aLkYYO8w7T0U2Vhb0pe2O,57,78,"['k-pop', 'k-pop boy group']",10621758
Jimin,1oSPZhvZMIrWW5I41kPkkY,Angel Pt. 2 - Acoustic Version,46rplB2GaD79JaBn94qfqi,57,81,['k-pop'],6948238
Billlie,2GQxKDojobwBjZMPf7aoh0,BYOB (bring your own best friend) (English Ver.),7HHXNsEX2efKGaPGq7xHk2,53,52,['k-pop'],536996
DKB,4DoedGw38ubJdAT1edFsIx,All Yours,4JtKUwFm3pMmnFfKL8Xdh1,51,35,"['k-pop', 'k-pop boy group']",154537
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,3D (feat. Jack Harlow) (Slowed Down),0dzT72K2RElXDMuMOyuKOI,57,89,['k-pop'],11467146
Stray Kids,2dIgFjalVxs4ThymZ67YCE,There,3jHSFa6SJUwp4Za5DNEaCh,55,82,"['k-pop', 'k-pop boy group', 'pop']",13545818
Crush,6aLdhHUqgdKE86xbtNmY8g,No Break (Feat. Dynamicduo),7ptvAVljlaWLh8jzF4fzjd,52,63,"['k-pop', 'korean r&b']",1174984
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,Rat In The Trap,2Qzhytub5VZr5pnanz3EAa,55,58,"['k-pop', 'k-pop boy group']",2763302
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,SOS,41N6tMSAvEqQf9t3jDqaWa,53,70,['k-pop boy group'],7391266
H1-KEY,5GwQwY63I9hrUUFlQB8FYU,Rose Blossom,29j6SXQOmfSbiemMriO25W,57,40,['k-pop girl group'],98829
IVE,6RHTUrRF63xao58xh9FXYJ,NOT YOUR GIRL,05aq7OhxdoLiUKOigmiqcj,58,74,['k-pop girl group'],3202857
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,No Enhancers,2IUufUksvNg2TfQ3qYyPk9,52,82,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",3164524
IVE,6RHTUrRF63xao58xh9FXYJ,궁금해 (Next Page),5vYsQareJoW2jRJjiTFo6K,57,74,['k-pop girl group'],3202857
XG,0LOK81e9H5lr61HlGGHqwA,TGIF,1yA3dhcyPsVY5rDJ9V8cOD,57,66,['k-pop girl group'],1008880
EXO,3cjEqqelV9zb4BYE3qDQ4O,Hear Me Out,44EXniDpWap2veS1gH1svO,57,68,"['k-pop', 'k-pop boy group']",9788318
wave to earth,5069JTmv5ZDyPeZaCCXiCg,akira,442Jhyz6R651pFVegY6DPl,53,72,['korean city pop'],1338142
EXO,3cjEqqelV9zb4BYE3qDQ4O,Love Fool,6xiWbjsJD3pBKdM8tH46qH,57,68,"['k-pop', 'k-pop boy group']",9788318
EXO,3cjEqqelV9zb4BYE3qDQ4O,Private Party,6UbC3x9AIQEnJn5CLrtXge,56,68,"['k-pop', 'k-pop boy group']",9788318
STAYC,01XYiBYaoMJcNhPokrg0l0,﻿Not Like You,1HnJhU3MhAnRQzdkFm6xQr,51,61,"['k-pop', 'k-pop girl group']",1611711
JEON SOMI,7zYj9S9SdIunYCfSm7vzAR,Fxxked Up,2WnW22LCBA3fW2ZpXeuzeC,52,63,['k-pop'],2333604
STAYC,01XYiBYaoMJcNhPokrg0l0,﻿Be Mine,3g4jq4wctEo0fVaTDKjk3Q,51,61,"['k-pop', 'k-pop girl group']",1611711
TWICE,7n2Ycct7Beij7Dj7meI4X0,Hare Hare,3QcJghvqRS17RoPPP0C2sp,57,77,"['k-pop', 'k-pop girl group', 'pop']",19350575
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,BLOSSOM,1kfpDfQdK7oDxfw4XgSJT1,58,77,"['anime', 'k-pop boy group']",7105008
D.O.,2CQZr2RPZmrcvDnaod1ldC,I Do,0ZcR7coiBX0o874aaB3HtQ,59,64,['k-pop'],1842035
DAWN 던,7DxCK6bwfQC3F2ajZ02R2F,Dear My Light,0UXLLeFAFbo5JbSR9C4STe,56,44,['k-pop'],231652
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Seven (feat. Latto) (Nightfall Mix),2D9Xezc9lJi8Dk088VyQt1,57,89,['k-pop'],11467146
KEY,6XXKPxRX2WWPPtfodzpc2v,Killer,62DuGCeDO3gfVkKe0gBM9m,55,52,['k-pop'],634344
KAI,6iVo62B0bdTknRcrktCmak,Say You Love Me,6eTTfUgRT21VXq2C2eJ9F3,53,60,['k-pop'],1336513
aespa,6YVMFz59CuY7ngCxTxjpxE,'Til We Meet Again,60Uio68M57PwKEgZxSutL6,58,75,['k-pop girl group'],4110265
Crush,6aLdhHUqgdKE86xbtNmY8g,Satisfied (Feat. PENOMECO),098PNoz1gqOosflpfTjyqh,51,63,"['k-pop', 'korean r&b']",1174984
Eric Nam,2FLqlgckDKdmpBrvLAT5BM,Don't Leave Yet,2YGLz59p5T0CMXeceMltiD,53,58,['k-pop'],2235528
xikers,6QHP8St0MzfNDqjKpwtMht,ROCKSTAR,34St2IIfAjXcb18wVUYd3x,54,49,['k-pop boy group'],277703
MISAMO,0IwZVmMMGE7nNXS7vN9SIo,Rewind you,1ND5rLpNQsyLxRd84HysSn,55,57,['k-pop girl group'],502490
NCT DOJAEJUNG,0W0w607z3JEA1vXLz9FVGw,Strawberry Sunday,0Ki5UBToUGKXAQp1JxvRDb,54,52,['k-pop boy group'],291926
ODD EYE CIRCLE (ARTMS),10NiYZbV1kGr5cBygKTS5J,Love Me Like,6RfJoChxhURYpzwb7ixpsK,51,45,['k-pop girl group'],123407
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,Bad Luck,0NRgCTU8TTaiVlbqcNblyJ,54,58,"['k-pop', 'k-pop boy group']",2763302
IVE,6RHTUrRF63xao58xh9FXYJ,Heroine,171vXOYrexGMVNEMA5rs00,57,74,['k-pop girl group'],3202857
BOYS PLANET,49pGKUCSjzaCfv8gdTWG98,Hot Summer,4eSaL5oRwSHcMGvmIrgYzP,58,46,['k-pop boy group'],144303
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,Guardian,1hXpqrmqmlYMfpF23fb8mK,57,76,['k-pop girl group'],3614292
PURPLE KISS,62T5PGHWJ9sxP2SJq20IHq,7HEAVEN,3ZvaNnxZATJ4bA41Vkbssc,52,49,['k-pop'],411430
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Do It Like That (Alan Walker Remix),3a5wHq45xKCNbSwHDnlnjZ,57,76,"['k-pop', 'k-pop boy group']",9109873
xikers,6QHP8St0MzfNDqjKpwtMht,XIKEY,4cSe8fDRrmCnYmuG7KvQVe,53,49,['k-pop boy group'],277703
KAI,6iVo62B0bdTknRcrktCmak,Bomba,1E6H8b0dUuCt7vbBgL1Fvm,55,60,['k-pop'],1336513
aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things - RAYE Remix,3IOVhVnwfw2xglOYei2JAn,52,75,['k-pop girl group'],4110265
Xdinary Heroes,1khChLj7REGqjM043PlYyn,AGAIN? AGAIN!,1ALPvZKZFS8S5Ocbb2cDQ4,56,57,['k-pop boy group'],862401
P1Harmony,3JjvsPeGMbDJqsphe2z8xU,I Am You,4TCMqZKv4EHCIiCHtUxM1I,52,56,"['k-pop', 'k-pop boy group']",898940
Xdinary Heroes,1khChLj7REGqjM043PlYyn,Enemy,7pg7o3IJgioG99rhJ04UR5,55,57,['k-pop boy group'],862401
NCT 127,7f4ignuCJhLXfZ9giKT7rH,Skyscraper,6LZWHcYQBumgCzdeLsuqDe,50,69,"['k-pop', 'k-pop boy group']",7273469
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,CRYING&LAUGHTER,4hCNTPUYk8KArAaNqfKHo0,53,58,"['k-pop', 'k-pop boy group']",2763302
ATEEZ,68KmkJeZGfwe1OUaivBa2L,Limitless,3nOhOCmYzbMtLENk6nlCfk,53,69,"['k-pop', 'k-pop boy group']",3374196
A.C.E,25KT93FeotUTHC1dbLasxi,Effortless,73XDntqg3Tj0QkV3gzEMwe,53,45,"['k-pop', 'k-pop boy group']",1412539
Crush,6aLdhHUqgdKE86xbtNmY8g,Me Myself & I,65bubj32HiPvn5NglTiU1s,50,63,"['k-pop', 'korean r&b']",1174984
TWICE,7n2Ycct7Beij7Dj7meI4X0,Catch a Wave,2MbxU95EQZbdRo0biiC6M2,56,77,"['k-pop', 'k-pop girl group', 'pop']",19350575
TREASURE,3KonOYiLsU53m4yT7gNotP,I WANT YOUR LOVE,3DroKwwfUSuNPqft7adpVm,50,66,['k-pop boy group'],3141331
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Wanna See Me Fall,2RL7SOWWbKW9o5pdcbN4q0,48,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2744091
LIGHTSUM,57HNdw2ObRmfwWHG8Xhs8t,Honey or Spice,1HHUeCHpCsZc64LNHzKPNA,54,39,['k-pop girl group'],138287
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,The Hydra,72RWX5lMa27RQG5DzbGaoj,54,76,['k-pop girl group'],3614292
Whee In,0BqRGrwqndrtNkojXiqIzL,17 (feat. HWASA),5oknnyyDpnDXOCCVW1hnoT,55,52,"['k-pop', 'korean ost']",914347
EXO,3cjEqqelV9zb4BYE3qDQ4O,Regret It,21bzlRvgyr4nHdav7ayosn,56,68,"['k-pop', 'k-pop boy group']",9788318
NCT U,3paGCCtX1Xr4Gx53mSeZuQ,That's Not Fair,5NXrKZbi6XlxtIGvGdqGb8,44,64,"['k-pop', 'k-pop boy group']",4231252
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Magic,6KFhu3gk0whUnGCeOjkL8A,54,76,"['k-pop', 'k-pop boy group']",9109873
Xdinary Heroes,1khChLj7REGqjM043PlYyn,Paranoid,1FDncYodOcfTivPnCjBpU1,55,57,['k-pop boy group'],862401
EXO,3cjEqqelV9zb4BYE3qDQ4O,No Makeup,3pT5BuUxD9wwpyR3F6u92U,56,68,"['k-pop', 'k-pop boy group']",9788318
B.I,0UntV1Bw2hk3fbRrm9eMP6,Dare to Love (feat. BIG Naughty),6odZjB2Z1T2iJTf5bbqUIe,57,60,['k-pop'],742421
IVE,6RHTUrRF63xao58xh9FXYJ,Shine With Me,3L7pilDxJhZz1fP6t4D9P9,57,74,['k-pop girl group'],3202857
Crush,6aLdhHUqgdKE86xbtNmY8g,EZPZ,110LVdohDJs6uoD06s6j5D,49,63,"['k-pop', 'korean r&b']",1174984
Crush,6aLdhHUqgdKE86xbtNmY8g,Monday Blues,3ZUc4amdm0wIfNbfOsnSFn,49,63,"['k-pop', 'korean r&b']",1174984
Kep1er,5R7AMwDeroq6Ls0COQYpS4,Back to the City,2Zx7YnpyTsQvjAf9elDsgX,53,57,['k-pop'],1375828
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,Escape,00t6jLC9nXx8GtaagqXeSG,52,58,"['k-pop', 'k-pop boy group']",2763302
Epik High,5snNHNlYT2UrtZo5HCJkiw,Catch (Feat. Hwa Sa),6Uvj0I6nDoxTmIZQwOZqvQ,52,56,"['k-pop', 'k-rap', 'korean old school hip hop']",739992
Crush,6aLdhHUqgdKE86xbtNmY8g,New Day,1E6BTmdtHAqbsF3kfTcI1j,49,63,"['k-pop', 'korean r&b']",1174984
Crush,6aLdhHUqgdKE86xbtNmY8g,Deep End (Feat. AMAKA),2aO9G7A9GKuymsU6BYZTFI,49,63,"['k-pop', 'korean r&b']",1174984
BIG Naughty,7cEaNXXTHx3LokbjUUyHal,Daylight,47IR3M0E9QwPoYsdIKwVpr,60,56,['k-pop ballad'],342682
Stray Kids,2dIgFjalVxs4ThymZ67YCE,Scars,0iWdGvKnDkTOG6VCQQJIL0,55,82,"['k-pop', 'k-pop boy group', 'pop']",13545818
BIG Naughty,7cEaNXXTHx3LokbjUUyHal,Vancouver 2,2fiI6e0WxyZB3QnmRxYGPg,57,56,['k-pop ballad'],342682
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Seven (feat. Latto) (Island Mix),3OqmZ2v1ljFsPwhlKYRSmz,56,89,['k-pop'],11467146
P1Harmony,3JjvsPeGMbDJqsphe2z8xU,Love Me For Me,4x9XxT8Ix9FK7iHClslnCg,51,56,"['k-pop', 'k-pop boy group']",898940
Mahmoud Al Turky,1GVRoyErxhZGdvmOKGO7W7,Asheq Majnoon,5orvt7dTDRMeAnP0xw5GEV,61,45,"['arab pop', 'khaleeji iraqi', 'khaliji']",622393
P1Harmony,3JjvsPeGMbDJqsphe2z8xU,More Than Words,23z6cVGSolbKjBZ58cAdpC,50,56,"['k-pop', 'k-pop boy group']",898940
CIX,1lHfzEkKmmvdVDDDLKkcsd,"Save me, Kill me",0Z5gF9M35PmrQooN2lDlkK,55,46,['k-pop'],603866
Xdinary Heroes,1khChLj7REGqjM043PlYyn,Man in the Box,3MQsY7Kjs0jw25AvqatkQU,55,57,['k-pop boy group'],862401
THE NEW SIX,0DRiXmEOc6dJ6Rug3xi4HZ,Kick It 4 Now,5oyt64vcLF0MwDq5XNgx86,54,42,['k-pop boy group'],153969
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Seven (feat. Latto) (Festival Mix),79DU9AWxpMpKsGS5yps6sp,56,89,['k-pop'],11467146
Xdinary Heroes,1khChLj7REGqjM043PlYyn,Bad Chemical,4wVgYaExlt4G7oBBMYcWTO,54,57,['k-pop boy group'],862401
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,Bite Me - Japanese Ver.,0INxaaPlo9DnT0OYEzHdsk,58,77,"['anime', 'k-pop boy group']",7105008
Crush,6aLdhHUqgdKE86xbtNmY8g,A Man Like Me,6SKDNyyewsiFTNbVt2DDmI,48,63,"['k-pop', 'korean r&b']",1174984
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Best Friend Ever,1Z5Dmg7Dvu0X4oSdqLZ3Lu,58,70,['k-pop boy group'],7391266
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,Says It,76QiMQU5Nu61OWrxbp6RI8,54,60,['k-pop girl group'],288714
B.I,0UntV1Bw2hk3fbRrm9eMP6,4 Letters,66bhW33qGtoNu3LQM5W70Z,53,60,['k-pop'],742421
aespa,6YVMFz59CuY7ngCxTxjpxE,We Go,7hxvMTEUOXEKDZ3nnUqbdJ,56,75,['k-pop girl group'],4110265
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,Bad News (ENG Ver.),67deH3jRhQXDBmNKIvb2PV,54,60,['k-pop girl group'],288714
NCT U,3paGCCtX1Xr4Gx53mSeZuQ,Interlude: Oasis,5vJQ9vMJUE585xcIC5RPW9,43,64,"['k-pop', 'k-pop boy group']",4231252
Stray Kids,2dIgFjalVxs4ThymZ67YCE,CHILL -Japanese ver.-,77hrd0E1jOlJ4Gw5Dqzyoz,56,82,"['k-pop', 'k-pop boy group', 'pop']",13545818
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,Gentleman,5JjVCxjqX1zwZc5MRa39ly,53,60,['k-pop girl group'],288714
