artist_name,artist_id,track_name,track_id,track_popularity,artist_popularity,artist_genres,artist_followers
TEMPEST,1iyFL3CRuKW7PXgPH4VxSP,Vroom Vroom,0MHiMXXoCcgzZVk33HLWmL,65,49,['k-pop boy group'],171610
SUNMI,6MoXcK2GyGg7FIyxPU5yW6,덕질 (Call my name),3616bZAuzinwxMPqj4RmRg,52,57,['k-pop'],2662439
B.I,0UntV1Bw2hk3fbRrm9eMP6,All shook up (feat. AGNEZ MO),7BUK2H9KPXadsqsPP0Vl3f,52,60,['k-pop'],742421
VIVIZ,7Lq3yAtwi0Z7zpxEwbQQNZ,Overflow,0gXnPSw0oZxoJdbNulAG3b,54,56,"['k-pop', 'k-pop girl group']",385003
Crush,6aLdhHUqgdKE86xbtNmY8g,SHE,2ayE0A2tlGTLLtmcKxU34g,47,63,"['k-pop', 'korean r&b']",1174984
TAEYONG,6SKusTjOAPsTZ6kareKQdm,"Swipe (Prod. C-Young, Alawn)",2ltAOiSmMdUu3tVQSJVReP,57,57,['k-pop'],1211332
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Broken Melodies,5XbMuDOEeZV7S9qXS6yl6N,42,70,['k-pop boy group'],7391266
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Sara Sara,7blRMabWMREl9clNkAhvFS,55,78,"['k-pop', 'k-pop boy group']",10621758
j-hope,0b1sIQumIAsNbqAoIClSpy,= (Equal Sign),0uTKGno7UM5vOgdjYHCnYC,56,68,"['k-pop', 'k-rap']",16590748
Tech N9ne,6UBA15slIuadJ8h2lPRPos,W H A T (We're Hungry And Thirsty),1xchavtkdRjf2oPqfbWebo,46,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2744091
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,REASON,2oljPlhOzzWrqkTuAhKwzi,53,60,"['k-pop', 'k-pop girl group']",1294697
TREASURE,3KonOYiLsU53m4yT7gNotP,MOVE (T5),6ce3rQ3j3vfRics2YiHWbW,49,66,['k-pop boy group'],3141331
xikers,6QHP8St0MzfNDqjKpwtMht,HOMEBOY,2OdKV7e53hgK7Rr2ptQiww,50,49,['k-pop boy group'],277703
D.O.,2CQZr2RPZmrcvDnaod1ldC,Lost - Acoustic Version,5Y0HMEyzbmVdD5xudJSOrm,57,64,['k-pop'],1842035
NCT DOJAEJUNG,0W0w607z3JEA1vXLz9FVGw,Dive,7MosmUFQt3qNapB3K2zk1x,53,52,['k-pop boy group'],291926
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,Countdown (BELLE Solo),3pJbio7BQLvqNne62Xe73I,54,60,['k-pop girl group'],288714
ODD EYE CIRCLE (ARTMS),10NiYZbV1kGr5cBygKTS5J,My Secret Playlist,241vibLZjx7i0TfOSDzUzN,50,45,['k-pop girl group'],123407
ONEUS,3CVYSpM7nfHFG5qCTW7Ht9,ERASE ME,1K2cYJekjVTqjSPJdLhGQB,53,53,"['k-pop', 'k-pop boy group']",928869
ODD EYE CIRCLE (ARTMS),10NiYZbV1kGr5cBygKTS5J,Lucid,46Vm2wvfccoRaUyMoPDEuR,49,45,['k-pop girl group'],123407
Golden Child,5zShiwTHlygdfsXj6eavTu,Feel me,3hUmntqwqsjG9PJjih9OIT,55,42,"['k-pop', 'k-pop boy group']",655426
SHAUN,72nLe76yBFSlP6VBzME358,Steal The Show,2xGRrcajSvRlBbAXds2l7u,56,56,['k-pop'],380315
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,They Don't Love It,4YnazaBNYt86O9KhwjH9NA,52,82,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",3164524
NMIXX,28ot3wh4oNmoFOdVajibBl,My Gosh,34UmtfADjmo12Jek6LpzQe,52,63,"['k-pop', 'k-pop girl group']",2131236
ITZY,2KC9Qb60EaY0kW4eH68vr3,Sugar-holic,1Vh2ekniDHYgEsQGX76VXt,51,70,"['k-pop', 'k-pop girl group']",6307930
JOOHONEY,4rpOWirhzqN7NPgRX76l1k,FREEDOM,5UA91Wf0dAxnCPbFdJJv0a,52,39,['k-pop'],304206
MISAMO,0IwZVmMMGE7nNXS7vN9SIo,It's not easy for you,1qNk7XPTbyuO4bsDl0T6nN,55,57,['k-pop girl group'],502490
KANGDANIEL,5vGoWnZO65NBgiZYBmi3iW,SOS,3x9zIsVAQUNvU3J2tR58Di,61,50,['k-pop'],878384
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,The World Is My Oyster (2023 Ver.),2JGsTyLC4gLCWXVmvUn5Wi,53,76,['k-pop girl group'],3614292
Jackson Wang,1kfWoWgCugPkyxQP8lkRlY,Cheetah,76WMXf8zWfpNLgOZbU2ej8,53,60,['k-pop'],4130039
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Peter Pan,4QbdGSGyECE7IRtjolOkjO,54,73,['k-pop girl group'],7944655
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Tell Everyone,2URpmILVPQ3tUe4g0DATNk,46,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2744091
TAEYONG,6SKusTjOAPsTZ6kareKQdm,RUBY,5tT5JkfzoiOx1rCNKYiE0Y,55,57,['k-pop'],1211332
Crush,6aLdhHUqgdKE86xbtNmY8g,For Days to Come,39DbWkKmYE0j4nEnp4TMP2,46,63,"['k-pop', 'korean r&b']",1174984
CRAVITY,6FkhUhUwSPl3mGB6mmE8wn,Ready or Not,5ArnumzuZkiaSmZaxPsQfh,52,47,['k-pop'],608315
Epik High,5snNHNlYT2UrtZo5HCJkiw,Screen Time (Feat. Hoshi of SEVENTEEN) - B-Roll Version,5wGg3XXTgENKBTSc1M5TNR,52,56,"['k-pop', 'k-rap', 'korean old school hip hop']",739992
Crush,6aLdhHUqgdKE86xbtNmY8g,GOT ME GOT U,35jlQdFrP1DGPhIv8r0rbA,46,63,"['k-pop', 'korean r&b']",1174984
Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,Even for a moment,1nS7nL6Kyh8p0DOglJTdfD,52,49,['korean pop'],237609
Crush,6aLdhHUqgdKE86xbtNmY8g,Nothing Else (Feat. Kim Ximya),1d1yzOq8VHkoLCa0kBrmXp,46,63,"['k-pop', 'korean r&b']",1174984
Crush,6aLdhHUqgdKE86xbtNmY8g,Remember Me,70rGAwgvjdi1dqOdSccIcT,45,63,"['k-pop', 'korean r&b']",1174984
Say Yes!,7sPKpBhx7fwPp9wMGYvQJI,Say My Name,2lDOkJgVMNz4iMmoAHhhqC,58,36,['k-pop boy group'],5584
BLACKSWAN,2ujaWf015QoP7x1u20Yq5G,Karma,0AZ5C3305mRKWX1x0hDF39,53,39,['k-pop girl group'],139762
Suzy,4U80LJd8sG6U9YTFP5izka,Ordinary Days,1dOHnOPWXfUjDtrCq5HNHg,58,51,['k-pop'],483545
EXO,3cjEqqelV9zb4BYE3qDQ4O,Another Day,7BE2rwnP5B2bCeLLpY40Tm,54,68,"['k-pop', 'k-pop boy group']",9788318
Eric Nam,2FLqlgckDKdmpBrvLAT5BM,House on a Hill (feat. Em Beihold),0UyRFcsiHYGq4c4NhAN9jZ,47,58,['k-pop'],2235528
j-hope,0b1sIQumIAsNbqAoIClSpy,Safety Zone,2WwmLOkTON4hjrMJz72ZfT,54,68,"['k-pop', 'k-rap']",16590748
NCT U,3paGCCtX1Xr4Gx53mSeZuQ,N.Y.C.T,4ksIFsGXezKXZX91dE6ClJ,56,64,"['k-pop', 'k-pop boy group']",4231252
BOYS PLANET,49pGKUCSjzaCfv8gdTWG98,Here I Am,5ZMbkW9TYzmKyod6FCIS4Q,58,46,['k-pop boy group'],144303
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,DEMIAN,2k2stGWMSU85UayvEGlm5W,50,60,"['k-pop', 'k-pop girl group']",1294697
j-hope,0b1sIQumIAsNbqAoIClSpy,Future,1Vs20by3VD5F1MSschAF7A,54,68,"['k-pop', 'k-rap']",16590748
Jung Seung Hwan,7l8rOFwZFQ3G0sgZ7gjGng,Night and Day,37x2x6UQfUcvbM8NVHRngO,58,52,['korean pop'],250731
Eric Nam,2FLqlgckDKdmpBrvLAT5BM,House on a Hill,45j87ToTmijZzMNxtotmXa,48,58,['k-pop'],2235528
Tech N9ne,6UBA15slIuadJ8h2lPRPos,What Happened To You?,3LShZ4s9iytJFDlw5IpQ3l,45,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2744091
j-hope,0b1sIQumIAsNbqAoIClSpy,What if…,4vC2BY833RNjG04vTIozVB,54,68,"['k-pop', 'k-rap']",16590748
tripleS,5Z71xE9prhpHrqL5thVMyK,Rhodanthe,5vJCtXQtKQOcGXCpiUXaIr,52,54,['k-pop girl group'],285350
OMEGA X,2FJYWlqgtoiBtXpOy9GGIF,JUNK FOOD,5aEdNj5hYLKwSiO9vKK552,51,43,['k-pop'],213081
NCT U,3paGCCtX1Xr4Gx53mSeZuQ,Not Your Fault,3OECqiMnDCzadpOtUocKbE,42,64,"['k-pop', 'k-pop boy group']",4231252
Kep1er,5R7AMwDeroq6Ls0COQYpS4,Grand Prix,5btc1Il6aABmVNUOjooNK8,55,57,['k-pop'],1375828
Sunwoojunga,04L3elxyr0XFua2Ek3domW,Silence,4jo1vWSksZ88INZrc3EEhz,56,45,"['k-indie', 'korean pop']",107964
MOONBIN&SANHA(ASTRO),2jrwm2knXPMawr5p8FuC2h,Madness,7n21DchMhEHga46iMecQHW,54,42,['k-pop boy group'],175787
NMIXX,28ot3wh4oNmoFOdVajibBl,PAXXWORD,57IfwDNINXVRAWbmmaBcP9,51,63,"['k-pop', 'k-pop girl group']",2131236
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,It Can't Be,02fSQ3XjizT3cktuKzD8Nh,48,82,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",3164524
WOODZ,6y9nlaoynxSvoTGY09Vdcy,Busted,2RUNqDPQJrxFjcwqn1jOqu,51,53,"['k-pop', 'korean r&b']",763727
8TURN,7tCg9aiVKZ5Cmhbfb7UoqM,EXCEL,0hPbVp26JuqHo0N3JPvdDZ,51,40,['k-pop boy group'],160773
Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,Meshuggah,7FpD6W73sZuEEp4dNRCwy9,49,58,"['art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']",827230
TREASURE,3KonOYiLsU53m4yT7gNotP,MOVE (T5),7EtNbIeSYjE4PeitHqEHhs,50,66,['k-pop boy group'],3141331
SHINee,2hRQKC0gqlZGPrmUKbcchR,Identity,457PtRB1HpGS2gtAg7xDCA,51,61,"['k-pop', 'k-pop boy group']",3110369
iKON,5qRSs6mvI17zrkJpOHkCoM,PANORAMA,7DwR5sQ0kpwvAz60Fm0FEk,54,59,"['k-pop', 'k-pop boy group']",3501878
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Clarity,4d8DQJotWKlumsOEUzQGVT,46,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']",34045
CRAVITY,6FkhUhUwSPl3mGB6mmE8wn,Groovy,7I2ue60s8PvCbc1Oovt5ph,51,47,['k-pop'],608315
VIVIZ,7Lq3yAtwi0Z7zpxEwbQQNZ,Up 2 Me,0QDDap5BWq7HMx1jBEYYMZ,52,56,"['k-pop', 'k-pop girl group']",385003
En Butter,3X6XIt8zNXvrNzxb1R8TW5,En Garde,4GZvo0OL3BsRxNrj4TBeP3,56,34,['k-pop boy group'],4459
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Starry Night,2HdRqReasUB4xofQCoDoTX,48,70,['k-pop boy group'],7391266
THE NEW SIX,0DRiXmEOc6dJ6Rug3xi4HZ,Love or Die,5JDfcFU6lCYU7jQJ8dDo8v,52,42,['k-pop boy group'],153969
xikers,6QHP8St0MzfNDqjKpwtMht,Oh My Gosh,49wfLT6fr1h53dNxIVENX5,48,49,['k-pop boy group'],277703
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Skateboard,7ik0uSROwZ9hxoFGsw6uPs,48,70,['k-pop boy group'],7391266
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,"Eve, Psyche & the Bluebeard’s wife (feat. UPSAHL)",2KsiPmkW27MalI0SqC64eI,53,76,['k-pop girl group'],3614292
NMIXX,28ot3wh4oNmoFOdVajibBl,Just Did It,5AgwBbICmOVLhl95tBiOg0,50,63,"['k-pop', 'k-pop girl group']",2131236
STAYC,01XYiBYaoMJcNhPokrg0l0,﻿Bubble (English Ver.),3bcqk74mnFzQF2bfOMG7iK,48,61,"['k-pop', 'k-pop girl group']",1611711
Xdinary Heroes,1khChLj7REGqjM043PlYyn,Dear H.,6yzHKyNLHZQDZzTuQrRF0G,52,57,['k-pop boy group'],862401
Jimin,1oSPZhvZMIrWW5I41kPkkY,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Sped Up",6USCIAcTHT2RMom8qXqMyk,54,81,['k-pop'],6948238
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Knock,3OFmFAEAfxNyJRAW0wLmfb,44,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2744091
MISAMO,0IwZVmMMGE7nNXS7vN9SIo,Bouquet,2dHHrb7PVObPb4YWxGilXZ,57,57,['k-pop girl group'],502490
VIVIZ,7Lq3yAtwi0Z7zpxEwbQQNZ,Day by day,5gWMqMujZfM4LxTpytCrAh,52,56,"['k-pop', 'k-pop girl group']",385003
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Requiem,4BmI59bDQEDaKKvkTeKAf3,45,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']",34045
xikers,6QHP8St0MzfNDqjKpwtMht,Doorbell Ringing,1CDZC8VcIcGogq04QT9DMU,47,49,['k-pop boy group'],277703
ATEEZ,68KmkJeZGfwe1OUaivBa2L,DIAMOND,5sIcMld4YXTlTqztVEa3hU,50,69,"['k-pop', 'k-pop boy group']",3374196
tripleS,5Z71xE9prhpHrqL5thVMyK,Moto Princess,1AtwiyjNooO4O1M4gSgqto,50,54,['k-pop girl group'],285350
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,BONVOYAGE (Farewell Ver.),4xiuarCywWiw9qESd8Y7ng,49,60,"['k-pop', 'k-pop girl group']",1294697
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,Propose,7k53fIe6dzMk96hF33FFOz,50,60,"['k-pop', 'k-pop girl group']",1294697
PARK WON,1XujSdsxykPhP3dn6HaT4l,It's You,3YP99J8wTzG55t1cFmd6iq,58,42,['korean pop'],117162
I.M,49tkHHS0mXwa5eLYvyvKyd,OVERDRIVE,5pGRo6KdVdD4LCg6A6awQT,51,43,['k-pop'],364053
HENRY,1sjw4xq2pAWy5Vdgba5QAt,MOONLIGHT,2T23r4De9TGsNRF4u7tU8p,50,53,['k-pop'],510642
j-hope,0b1sIQumIAsNbqAoIClSpy,Pandora's Box,2iKNuOB4pI4HgPsJk0BSsq,53,68,"['k-pop', 'k-rap']",16590748
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Wind Me Up,6Ksg3UYuF9OHv7T89Yiull,44,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2744091
Bien,2zhossaaVN2pXg5p8o101X,Ma Cherie,3PemVHtCIb5abITSvos4Bq,57,53,"['kenyan pop', 'kenyan r&b']",144113
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,Kitty Cat (JULIE Solo),6MiodzZmp1bKamgF3qhmre,52,60,['k-pop girl group'],288714
tripleS,5Z71xE9prhpHrqL5thVMyK,Speed Love,1d8e5R5In6clY1iuqEncTk,49,54,['k-pop girl group'],285350
ONEUS,3CVYSpM7nfHFG5qCTW7Ht9,Baila Conmigo (Spanish ver.),0KjwSPOY3Qvdmi0NrCm8gM,50,53,"['k-pop', 'k-pop boy group']",928869
SHINee,2hRQKC0gqlZGPrmUKbcchR,Satellite,6WLEE2iZGMB3bVemgl1Kqc,50,61,"['k-pop', 'k-pop boy group']",3110369
OH MY GIRL,2019zR22qK2RBvCqtudBaI,Summer Comes,71DQGd44Wyie6hJu1yBzdQ,50,51,"['k-pop', 'k-pop girl group']",1816590
NCT 127,7f4ignuCJhLXfZ9giKT7rH,DJ,1JoWETByyP9pvWIS8xktfH,46,69,"['k-pop', 'k-pop boy group']",7273469
EVERGLOW,3ZZzT0naD25RhY2uZvIKkJ,Oh Ma Ma God,6ftW9kPR9V85vgjRhQqAlX,47,58,"['k-pop', 'k-pop girl group']",2003622
KAI,6iVo62B0bdTknRcrktCmak,Black Mirror,7iRF1psaTyvaVzyTvZhP91,50,60,['k-pop'],1336513
fromis_9,24nUVBIlCGi4twz4nYxJum,Prom Night,3cgAt9gbx3cWz9tpvJXneZ,46,56,"['k-pop', 'k-pop girl group']",1180701
Whee In,0BqRGrwqndrtNkojXiqIzL,Bite Me (feat. HAON),2vOe1m6ve3m27MP4HuHMKq,50,52,"['k-pop', 'korean ost']",914347
Dafina Zeqiri,6V6mxrGG67IyLFy2l4poNZ,Drama,0pjKLW8KX17OqJa9jF6Qda,63,58,"['albanian pop', 'kosovan pop']",259918
BTOB,2hcsKca6hCfFMwwdbFvenJ,Wind And Wish,0feBL3YZOwuLcVjTZhMjRZ,53,54,"['k-pop', 'k-pop boy group']",1525250
Whee In,0BqRGrwqndrtNkojXiqIzL,Spark,7zn7xlQdimyuU4nbenVE37,50,52,"['k-pop', 'korean ost']",914347
tripleS,5Z71xE9prhpHrqL5thVMyK,Beam,0yTzzLAb33g0JAKRWeYwTn,48,54,['k-pop girl group'],285350
DAWN 던,7DxCK6bwfQC3F2ajZ02R2F,Heart,073peEPnngGh5Ovelt1H5e,51,44,['k-pop'],231652
EPEX,4e2umhzNHTSeQnSCWPN0uT,Sunshower,3fcDHjyxOQoGV4UuMdagu0,50,41,"['k-pop', 'k-pop boy group']",210164
HYO,3U7bOaJLuFkrmDQ1C1OqKl,Picture,6sa8gVh0m5qFMeqk9liyXD,52,43,['k-pop'],570665
Tech N9ne,6UBA15slIuadJ8h2lPRPos,They Know Meh,6DJjLuVy3RzFDNa1tyMuhi,43,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2744091
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Tech N9ne Presents: NNUTTHOWZE - The Siqnal,02TKQCqn07U3oCpsqFzk7f,44,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2744091
ITZY,2KC9Qb60EaY0kW4eH68vr3,Playlist,0fDeofONl8z64x8zlrLgWR,51,70,"['k-pop', 'k-pop girl group']",6307930
B.I,0UntV1Bw2hk3fbRrm9eMP6,Loved,4EImTL72CUsz3J4EvFc4h5,48,60,['k-pop'],742421
MISAMO,0IwZVmMMGE7nNXS7vN9SIo,Bouquet,3XwMdYdN6PauyBAOQxlu76,54,57,['k-pop girl group'],502490
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Do It Like That (Jersey Club Remix),1yoGvx9wWnrk7zFeKQ7yxH,48,76,"['k-pop', 'k-pop boy group']",9109873
Weeekly,73B9bjqS2Z5KLXNGqXf64m,Good Day (Special Daileee),2bxQoEPkVPlCNTUACMnEbh,51,51,['k-pop'],576825
BamBam,2p48L95TwEaYkSdn6R7LOr,Sour & Sweet,3bcLtU0Z3MuUhhQHIVSSX2,67,54,['k-pop'],527423
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Flip It,6sIqC1PoAhfyUqfp7UBhFp,51,73,['k-pop girl group'],7944655
Jay Park,4XDi67ZENZcbfKnvMnTYsI,"妳在哪裡 (WYA) Remix (Feat. pH-1, Lexie Liu, ØZI, Masiwei)",07dT7SCgoq9ntHReX3bbqQ,49,63,"['k-pop', 'k-rap', 'korean r&b']",2042673
SF9,7LOmc7gyMVMOWF8qwEdn2X,Puzzle,5QYXBAiagfRIwzlouAnJXQ,52,49,"['k-pop', 'k-pop boy group']",1755860
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Eyes Roll,6vVO2TX7x8yUICULlFZwGH,51,73,['k-pop girl group'],7944655
xikers,6QHP8St0MzfNDqjKpwtMht,Sunny Side,2MUwrlb8G1juxSFY05uSG5,47,49,['k-pop boy group'],277703
Xdinary Heroes,1khChLj7REGqjM043PlYyn,checkmate,5lf1b9tl8AFlZudBAkppBZ,51,57,['k-pop boy group'],862401
Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,Swim and Sleep (Like a Shark),265ehI4I7NfR8PmAXdpspn,48,58,"['art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']",827230
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,CALL CALL CALL!,31d4AK9HwMELTaoTZKVz5v,54,78,"['k-pop', 'k-pop boy group']",10621758
H1-KEY,5GwQwY63I9hrUUFlQB8FYU,SEOUL (Such a Beautiful City),0SRAuCAtprYCuoks38G5GU,48,40,['k-pop girl group'],98829
Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,Layla,3VZrMjHeYvUrFGKeG7B62D,48,58,"['art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']",827230
PURPLE KISS,62T5PGHWJ9sxP2SJq20IHq,Autopilot,0AM8lPGURJy8yBQ0tlhlOI,47,49,['k-pop'],411430
tripleS,5Z71xE9prhpHrqL5thVMyK,Seoul Sonyo Sound,0OF5cogdavih7UNqaRiKtN,48,54,['k-pop girl group'],285350
SUNMI,6MoXcK2GyGg7FIyxPU5yW6,Calm myself,0oOQEVd7D7peOKaQCQk6fp,50,57,['k-pop'],2662439
TAEMIN,13rF01aOogvnkuQXOlgTW8,Draw - Instrumental,4v1h399WmA0oRVbwas6o49,0,64,['k-pop'],2876764
TAEMIN,13rF01aOogvnkuQXOlgTW8,Draw,6tb0S6rSzgrf5sgeUPL8sr,0,64,['k-pop'],2876764
TREASURE,3KonOYiLsU53m4yT7gNotP,STUPID,5bmDeCYksJWvW95E2rSH2G,45,66,['k-pop boy group'],3141331
Whee In,0BqRGrwqndrtNkojXiqIzL,Aphrodite,5vxuWhyN0q6ScyTBuuPlNx,49,52,"['k-pop', 'korean ost']",914347
XG,0LOK81e9H5lr61HlGGHqwA,SHOOTING STAR - BARS REMIXX FEAT. RICO NASTY,5v3qDpknNxse3vx19aJ6RX,52,66,['k-pop girl group'],1008880
Dafina Zeqiri,6V6mxrGG67IyLFy2l4poNZ,SI MUA,0kxmrAmFaEI0lQ8MZ6nXGM,65,58,"['albanian pop', 'kosovan pop']",259918
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Tell Everyone,2K78iYjQO8RgQ3aNJQ8PrC,43,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2744091
tripleS,5Z71xE9prhpHrqL5thVMyK,Heavy Metal Wings,1EA9PYGIuSxdN0ir72HhWv,49,54,['k-pop girl group'],285350
MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,Crescendo,17WqzLortqHvftKKGRAxXu,48,59,"['k-pop', 'k-pop boy group']",5233866
TAEYANG,6udveWUgX4vu75FF0DTrXV,Seed,49eleLPCqnwgBSICKgcL0z,45,63,"['k-pop', 'korean r&b']",1308425
KAI,6iVo62B0bdTknRcrktCmak,Sinner,1ObmeINgcnxdxGbPByx0zL,50,60,['k-pop'],1336513
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,Keep Swimmin' Through x Baby Shark (Dance Remix),05w1GGQQl1NEw0hEznuANx,51,77,"['anime', 'k-pop boy group']",7105008
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Twin Flame,08Uz0tVZ6wamK2QddKAIyr,44,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']",34045
Tech N9ne,6UBA15slIuadJ8h2lPRPos,The Siqnal,4QinbcTdweDpHjq7jJdT5n,43,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2744091
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,Bills - Japanese Ver.,34XCh5DGAAGwwIGJoQpzU5,54,77,"['anime', 'k-pop boy group']",7105008
B.I,0UntV1Bw2hk3fbRrm9eMP6,Alone (feat. TYTAN),7n5DjKptU1CUlyfbKeWEtq,47,60,['k-pop'],742421
xikers,6QHP8St0MzfNDqjKpwtMht,Skater,2XIAyrfqLiI5gWpZGRUtu9,46,49,['k-pop boy group'],277703
Youth Fountain,5e9SnnT1mabuWwjwu6FrZD,Roses In My Backpack,2q406shpm1XyzwIhLj4UQq,44,45,"['anthem emo', 'canadian pop punk', 'easycore', 'kelowna bc indie', 'pop punk', 'vancouver punk']",34045
Xenia Manasseh,2J4IvVbi2h1wB2A0p5kd86,Wild Ride - A COLORS SHOW,4Ypa7u8GYWX0u0wP5wntsU,54,41,"['afro r&b', 'kenyan pop', 'kenyan r&b']",24212
TREASURE,3KonOYiLsU53m4yT7gNotP,RUN,0ysmlwFy5XcYm1tVJFaE2U,45,66,['k-pop boy group'],3141331
TREASURE,3KonOYiLsU53m4yT7gNotP,LOVESICK,7glixbukBA4wh4yD0d1PM3,44,66,['k-pop boy group'],3141331
Xdinary Heroes,1khChLj7REGqjM043PlYyn,Come into my head,0zVIAmMwXNXCg7gqVVZMzA,50,57,['k-pop boy group'],862401
P1Harmony,3JjvsPeGMbDJqsphe2z8xU,Heartbeat Drum,2P3wBy0Ljm2URED3zczeMr,47,56,"['k-pop', 'k-pop boy group']",898940
tripleS,5Z71xE9prhpHrqL5thVMyK,Complexity,3G6MWQZFWoBtCYaForGy4H,48,54,['k-pop girl group'],285350
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Pretzel (♡),0fkDXdD3xFwqBP4Qi7W4VN,46,70,['k-pop boy group'],7391266
Whee In,0BqRGrwqndrtNkojXiqIzL,On The Island,6xazDXOamFXROEP9MZEjup,49,52,"['k-pop', 'korean ost']",914347
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,Blue Flame - Japanese ver.,6FnZShD1O17bZa9emuXLXh,54,76,['k-pop girl group'],3614292
PURPLE KISS,62T5PGHWJ9sxP2SJq20IHq,Intro : Save Me,3KqT01ueyj9aGj4nJHE2DK,46,49,['k-pop'],411430
TAEYONG,6SKusTjOAPsTZ6kareKQdm,GWANDO,2ApyDSmXYTxCvWVnycOZMP,54,57,['k-pop'],1211332
Yll Limani,2qI59HaiEtvev8vnUkmRpT,Kaje,2YLckWifxpJK1gez1AGDl0,60,54,"['albanian pop', 'kosovan pop']",184963
B.I,0UntV1Bw2hk3fbRrm9eMP6,S.O.S,396WN7DfSy5jVXiavgqmjT,47,60,['k-pop'],742421
Jung Seung Hwan,7l8rOFwZFQ3G0sgZ7gjGng,Get To You,2S8mZn8qjT8udtuoCziMPf,58,52,['korean pop'],250731
NMIXX,28ot3wh4oNmoFOdVajibBl,Roller Coaster,47ddsgWAC3q16lAmOSMTkr,48,63,"['k-pop', 'k-pop girl group']",2131236
Tech N9ne,6UBA15slIuadJ8h2lPRPos,Wess Paul Bennett,40WsHRwyU1jNj9QmYOnnYM,42,65,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2744091
BOBBY,7ieMQQDR0bdBPz572mtxwS,f,02Nkt660XIvXwZQf9bkwh6,53,48,['k-pop'],905868
TAEYONG,6SKusTjOAPsTZ6kareKQdm,404 File Not Found,6SffogZPxb2oXoo5DCLzt3,52,57,['k-pop'],1211332
