summonerName,championName,win,kills,deaths,assists,totalDamageDealtToChampions,allInPings,assistMePings,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,placement,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earliestBaron,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,shortestTimeToAceFromFirstTakedown,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,teleportTakedowns,tookLargeDamageSurvived,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,,,,,,
sparkle,KSante,TRUE,6,0,1,14992,0,0,0,0,0,6,9372,12,897,0,1,3,2192,2192,2192,15272,0,0,0,0,TRUE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,7960,7700,0,TOP,0,0,0,6662,3009,3075,1054,3066,0,3364,16,1,NONE,0,6,1,0,5405,1528,515,0,0,0,0,0,0,0,0,1,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 1203, 'var2': 678, 'var3': 0}, {'perk': 8401, 'var1': 424, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 797, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 79, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 9, 'var2': 0, 'var3': 0}], 'style': 8300}]}",74851,12946,11051,0,0,0,0,0,0,29,0,0Dnkq0DWD83jLMMQ9cq0p7J31VVbHhdLhW-xw_fObZsXCvO1floWiqimt090gB8d6h68GA1lA1sqew,0,,,SUPPORT,0,136,23,38,8,0,2,12,1,4,0MThfd8ZSgl0E8ZmL3k7umCaJRxnS_7TmYQXOqCxcv4hAJk,1208,FALSE,100,TOP,26,911,0,80912,0,11566,0,1417,0,146,1420,0,1,0,654,518,0,1,1,0,0,0,5,0,1,2,0,205,0,0,0,0,0,0,0,0,986.3781767,0.214558223,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,1,737.0056941,0,0,911.9742165,0,523.7277357,0,1,1,2,0,0,0,0,0,7,0,0.28,0,1,3,0,0,0,0,5,0,89,1,0,0,66,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,7,1,0,7,0,0,0,0.297242341,0,1,0,5,1,5,6,0,0,-0.432948411,0.337358243,1,1,0,,,,,,,
DK WaIrus,LeeSin,TRUE,5,1,3,7066,1,0,0,0,0,5,6785,10,64,0,3,3,299,14533,299,12405,0,2,0,0,TRUE,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,7,7354,6150,0,JUNGLE,0,0,0,6630,3133,0,3047,1103,1028,3340,13,1,NONE,0,5,1,47,20377,1461,2543,0,92,0,0,0,0,0,20,2,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 81, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 523, 'var2': 160, 'var3': 0}, {'perk': 9104, 'var1': 10, 'var2': 20, 'var3': 0}, {'perk': 8299, 'var1': 181, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 8, 'var2': 1, 'var3': 5}], 'style': 8300}]}",60560,5422,11390,0,0,0,0,0,0,3795,0,Xff3lwrS38PtUh9l5EPfjRL6BstHbVIRwwMCvMWUyTc1I9FZ6f4ZaJ9AVVwJYcn7-0ro58gLU21Ddw,0,,,SUPPORT,0,118,117,94,5,0,10,11,3,4,wzYsg9vTo1XgS70BlWnr-tqyd_2SrhZ54ex2J_EIKO5usmdDFRdLoxQ4pA,85,FALSE,100,JUNGLE,11,911,62,107570,191,13944,12,8527,0,13,461,6,1,0,26631,182,10,1,1,0,0,1,16,2,3,8,0,334,0,45,0,0,0,2,0,0.389693273,2,464.9082274,0.258652547,0,1,3,0,0,0,191.6555176,0,0,12,8,0,0,0,0,1,737.0056941,0,0,911.9742165,483.8617533,0,1,2,1,66.00000009,1,1,1,8,1,0.32,0,1,0,1,0,0,0,3,3,3,1,0,0,24.00000006,1,2,0,-37.00000009,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,2,18,11,0,0,2,6,0,0,1,8,0,0,8,1,0,0,0.140098811,0,1,0,3,1,5,0,0,0,0.775729179,1.096453043,3,3,1,,,,,,,,
Abibass,Akali,TRUE,4,0,1,8785,0,0,0,0,0,4,8188,11,84,0,1,1,901,901,901,4561,0,0,0,0,TRUE,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,6138,5300,0,MIDDLE,0,0,0,3152,2031,1054,1082,3020,0,3364,12,1,NONE,0,4,1,0,52799,7913,6058,0,0,0,0,0,0,0,1,3,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 884, 'var2': 1286, 'var3': 0}, {'perk': 8009, 'var1': 375, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 432, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8444, 'var1': 950, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 107, 'var2': 0, 'var3': 0}], 'style': 8400}]}",7754,872,4332,0,0,0,0,0,0,5372,0,WeVJejIEfqKVFXVIuySBZYpKrwc-t971VWmXaV0dk1lR97f6m80fwRGaw83RPRCzYfr34hiwFSff8g,0,,,SUPPORT,0,101,17,42,10,0,3,4,2,12,LqIc158PGLpB83078eji2KUudTrCyNmMgyPf2ddL8xQsIkYaFY76pyIdtQ,87,FALSE,100,MIDDLE,2,911,0,63729,0,10400,0,862,0,115,54,0,1,0,3175,0,10,0,0,0,0,0,5,0,0,4,0,170,0,0,0,0,0,0,0,0,578.0217768,0.192929558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,737.0056941,0,0,911.9742165,0,403.8272384,0,0,0,0,0,1,0,5,0,0.2,0,1,1,0,0,1,0,0,28,69,0,0,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,41,0,0,2,4,1,0,0,5,1,0,5,0,0,0,0.174185267,0,1,0,2,0,5,5,0,0,-0.559274137,0.38619167,0,0,0,,,,,,,,,
으끄으끄,Kaisa,TRUE,8,2,3,14881,0,0,0,0,0,0,6481,10,145,0,2,7,2470,2470,2470,4539,0,3,0,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,9000,8610,0,BOTTOM,0,0,0,1052,1043,1026,3006,3179,6691,3363,23,2,NONE,0,6,1,682,6890,4151,3152,0,4,0,0,0,0,0,17,4,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 58, 'var2': 96, 'var3': 0}, {'perk': 8139, 'var1': 554, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 320, 'var2': 4, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 8, 'var2': 1, 'var3': 5}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",61931,10729,5833,0,0,0,0,0,0,7,0,w5xZoMnS1MHb7QyusVzRe6tvOmkfH-qb5VsyiAoId5EzpP-tATcdVRixyBo4Q2c-IcXy0oLApQp7gA,0,,,SUPPORT,0,46,20,45,3,0,3,7,2,4,4vW6kmb6Z68dDJwVRSA4-3cznD0YZEkea0Wd3tz4Spqx-Cc,629,FALSE,100,BOTTOM,0,911,0,68827,0,9063,4,1138,222,139,0,60,2,0,5,0,77,1,1,0,0,0,15,3,5,8,0,114,0,0,0,0,0,0,0,0.091171936,3,979.0805428,0.168124184,0,2,2,0,0,0,222.5576782,0,0,0,1,0,0,0,0,1,737.0056941,0,0,911.9742165,0,592.1486667,0,0,0,0,0,1,1,5.5,4,0.44,0,1,3,0,0,0,0,0,3,77,0,0,0,33,1,2,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,13,12,0,0,1,4,0,0,0,11,0,0,11,0,0,0,0.295043219,0,1,0,5,1,5,5,0,0,1.062957048,0.989339527,5,5,1,,,,,,,,
니카 모드,Rakan,TRUE,2,1,8,4712,0,0,0,0,0,1,4845,8,497,0,8,10,0,0,0,7486,0,7,0,0,TRUE,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4755,3460,0,UTILITY,0,0,0,2055,3859,2031,3158,1011,1029,3364,18,0,NONE,0,0,1,690,5811,3238,2417,0,0,0,0,0,0,0,13,5,0,"{'statPerks': {'defense': 5002, 'flex': 5003, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8465, 'var1': 1009, 'var2': 0, 'var3': 0}, {'perk': 8463, 'var1': 472, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 630, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 32, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8136, 'var1': 11, 'var2': 30, 'var3': 0}, {'perk': 8106, 'var1': 4, 'var2': 0, 'var3': 0}], 'style': 8100}]}",4090,1130,6517,0,0,0,0,0,0,5959,0,42SZRUcKljh20NaY1t1WUQMmmjRulIhDEoIQ7cG7OWBnPbLD_U64kekrmSEYRNN7ocJ2N11KvgPSGw,0,,,SUPPORT,0,21,26,74,3,0,4,14,3,4,QrLJOvkocSSOeLdeoX93Z6BNPVQy-N1m_EAFVtUR0dkHGsY,624,FALSE,100,UTILITY,23,911,0,15277,1551,8934,0,2736,1517,27,46,21,4,0,5375,344,0,0,0,0,0,0,41,8,5,25,0,124,0,0,0,0,0,0,0,0.756110674,7,310.0422062,0.165735488,0,1,2,0,0,0,3068.603027,0,0,23,0,0,0,0,0,1,737.0056941,0,0,911.9742165,0,312.8593153,0,9,0,0,0,1,0,10,4,0.4,0,0,0,0,0,1,0,0,7,18,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,14,0,19,17,0,0,0,7,0,0,0,10,0,0,10,0,0,0,0.093430363,0,1,0,0,0,5,0,1,0,0.092347622,2.740143394,5,5,2,,,,,,,,
완벽한그는신인가,Renekton,FALSE,0,6,1,5423,0,0,0,0,0,0,5694,9,58,0,2,4,0,0,0,9292,0,2,0,0,TRUE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,3969,3700,0,TOP,0,0,0,3044,1054,2031,1001,6029,1028,3340,16,0,NONE,0,0,0,201,1583,261,1893,0,0,0,0,0,0,0,1,6,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 109, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 47, 'var2': 20, 'var3': 0}, {'perk': 9105, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 340, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8444, 'var1': 916, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 94, 'var2': 0, 'var3': 0}], 'style': 8400}]}",33823,5161,13420,0,0,0,0,0,0,23,0,ZJueH5aYIY6cuHg00W7YvnyPFBnRdVc5QCIlmffxGHk15Zgo7lWo4FWoXgQB6akhCtGPlc5tsTT0Mw,0,,,SUPPORT,0,36,17,49,4,0,2,12,1,4,jNZFfQGdPq5FSDdvflBFvQu_knS9VuOXtYy-EqOHoo7ylhQ,445,FALSE,200,TOP,16,911,0,37047,0,15782,0,1944,0,85,25,130,1,0,1640,0,467,0,0,3,0,0,9,2,0,6,0,106,0,0,0,0,0,0,0,0.177177324,2,356.8088899,0.26509298,0,6,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,911.9742165,0,261.1331279,0,0,0,0,0,0,0,0.166666667,0,0.25,0,0,0,0,0,0,0,0,0,54,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,25,0,0,0,0,4,0,7,0,1,0,1,1,0,0,0,0.162247357,0,0,0,0,0,0,3,0,0,0.763508081,0.594933979,0,0,0,,,,,,,,,
Dawn u,JarvanIV,FALSE,0,6,2,3318,1,0,0,0,0,0,5091,9,59,0,7,0,0,8300,0,11714,0,0,0,1,TRUE,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4328,4000,1,JUNGLE,0,0,0,1103,6630,1036,2422,0,0,3364,9,0,NONE,0,0,0,303,5684,325,4546,0,72,0,0,0,0,0,10,7,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 9, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 18, 'var2': 40, 'var3': 0}, {'perk': 9104, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 175, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 11, 'var2': 1, 'var3': 5}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",51789,2895,10467,0,0,0,0,0,0,25,0,u6rBg5FZDZpIsM2MKKyvvep1i-MwJsxvhjFwub3I91uRH9qPwc_lvmiB9bF1nFszId3al0J2qMxQwA,0,,,SUPPORT,0,52,37,52,3,0,11,11,2,4,Ib2niyAen1qZt2Nj3i4pTCE04yLV8rhBnrCeQepNnT9CEdg,689,FALSE,200,JUNGLE,7,911,55,75475,0,15143,0,4359,0,12,259,106,1,0,18001,97,130,0,0,3,0,0,9,0,0,3,0,144,0,39,0,0,0,0,0,0,218.3088806,0.254367796,0,6,20,0,1,633.5592089,0,0,0,0,2,0,0,0,0,0,0,0,1,911.9742165,284.7851123,0,0,2,1,48.00000009,0,0,0,0.333333333,0,0.5,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,-55.00000009,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,100,0,0,0,0,3,0,0,0,2,0,1,2,0,0,0,0.099268936,0,0,0,0,0,0,0,0,0,-0.436851084,0.617466364,0,0,1,,,,,,,,,
Damn JG,Orianna,FALSE,0,3,1,9897,0,0,0,0,0,0,7172,10,61,0,0,3,470,470,470,5006,0,1,0,0,TRUE,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4993,4125,0,MIDDLE,0,0,0,1026,0,3020,1082,1056,3802,3363,13,0,NONE,0,0,0,419,46422,8488,5679,0,0,0,0,0,0,0,1,8,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 724, 'var2': 54, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 494, 'var3': 0}, {'perk': 8233, 'var1': 8, 'var2': 40, 'var3': 0}, {'perk': 8237, 'var1': 462, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",10176,1409,3881,0,0,0,0,0,0,28,0,ZrxXyneBbi3PmE-Gt_wTw5nCj4ZlWVbIDnzYfDRquncmcT8uFq-u6Rt_YlZg6OjGYhfuunwyKjy3hQ,0,,,DUO,0,79,44,16,4,0,2,12,2,4,UI0CcYlLIR2ypp_Xwqd4E2lhlFADWAzIEuJJ-dam7MdZUcOY6nzzUYGwqg,243,FALSE,200,MIDDLE,14,911,0,56599,130,9650,0,0,0,125,179,76,0,0,0,0,89,0,0,3,0,0,13,1,3,6,0,143,0,0,0,0,0,0,0,0.099111106,1,651.197481,0.16210138,0,3,59,0,0,0,130.6352844,0,0,6,0,0,0,0,0,0,0,1,911.9742165,0,328.5034536,0,0,0,0,0,0,0,0.333333333,0,0.25,0,0,0,0,0,0,0,0,23,74,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,301,38,0,0,0,4,0,0,0,1,0,1,1,0,0,0,0.296111093,0,0,0,1,0,0,5,0,0,1.268984318,0.876262806,3,3,1,,,,,,,,,
dnasojiayin7ox,Aphelios,FALSE,2,7,1,9735,0,0,0,0,0,0,5048,9,523,0,6,2,2667,2667,2667,5476,0,0,0,0,TRUE,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,5771,5500,0,BOTTOM,0,0,0,1042,1036,2422,1083,6672,1038,3363,14,0,NONE,327,0,1,307,3144,772,5083,0,4,0,0,0,0,0,2,9,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 1227, 'var2': 880, 'var3': 0}, {'perk': 9101, 'var1': 371, 'var2': 468, 'var3': 0}, {'perk': 9103, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8017, 'var1': 555, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 11, 'var2': 1, 'var3': 5}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",51016,8962,6826,0,0,0,0,0,0,6221,1,REw07L0pCFgVr2WWt-E3afF5U_eIi4R4ycusOk08oDTXT3szuP7S3_WCLXrKacuauwGC5AFQEZaclw,0,,,SUPPORT,0,49,132,0,3,0,3,4,3,6,ynnyYdb0lIkBVT0rZEJOkXSw1hnzcHVlB25p86Tfr4P6FnjF3g8w-n8RYA,231,FALSE,200,BOTTOM,14,911,0,54160,0,12267,0,2722,0,93,64,118,1,0,0,0,357,0,0,3,0,0,7,0,0,5,0,184,0,0,0,0,0,0,0,0,640.479533,0.206058933,0,7,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,911.9742165,0,379.7220069,0,0,0,0,4,0,0,0.428571429,0,0.75,0,0,0,0,0,0,0,0,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,38,19,0,0,0,5,0,0,0,3,0,1,3,1,0,0,0.291237451,0,0,0,4,0,0,4,0,0,-0.515258908,0.479573519,0,0,0,,,,,,,,,,
Lotsoo,Lulu,FALSE,2,3,2,5051,0,1,0,0,0,2,4525,8,117,0,8,3,171,171,171,2902,0,1,0,0,TRUE,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,5421,5325,0,UTILITY,0,0,0,2065,3853,2031,3114,3158,3113,3364,13,1,NONE,0,2,1,221,6592,3838,2397,0,0,0,0,0,0,0,6,10,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 408, 'var2': 293, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 202, 'var3': 0}, {'perk': 8210, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 351, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 11, 'var2': 1, 'var3': 5}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",2645,1213,4293,0,0,0,0,0,0,1154,0,KsF_KDvQE8FN5p1qBkdcFQbyKAREPvayljvMw25VdP58856MeCktVGo1T5TkgcUvdo8YjQRKiqhUjw,0,,,SUPPORT,0,41,27,35,2,0,4,7,3,4,ff1dDPTeYjByhy4aYNzPr_ppS8qWmWVjfxFTsFGzOyP7gBh2ZJ3rI2986A,252,FALSE,200,UTILITY,24,911,0,9238,1603,6690,0,1187,393,25,147,32,3,0,0,0,0,0,0,3,0,1,38,1,10,12,0,105,0,0,0,0,650,0,1,0.557290712,1,332.3713286,0.112378911,0,3,8,0,0,0,1997.07605,0,0,2,0,0,0,0,0,0,0,1,911.9742165,0,356.6687942,0,1,0,0,0,0,0,0,1.333333333,0,1,0,0,0,0,0,0,0,0,31,20,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,40,56,0,0,0,11,0,0,0,4,0,1,4,0,0,0,0.151135163,0,0,0,1,0,0,0,1,0,-0.084540486,2.508490357,10,10,1,,,,,,,,
나는돌거북,Pantheon,TRUE,5,3,8,20990,0,0,0,0,0,1,12165,14,80,0,5,1,1070,7107,1070,14031,0,0,0,0,TRUE,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,9489,8850,0,TOP,0,1,0,1036,6630,1028,1055,3161,3158,3364,16,1,JUNGLE,0,2,1,660,4150,622,6346,0,4,0,0,1,0,0,6,1,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 884, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1169, 'var2': 260, 'var3': 0}, {'perk': 9104, 'var1': 15, 'var2': 50, 'var3': 0}, {'perk': 8299, 'var1': 601, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",106795,20297,14872,0,0,0,0,0,0,4200,0,XnaYSzz7NGriiglGZ1nvnbTVAQZxDXhxEBnz4X8xw7CfllebJmoqh4qb7hyVLdyjp1PVQms9-Nmm_Q,0,,,NONE,0,126,23,27,5,0,4,12,4,4,cIgxOlvgc7z7ESpT90TSSB-7V64ZVPAfb8xkXDPXtzyhek0,158,FALSE,100,TOP,23,1267,2,111242,0,21699,0,8056,0,164,62,100,1,0,296,70,480,1,4,1,0,0,9,0,1,5,0,181,0,2,0,0,0,0,0,0,993.5125547,0.233172769,5,3,5,0,1,1072.862736,0,0,0,0,21,0,0,0,0,0,1,797.3819882,0,0,1267.631306,0,449.1540064,0,7,0,0,0,0,1,4.333333333,1,0.382352941,0,0,2,1,0,0,0,0,0,84,0,0,0,26,1,1,0,0,0,0,0,0,6630,0,0,0,0,0,6,1,0,0,0,0,0,0,0,28,0,0,0,3,5,0,4,1,13,0,0,3,0,0,0,0.243516797,0,2,0,3,4,10,7,0,0,0.448079109,0.467702233,1,1,0,,,,,,,
