artist_id,artist_name,artist_popularity,artist_followers,track_id,track_name,release_date,artist_genres,track_popularity,album_image
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,82,3164524,4xhsWYTOGcal8zt0J161CU,Lovin On Me,2023-11-10,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",94,https://i.scdn.co/image/ab67616d00001e02fcf4adae77baba5d0169e8e8
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,2KslE17cAJNHTsI2MI0jb2,Standing Next to You,2023-11-03,['k-pop'],97,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316
1oSPZhvZMIrWW5I41kPkkY,Jimin,81,6948238,3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,2023-03-24,['k-pop'],94,https://i.scdn.co/image/ab67616d00001e022b46078245d0120690eb560d
1oSPZhvZMIrWW5I41kPkkY,Jimin,81,6948238,58BWnoFDNaeM0vwA0K3fqb,Like Crazy,2023-03-26,['k-pop'],90,https://i.scdn.co/image/ab67616d00001e02f9638e7ed5b7d42e9c514195
4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,76,3614292,74X2u8JMVooG2QbjRxXwR8,Perfect Night,2023-10-27,['k-pop girl group'],90,https://i.scdn.co/image/ab67616d00001e025e352f6eccf8cb96d0b247cc
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto) (Explicit Ver.),2023-07-14,['k-pop'],93,https://i.scdn.co/image/ab67616d00001e02bf5cce5a0e1ed03a626bdd74
6HvZYsbFfjnjFrWF950C9d,NewJeans,80,6282247,5sdQOyqq2IDhvmx2lHOpwd,Super Shy,2023-07-07,"['k-pop', 'k-pop girl group']",90,https://i.scdn.co/image/ab67616d00001e023d98a0ae7c78a3a9babaf8af
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,6ehWdR7cGDXnT7aKEASJxE,3D (feat. Jack Harlow),2023-09-29,['k-pop'],91,https://i.scdn.co/image/ab67616d00001e02409a2d7bd4b2238e4aaa7bf5
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,1OG1NoKpZZLrMqMYCk9m84,LALALALA,2023-11-10,"['k-pop', 'k-pop boy group', 'pop']",87,https://i.scdn.co/image/ab67616d00001e022bca95a658fdf653a35a3710
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,2gkVEnpahpE3bQuvGuCpAV,Yes or No,2023-11-03,['k-pop'],89,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316
6HvZYsbFfjnjFrWF950C9d,NewJeans,80,6282247,56v8WEnGzLByGsDAXDiv4d,ETA,2023-07-21,"['k-pop', 'k-pop girl group']",85,https://i.scdn.co/image/ab67616d00001e020744690248ef3ba7b776ea7b
1oSPZhvZMIrWW5I41kPkkY,Jimin,81,6948238,0u8rZGtXJrLtiSe34FPjGG,Like Crazy (English Version),2023-03-24,['k-pop'],85,https://i.scdn.co/image/ab67616d00001e022b46078245d0120690eb560d
6HvZYsbFfjnjFrWF950C9d,NewJeans,80,6282247,65FftemJ1DbbZ45DUfHJXE,OMG,2023-01-02,"['k-pop', 'k-pop girl group']",86,https://i.scdn.co/image/ab67616d00001e02d70036292d54f29e8b68ec01
4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,69,1384578,7FbrGaHYVDmfr7KoLIZnQ7,Cupid - Twin Ver.,2023-02-24,['k-pop girl group'],85,https://i.scdn.co/image/ab67616d00001e0237c0b3670236c067c8e8bbcb
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,0k0GtcnyQLMiXrdEDbLXmJ,Please Don't Change (feat. DJ Snake),2023-11-03,['k-pop'],87,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316
250b0Wlc5Vk0CoUsaCY84M,JENNIE,75,4693759,6gcuJpHu0Ey30D5WR76y98,You & Me,2023-10-06,['k-pop'],82,https://i.scdn.co/image/ab67616d00001e028cd1023ed6ec97598937d55c
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,5KfJvZ0PZzRdwFRaTUDAA7,Somebody,2023-11-03,['k-pop'],86,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,06Qo2fYR2KS1F7bL338iVT,Closer to You (feat. Major Lazer),2023-11-03,['k-pop'],87,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316
6HvZYsbFfjnjFrWF950C9d,NewJeans,80,6282247,6rdkCkjk6D12xRpdMXy0I2,New Jeans,2023-07-07,"['k-pop', 'k-pop girl group']",83,https://i.scdn.co/image/ab67616d00001e023d98a0ae7c78a3a9babaf8af
6YVMFz59CuY7ngCxTxjpxE,aespa,75,4110265,5XWlyfo0kZ8LF7VSyfS4Ew,Drama,2023-11-10,['k-pop girl group'],87,https://i.scdn.co/image/ab67616d00001e02c54e39f2ae0dd10731f93c08
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),2023-11-03,['k-pop'],89,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,7AbqgE05nFl9qY4FRUiq2p,Shot Glass of Tears,2023-11-03,['k-pop'],86,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,3bNNvJA7hsGw0wSpGkfOBm,Too Sad to Dance,2023-11-03,['k-pop'],86,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316
6HvZYsbFfjnjFrWF950C9d,NewJeans,80,6282247,02wk5BttM0QL38ERjLPQJB,Cool With You,2023-07-21,"['k-pop', 'k-pop girl group']",82,https://i.scdn.co/image/ab67616d00001e020744690248ef3ba7b776ea7b
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,77,7105008,7mpdNiaQvygj2rHoxkzMfa,Bite Me,2023-05-22,"['anime', 'k-pop boy group']",85,https://i.scdn.co/image/ab67616d00001e021d03b5e88cee6870778a4d27
4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,69,1384578,739WUU1tPFLO4x4HJq561K,Cupid - Twin Ver.,2023-09-22,['k-pop girl group'],83,https://i.scdn.co/image/ab67616d00001e023013522be45e72a9b2514dd8
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,3gTQwwDNJ42CCLo3Sf4JDd,S-Class,2023-06-02,"['k-pop', 'k-pop boy group', 'pop']",82,https://i.scdn.co/image/ab67616d00001e02e27ba26bc14a563bf3d09882
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,5Q1tv4GTxP3IJeGMOKdrFO,MEGAVERSE,2023-11-10,"['k-pop', 'k-pop boy group', 'pop']",82,https://i.scdn.co/image/ab67616d00001e022bca95a658fdf653a35a3710
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,6xGr4tVzpTX99p9Cf0hRRL,3D (feat. Jack Harlow),2023-11-03,['k-pop'],86,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,76,9109873,0ZPjVmof45INEERgYfadtv,Chasing That Feeling,2023-10-13,"['k-pop', 'k-pop boy group']",82,https://i.scdn.co/image/ab67616d00001e026067880e6c410727ac5a5f8b
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),2023-10-02,['k-pop'],87,https://i.scdn.co/image/ab67616d00001e0299583bb32b47e87d55c6064b
6RHTUrRF63xao58xh9FXYJ,IVE,74,3202857,7uyeEbG6hyApgXuEypGcsZ,Baddie,2023-10-13,['k-pop girl group'],82,https://i.scdn.co/image/ab67616d00001e024d00ac692bae6ce08d2b49ad
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,5Avril3IZ26DPVFHbJX8o6,Seven (feat. Latto) (Clean Ver.),2023-07-14,['k-pop'],86,https://i.scdn.co/image/ab67616d00001e02bf5cce5a0e1ed03a626bdd74
1oSPZhvZMIrWW5I41kPkkY,Jimin,81,6948238,3OdIiWnYRHPYtC313Z0Bwy,Face-off,2023-03-24,['k-pop'],82,https://i.scdn.co/image/ab67616d00001e022b46078245d0120690eb560d
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,2VqMBiaxblhhBHyB9X4ESl,Standing Next to You,2023-11-06,['k-pop'],88,https://i.scdn.co/image/ab67616d00001e023ee8cd8508e02c40ffda723b
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,7Hcj0duTWiCSYDtJaztNIt,Seven (feat. Latto) (Clean Ver.),2023-11-03,['k-pop'],84,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316
6HvZYsbFfjnjFrWF950C9d,NewJeans,80,6282247,1wUnuiXMMvhudmzvcCtlZP,Get Up,2023-07-21,"['k-pop', 'k-pop girl group']",78,https://i.scdn.co/image/ab67616d00001e020744690248ef3ba7b776ea7b
2AfmfGFbe0A0WsTYm0SDTx,(G)I-DLE,73,7944655,4uOBL4DDWWVx4RhYKlPbPC,Queencard,2023-05-15,['k-pop girl group'],83,https://i.scdn.co/image/ab67616d00001e0282dd2427e6d302711b1b9616
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,20FfCMC46eOIIrxCUdSNZT,LALALALA (Rock Ver.),2023-11-10,"['k-pop', 'k-pop boy group', 'pop']",79,https://i.scdn.co/image/ab67616d00001e022bca95a658fdf653a35a3710
3Nrfpe0tUJi4K4DXYWgMUX,BTS,85,71342884,5IAESfJjmOYu7cHyX557kz,Take Two,2023-06-09,"['k-pop', 'k-pop boy group', 'pop']",85,https://i.scdn.co/image/ab67616d00001e028a701e76e8845928f6cd81c8
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,5dUjBnP5zrWpWA5RGrr73g,Cover Me,2023-11-10,"['k-pop', 'k-pop boy group', 'pop']",79,https://i.scdn.co/image/ab67616d00001e022bca95a658fdf653a35a3710
1oSPZhvZMIrWW5I41kPkkY,Jimin,81,6948238,5Hfnps0jaWFpYg55WOPexG,Alone,2023-03-24,['k-pop'],81,https://i.scdn.co/image/ab67616d00001e022b46078245d0120690eb560d
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,2Rz7TEBsIXbI1tKsfQOCjI,COMFLEX,2023-11-10,"['k-pop', 'k-pop boy group', 'pop']",78,https://i.scdn.co/image/ab67616d00001e022bca95a658fdf653a35a3710
1oSPZhvZMIrWW5I41kPkkY,Jimin,81,6948238,59hBR0BCtJsfIbV9VzCVAp,Set Me Free Pt.2,2023-03-17,['k-pop'],81,https://i.scdn.co/image/ab67616d00001e024f4ec2c2a865569bd4a067a4
1oSPZhvZMIrWW5I41kPkkY,Jimin,81,6948238,6EY9e6LyPWmL8hUS5E1P0h,Like Crazy (English Version),2023-03-26,['k-pop'],78,https://i.scdn.co/image/ab67616d00001e02f9638e7ed5b7d42e9c514195
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,6uVpG6300TODQGjOAtXJjh,BLIND SPOT,2023-11-10,"['k-pop', 'k-pop boy group', 'pop']",78,https://i.scdn.co/image/ab67616d00001e022bca95a658fdf653a35a3710
7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,78,10621758,4MTNimMDRyFZv37Thcktwa,God of Music,2023-10-23,"['k-pop', 'k-pop boy group']",81,https://i.scdn.co/image/ab67616d00001e02d07a54abba4f5060c2486e3c
4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,76,3614292,4QhnNyKDsAkXPwHkSnuc89,"Eve, Psyche & The Bluebeard?ôs wife",2023-05-01,['k-pop girl group'],81,https://i.scdn.co/image/ab67616d00001e02d71fd77b89d08bc1bda219c7
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,72,8913908,68gQG2HpRMxIRom4pCugMq,Chill Kill,2023-11-13,"['k-pop', 'k-pop girl group']",75,https://i.scdn.co/image/ab67616d00001e0207e2cf9023db855b41f3d26e
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,2zPqhdPGNCwzXnvSvj7WgD,Leave,2023-11-10,"['k-pop', 'k-pop boy group', 'pop']",78,https://i.scdn.co/image/ab67616d00001e022bca95a658fdf653a35a3710
4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,76,3614292,51vRumtqbkNW9wrKfESwfu,UNFORGIVEN (feat. Nile Rodgers),2023-05-01,['k-pop girl group'],81,https://i.scdn.co/image/ab67616d00001e02d71fd77b89d08bc1bda219c7
68KmkJeZGfwe1OUaivBa2L,ATEEZ,69,3374196,5KyOUICJIvO0z71MBdPGiX,BOUNCY (K-HOT CHILLI PEPPERS),2023-06-16,"['k-pop', 'k-pop boy group']",77,https://i.scdn.co/image/ab67616d00001e02ba27e1c8a572e31571a4d589
6RHTUrRF63xao58xh9FXYJ,IVE,74,3202857,70t7Q6AYG6ZgTYmJWcnkUM,I AM,2023-04-10,['k-pop girl group'],82,https://i.scdn.co/image/ab67616d00001e0225ef3cec1eceefd4db2f91c8
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,76,9109873,6uTPA1xlcsk6dbchB2dhzl,Back for More (with Anitta),2023-09-15,"['k-pop', 'k-pop boy group']",81,https://i.scdn.co/image/ab67616d00001e02120b1c20ac6c8ff9452ee4d8
7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,78,10621758,3AOf6YEpxQ894FmrwI9k96,Super,2023-04-24,"['k-pop', 'k-pop boy group']",81,https://i.scdn.co/image/ab67616d00001e0280e31ba0c05187e6310ef264
0b1sIQumIAsNbqAoIClSpy,j-hope,68,16590748,5wxYxygyHpbgv0EXZuqb9V,on the street (with J. Cole),2023-03-03,"['k-pop', 'k-rap']",78,https://i.scdn.co/image/ab67616d00001e025e8286ff63f7efce1881a02b
13rF01aOogvnkuQXOlgTW8,TAEMIN,64,2876764,4jMwQaDiDICry8Ia1gFnAn,Guilty,2023-10-30,['k-pop'],78,https://i.scdn.co/image/ab67616d00001e023aa2389906d8900db3b4a8ed
1oSPZhvZMIrWW5I41kPkkY,Jimin,81,6948238,1fpj1CJPxY3YvN3AMAEYvt,Set Me Free Pt.2,2023-03-24,['k-pop'],80,https://i.scdn.co/image/ab67616d00001e022b46078245d0120690eb560d
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,77,7105008,2YmfV4lAjrAQvuggKCUX6m,Sweet Venom,2023-11-17,"['anime', 'k-pop boy group']",81,https://i.scdn.co/image/ab67616d00001e02d364c1f2a6fede40055b02d5
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,80,47186752,1mFpMoeZfkIqtqW2AfQ8ba,THE GIRLS - BLACKPINK THE GAME OST,2023-08-25,"['k-pop', 'k-pop girl group', 'pop']",77,https://i.scdn.co/image/ab67616d00001e0281b059b0093259b70170b64b
7f4ignuCJhLXfZ9giKT7rH,NCT 127,69,7273469,5EtiQveQFQy0R05hLVDyKv,Fact Check,2023-10-06,"['k-pop', 'k-pop boy group']",74,https://i.scdn.co/image/ab67616d00001e02e9fc95cc1d0fba3d48ce2d39
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,76,9109873,0rhI6gvOeCKA502RdJAbfs,Sugar Rush Ride,2023-01-27,"['k-pop', 'k-pop boy group']",78,https://i.scdn.co/image/ab67616d00001e023bb056e3160b85ee86c1194d
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,76,9109873,29r5gr7b0f710smqMrm7pP,Happily Ever After,2023-10-13,"['k-pop', 'k-pop boy group']",76,https://i.scdn.co/image/ab67616d00001e026067880e6c410727ac5a5f8b
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,82,3164524,2dSKFFNoNXKo3hPnlwUdPe,They Don't Love It,2023-04-28,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",75,https://i.scdn.co/image/ab67616d00001e02ef51095309fee985f2bc6987
250b0Wlc5Vk0CoUsaCY84M,JENNIE,75,4693759,0Vz146N2GxkVJw4kSGXrNi,You & Me (Coachella ver.),2023-10-06,['k-pop'],76,https://i.scdn.co/image/ab67616d00001e028cd1023ed6ec97598937d55c
6RHTUrRF63xao58xh9FXYJ,IVE,74,3202857,3G7MgLuWLzUJQflWOCDZit,Off The Record,2023-10-06,['k-pop girl group'],77,https://i.scdn.co/image/ab67616d00001e02e5cc60bec326c779d17ee76e
6UZ0ba50XreR4TM8u322gs,JISOO,65,2151237,69CrOS7vEHIrhC2ILyEi0s,FLOWER,2023-03-31,['k-pop'],78,https://i.scdn.co/image/ab67616d00001e02f35b8a6c03cc633f734bd8ac
2KC9Qb60EaY0kW4eH68vr3,ITZY,70,6307930,3syxwxJqX5jpgjNYmvzdW6,CAKE,2023-07-31,"['k-pop', 'k-pop girl group']",77,https://i.scdn.co/image/ab67616d00001e024c2fcea217112b13312f8fb2
0LOK81e9H5lr61HlGGHqwA,XG,66,1008880,7sDkXyDikXhpRz715MdiEp,PUPPET SHOW,2023-09-27,['k-pop girl group'],77,https://i.scdn.co/image/ab67616d00001e02e9b58064013b722f09296b3e
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,5w6HF09YaD6wWlC90NaeVP,Social Path (Feat. LiSA) (Korean Ver.),2023-11-10,"['k-pop', 'k-pop boy group', 'pop']",75,https://i.scdn.co/image/ab67616d00001e022bca95a658fdf653a35a3710
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,0fkL0fOhEzRK8WFe2ixt2d,Social Path,2023-08-30,"['k-pop', 'k-pop boy group', 'pop']",76,https://i.scdn.co/image/ab67616d00001e02270ec2f0731d60117f1c8315
3eCd0TZrBPm2n9cDG6yWfF,DEAN,62,1412161,7yZD4AVfQtAZD4cG8eRnPk,DIE 4 YOU,2023-11-18,"['k-pop', 'korean r&b']",75,https://i.scdn.co/image/ab67616d00001e02058833119cfac69bc09b11a2
5069JTmv5ZDyPeZaCCXiCg,wave to earth,72,1338142,5TZKpQFKCbIlWGD8DzHbC6,bad,2023-04-20,['korean city pop'],83,https://i.scdn.co/image/ab67616d00001e02c21555708975ad94b1faf422
6YVMFz59CuY7ngCxTxjpxE,aespa,75,4110265,6zZWoHlF2zNSLUNLvx4GUl,Better Things,2023-08-18,['k-pop girl group'],78,https://i.scdn.co/image/ab67616d00001e02c2bcf77ad1fe40f6c7b88609
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,76,9109873,7kaFsQygyiCqRboWCXztxZ,Do It Like That,2023-07-07,"['k-pop', 'k-pop boy group']",75,https://i.scdn.co/image/ab67616d00001e022e01544530dbd825e0219965
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,2mHw0KoEyDw8Yaw3yPoke6,3D (Justin Timberlake Remix),2023-11-24,['k-pop'],74,https://i.scdn.co/image/ab67616d00001e0222e565596578ef0adbf5eaf1
6RHTUrRF63xao58xh9FXYJ,IVE,74,3202857,6ezYHltHYhuJckdCsYsRJI,Either Way,2023-09-25,['k-pop girl group'],76,https://i.scdn.co/image/ab67616d00001e029013c729c55c91dad5906adc
0LOK81e9H5lr61HlGGHqwA,XG,66,1008880,3v5o91PrUtf0nmO6j8J7dZ,LEFT RIGHT,2023-01-25,['k-pop girl group'],74,https://i.scdn.co/image/ab67616d00001e023f40fd20e67b865fca5391a3
7zYj9S9SdIunYCfSm7vzAR,JEON SOMI,63,2333604,7jzOZuWgZ5gaMet9V5Ix1d,Fast Forward,2023-08-07,['k-pop'],72,https://i.scdn.co/image/ab67616d00001e027da22ba88dfc26a18122ee2d
4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,76,3614292,0bMoNdAnxNR0OuQbGDovrr,ANTIFRAGILE,2023-05-01,['k-pop girl group'],77,https://i.scdn.co/image/ab67616d00001e02d71fd77b89d08bc1bda219c7
5069JTmv5ZDyPeZaCCXiCg,wave to earth,72,1338142,5rDXfGMWI6S8wkXR0MHsvv,love.,2023-04-20,['korean city pop'],75,https://i.scdn.co/image/ab67616d00001e02c21555708975ad94b1faf422
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,76,9109873,0f0SbtoKGe41cX5LzlnX6X,Tinnitus (Wanna be a rock),2023-01-27,"['k-pop', 'k-pop boy group']",74,https://i.scdn.co/image/ab67616d00001e023bb056e3160b85ee86c1194d
7n2Ycct7Beij7Dj7meI4X0,TWICE,77,19350575,4OtVQ2ZxS7yigIjGz5yKg1,SET ME FREE,2023-03-10,"['k-pop', 'k-pop girl group', 'pop']",75,https://i.scdn.co/image/ab67616d00001e0259f57a5ca507a3d3fed81ea6
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,2pLZ6tUBapqlngc9lnYz4M,3D (Alternate Ver.),2023-09-29,['k-pop'],75,https://i.scdn.co/image/ab67616d00001e02409a2d7bd4b2238e4aaa7bf5
6udveWUgX4vu75FF0DTrXV,TAEYANG,63,1308425,5HrIcZOo1DysX53qDRlRnt,Shoong! (feat. LISA of BLACKPINK),2023-04-25,"['k-pop', 'korean r&b']",71,https://i.scdn.co/image/ab67616d00001e0246313223adf2b6d726388328
3paGCCtX1Xr4Gx53mSeZuQ,NCT U,64,4231252,2pozUjd7AVIPwSNDqoU3ek,Baggy Jeans,2023-08-28,"['k-pop', 'k-pop boy group']",63,https://i.scdn.co/image/ab67616d00001e020723ae056bdcdb6d2872a13f
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,0jvZ9caE53ubCQXMki6W23,TOPLINE (Feat. Tiger JK),2023-06-02,"['k-pop', 'k-pop boy group', 'pop']",73,https://i.scdn.co/image/ab67616d00001e02e27ba26bc14a563bf3d09882
6iVo62B0bdTknRcrktCmak,KAI,60,1336513,3WUyu94psXrYV6HZbXgcFA,Rover,2023-03-13,['k-pop'],75,https://i.scdn.co/image/ab67616d00001e02ca0bf7a337ed7a8bcc34948e
7bmYpVgQub656uNTu6qGNQ,HWASA,64,4629233,0pHylQR53epYtRcVIhUSCh,I Love My Body,2023-09-06,"['k-pop', 'korean talent show']",78,https://i.scdn.co/image/ab67616d00001e02864f04cb6debbb9057b04b30
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,76,9109873,59ScHwQ4PP0TRTJgG07PAW,Dreamer,2023-10-13,"['k-pop', 'k-pop boy group']",71,https://i.scdn.co/image/ab67616d00001e026067880e6c410727ac5a5f8b
4TEK9tIkcoxib4GxT3O4ky,KISS OF LIFE,60,288714,0NoeYUnwpb9R26mpylHcR9,Sugarcoat (NATTY Solo),2023-07-05,['k-pop girl group'],72,https://i.scdn.co/image/ab67616d00001e022ff7c76b0790cd3ad63cfc0c
7Lq3yAtwi0Z7zpxEwbQQNZ,VIVIZ,56,385003,618OKP1lBkNJL8uZdNSvQE,MANIAC,2023-11-02,"['k-pop', 'k-pop girl group']",74,https://i.scdn.co/image/ab67616d00001e02047aaa5b1361b255b255e41d
6YVMFz59CuY7ngCxTxjpxE,aespa,75,4110265,1ULdASrNy5rurl1TZfFaMP,Spicy,2023-05-08,['k-pop girl group'],76,https://i.scdn.co/image/ab67616d00001e0204878afb19613a94d37b29ce
2AfmfGFbe0A0WsTYm0SDTx,(G)I-DLE,73,7944655,6SePnvTZkIXZznc8Ftc6vM,I DO,2023-07-13,['k-pop girl group'],75,https://i.scdn.co/image/ab67616d00001e02e7eeb9af3ee924d8ed069c4e
0LOK81e9H5lr61HlGGHqwA,XG,66,1008880,3IelG5zYpWWCZIH4cqWlPV,SHOOTING STAR,2023-01-25,['k-pop girl group'],74,https://i.scdn.co/image/ab67616d00001e023f40fd20e67b865fca5391a3
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,72,8913908,58xqapN458N2VjibN3uVrY,Underwater,2023-11-13,"['k-pop', 'k-pop girl group']",68,https://i.scdn.co/image/ab67616d00001e0207e2cf9023db855b41f3d26e
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,5podb1asONjqwKk1iMVOeG,Hall of Fame,2023-06-02,"['k-pop', 'k-pop boy group', 'pop']",72,https://i.scdn.co/image/ab67616d00001e02e27ba26bc14a563bf3d09882
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,3OhW68CiyfCoeGntozuUMl,Super Bowl,2023-06-02,"['k-pop', 'k-pop boy group', 'pop']",73,https://i.scdn.co/image/ab67616d00001e02e27ba26bc14a563bf3d09882
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,0TaaG2kxjzSjVbmmiiSZEa,3D (feat. Jack Harlow) (Clean Ver.),2023-10-02,['k-pop'],78,https://i.scdn.co/image/ab67616d00001e0299583bb32b47e87d55c6064b
28ot3wh4oNmoFOdVajibBl,NMIXX,63,2131236,6P3CtlzTKLxcNYGOS3es8m,Love Me Like This,2023-03-20,"['k-pop', 'k-pop girl group']",73,https://i.scdn.co/image/ab67616d00001e024b32002f8a5e4ee2a5db5ace
6HvZYsbFfjnjFrWF950C9d,NewJeans,80,6282247,7woEDtme8YkFiWeyiinIjy,New Jeans,2023-07-21,"['k-pop', 'k-pop girl group']",71,https://i.scdn.co/image/ab67616d00001e020744690248ef3ba7b776ea7b
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,77,7105008,6tuTpe37ljVcrJeZAAKBE1,Still Monster,2023-11-17,"['anime', 'k-pop boy group']",74,https://i.scdn.co/image/ab67616d00001e02d364c1f2a6fede40055b02d5
6HvZYsbFfjnjFrWF950C9d,NewJeans,80,6282247,0kwrPQkiGVE8KTHalH1uMo,Super Shy,2023-07-21,"['k-pop', 'k-pop girl group']",71,https://i.scdn.co/image/ab67616d00001e020744690248ef3ba7b776ea7b
2dIgFjalVxs4ThymZ67YCE,Stray Kids,82,13545818,1EWTsgQAEsUrnQ8iawhDSN,ITEM,2023-06-02,"['k-pop', 'k-pop boy group', 'pop']",71,https://i.scdn.co/image/ab67616d00001e02e27ba26bc14a563bf3d09882
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,77,7105008,58ItBuVuKc03DvqSeZFnH1,Sacrifice (Eat Me Up),2023-05-22,"['anime', 'k-pop boy group']",73,https://i.scdn.co/image/ab67616d00001e021d03b5e88cee6870778a4d27
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,77,7105008,2nfluhFVrO5OBXPzRWlwlz,Bills,2023-05-22,"['anime', 'k-pop boy group']",73,https://i.scdn.co/image/ab67616d00001e021d03b5e88cee6870778a4d27
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,77,7105008,0Eglu3fErlG196PtTwCUPM,CRIMINAL LOVE,2023-07-31,"['anime', 'k-pop boy group']",73,https://i.scdn.co/image/ab67616d00001e0228980bc854e40cb7a31fec98
5069JTmv5ZDyPeZaCCXiCg,wave to earth,72,1338142,1V8s51MOKlmES1Vc9Erm89,peach eyes,2023-04-20,['korean city pop'],72,https://i.scdn.co/image/ab67616d00001e02c21555708975ad94b1faf422
6YVMFz59CuY7ngCxTxjpxE,aespa,75,4110265,1o844wI52S3TjXGBwvGcc7,Hold On Tight,2023-03-30,['k-pop girl group'],75,https://i.scdn.co/image/ab67616d00001e02fe31201bbc019b1636066dc3
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,77,7105008,47JqJobasbTT9r0gX8CoE1,Sweet Venom (English Ver.),2023-11-17,"['anime', 'k-pop boy group']",73,https://i.scdn.co/image/ab67616d00001e02d364c1f2a6fede40055b02d5
