artist_id,artist_name,artist_popularity,artist_followers,track_id,track_name,release_date,artist_genres,track_popularity,album_image,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,82,3164524,4xhsWYTOGcal8zt0J161CU,Lovin On Me,2023-11-10,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",94,https://i.scdn.co/image/ab67616d00001e02fcf4adae77baba5d0169e8e8,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19E-06,0.0937,0.606,104.983
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,89,11467146,2KslE17cAJNHTsI2MI0jb2,Standing Next to You,2023-11-03,['k-pop'],97,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316,0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017
1oSPZhvZMIrWW5I41kPkkY,Jimin,81,6948238,3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,2023-03-24,['k-pop'],94,https://i.scdn.co/image/ab67616d00001e022b46078245d0120690eb560d,0.629,0.733,7,-5.445,1,0.0419,0.0025,0,0.357,0.362,120.001
1oSPZhvZMIrWW5I41kPkkY,Jimin,81,6948238,58BWnoFDNaeM0vwA0K3fqb,Like Crazy,2023-03-26,['k-pop'],90,https://i.scdn.co/image/ab67616d00001e02f9638e7ed5b7d42e9c514195,0.629,0.733,7,-5.445,1,0.0419,0.0025,0,0.357,0.362,120.001
4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,76,3614292,74X2u8JMVooG2QbjRxXwR8,Perfect Night,2023-10-27,['k-pop girl group'],90,https://i.scdn.co/image/ab67616d00001e025e352f6eccf8cb96d0b247cc,0.697,0.82,5,-4.502,1,0.0308,0.1,0,0.0631,0.502,136.054
