danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,url,track_href,analysis_url,duration_ms,time_signature,uri
0.655,0.757,11,-3.342,0,0.108,0.179,0,0.325,0.829,93.961,audio_features,1f7WTvoghCDULXgxMrwXAY,,https://api.spotify.com/v1/tracks/1f7WTvoghCDULXgxMrwXAY,https://api.spotify.com/v1/audio-analysis/1f7WTvoghCDULXgxMrwXAY,168800,4,spotify:track:1f7WTvoghCDULXgxMrwXAY
0.562,0.91,11,-3.51,0,0.21,0.0554,0,0.242,0.405,172.013,audio_features,3dxcr1h2eM5dgYeWjCQ41H,,https://api.spotify.com/v1/tracks/3dxcr1h2eM5dgYeWjCQ41H,https://api.spotify.com/v1/audio-analysis/3dxcr1h2eM5dgYeWjCQ41H,198787,4,spotify:track:3dxcr1h2eM5dgYeWjCQ41H
0.671,0.744,3,-6.835,0,0.31,0.128,0,0.581,0.865,123.959,audio_features,4SWwAqfQQrqWGm4t5573MA,,https://api.spotify.com/v1/tracks/4SWwAqfQQrqWGm4t5573MA,https://api.spotify.com/v1/audio-analysis/4SWwAqfQQrqWGm4t5573MA,178664,4,spotify:track:4SWwAqfQQrqWGm4t5573MA
0.573,0.767,9,-5.743,0,0.0502,0.0165,1.54E-05,0.128,0.277,74.992,audio_features,2pje4AQVUQuEbVTcNlnZ5v,,https://api.spotify.com/v1/tracks/2pje4AQVUQuEbVTcNlnZ5v,https://api.spotify.com/v1/audio-analysis/2pje4AQVUQuEbVTcNlnZ5v,168898,4,spotify:track:2pje4AQVUQuEbVTcNlnZ5v
0.732,0.937,2,-2.812,1,0.053,0.0477,1.06E-05,0.17,0.766,89.043,audio_features,60Oo6tKR0ckwZsRr95NrjL,,https://api.spotify.com/v1/tracks/60Oo6tKR0ckwZsRr95NrjL,https://api.spotify.com/v1/audio-analysis/60Oo6tKR0ckwZsRr95NrjL,202800,4,spotify:track:60Oo6tKR0ckwZsRr95NrjL
0.65,0.855,3,-3.817,1,0.0365,0.0444,0,0.103,0.402,160.019,audio_features,3b098hlA2uM27cENS4MI4g,,https://api.spotify.com/v1/tracks/3b098hlA2uM27cENS4MI4g,https://api.spotify.com/v1/audio-analysis/3b098hlA2uM27cENS4MI4g,165214,3,spotify:track:3b098hlA2uM27cENS4MI4g
0.712,0.631,1,-5.719,0,0.122,0.19,0,0.106,0.298,79.984,audio_features,6gHeWGamtOYHBd1LBZ7Fv6,,https://api.spotify.com/v1/tracks/6gHeWGamtOYHBd1LBZ7Fv6,https://api.spotify.com/v1/audio-analysis/6gHeWGamtOYHBd1LBZ7Fv6,215373,4,spotify:track:6gHeWGamtOYHBd1LBZ7Fv6
0.638,0.954,2,-1.055,1,0.106,0.0299,0,0.0904,0.505,110.004,audio_features,35tFDNRthpr63bVGF7G8GB,,https://api.spotify.com/v1/tracks/35tFDNRthpr63bVGF7G8GB,https://api.spotify.com/v1/audio-analysis/35tFDNRthpr63bVGF7G8GB,200573,4,spotify:track:35tFDNRthpr63bVGF7G8GB
0.806,0.749,11,-5.3,1,0.0501,0.431,8.28E-05,0.12,0.682,132.055,audio_features,1nrrgAOPGSnBZ3KB3maQYj,,https://api.spotify.com/v1/tracks/1nrrgAOPGSnBZ3KB3maQYj,https://api.spotify.com/v1/audio-analysis/1nrrgAOPGSnBZ3KB3maQYj,198973,4,spotify:track:1nrrgAOPGSnBZ3KB3maQYj
0.731,0.836,5,-2.672,1,0.0475,0.0394,1.49E-06,0.152,0.727,119.987,audio_features,1gL38pTAlg8M9aypzumft8,,https://api.spotify.com/v1/tracks/1gL38pTAlg8M9aypzumft8,https://api.spotify.com/v1/audio-analysis/1gL38pTAlg8M9aypzumft8,165293,4,spotify:track:1gL38pTAlg8M9aypzumft8
0.732,0.929,5,-1.252,0,0.0484,0.134,0,0.193,0.457,100.012,audio_features,0aZ8DSEdBJbBfrNtnqgJy3,,https://api.spotify.com/v1/tracks/0aZ8DSEdBJbBfrNtnqgJy3,https://api.spotify.com/v1/audio-analysis/0aZ8DSEdBJbBfrNtnqgJy3,183547,4,spotify:track:0aZ8DSEdBJbBfrNtnqgJy3
0.483,0.681,7,-3.119,1,0.0481,0.198,0,0.255,0.724,177.713,audio_features,2hQdmjAhYEuMuqNWZCsz1J,,https://api.spotify.com/v1/tracks/2hQdmjAhYEuMuqNWZCsz1J,https://api.spotify.com/v1/audio-analysis/2hQdmjAhYEuMuqNWZCsz1J,160893,4,spotify:track:2hQdmjAhYEuMuqNWZCsz1J
0.831,0.495,10,-6.14,1,0.0304,0.612,0,0.11,0.824,100.999,audio_features,6YniytuSunB9HefGf4IxO9,,https://api.spotify.com/v1/tracks/6YniytuSunB9HefGf4IxO9,https://api.spotify.com/v1/audio-analysis/6YniytuSunB9HefGf4IxO9,174533,4,spotify:track:6YniytuSunB9HefGf4IxO9
0.445,0.946,7,-1.897,1,0.275,0.00426,0,0.076,0.548,154.951,audio_features,261HjCXIPx0G5RAR7W660r,,https://api.spotify.com/v1/tracks/261HjCXIPx0G5RAR7W660r,https://api.spotify.com/v1/audio-analysis/261HjCXIPx0G5RAR7W660r,200920,4,spotify:track:261HjCXIPx0G5RAR7W660r
0.622,0.317,11,-7.347,1,0.0421,0.734,1.40E-06,0.109,0.233,66.913,audio_features,6nZqsYlVsAAN4Q0MHVnLis,,https://api.spotify.com/v1/tracks/6nZqsYlVsAAN4Q0MHVnLis,https://api.spotify.com/v1/audio-analysis/6nZqsYlVsAAN4Q0MHVnLis,186227,4,spotify:track:6nZqsYlVsAAN4Q0MHVnLis
0.633,0.8,8,-3.245,1,0.0576,0.0682,0,0.152,0.328,98.914,audio_features,0M0LPSeg23xSAELGs2TbXf,,https://api.spotify.com/v1/tracks/0M0LPSeg23xSAELGs2TbXf,https://api.spotify.com/v1/audio-analysis/0M0LPSeg23xSAELGs2TbXf,189067,4,spotify:track:0M0LPSeg23xSAELGs2TbXf
0.748,0.779,1,-3.001,1,0.0988,0.197,0,0.126,0.46,124.96,audio_features,4fg42mtrSFuKQ9NYBboiiN,,https://api.spotify.com/v1/tracks/4fg42mtrSFuKQ9NYBboiiN,https://api.spotify.com/v1/audio-analysis/4fg42mtrSFuKQ9NYBboiiN,175827,4,spotify:track:4fg42mtrSFuKQ9NYBboiiN
0.532,0.76,2,-3.971,0,0.113,0.0418,1.02E-06,0.318,0.297,172.171,audio_features,3NJ5Ksj7LNbvfNgEtl3o6Z,,https://api.spotify.com/v1/tracks/3NJ5Ksj7LNbvfNgEtl3o6Z,https://api.spotify.com/v1/audio-analysis/3NJ5Ksj7LNbvfNgEtl3o6Z,154650,4,spotify:track:3NJ5Ksj7LNbvfNgEtl3o6Z
0.59,0.828,7,-6.049,0,0.0398,0.0264,0.00346,0.0833,0.497,121.117,audio_features,7fQKDpB4i0hiQacjVCXVU2,,https://api.spotify.com/v1/tracks/7fQKDpB4i0hiQacjVCXVU2,https://api.spotify.com/v1/audio-analysis/7fQKDpB4i0hiQacjVCXVU2,188796,4,spotify:track:7fQKDpB4i0hiQacjVCXVU2
0.806,0.914,11,-3.615,1,0.101,0.00245,0,0.0788,0.828,125.009,audio_features,0EGVwtzxVKpwRP30ydQ8mZ,,https://api.spotify.com/v1/tracks/0EGVwtzxVKpwRP30ydQ8mZ,https://api.spotify.com/v1/audio-analysis/0EGVwtzxVKpwRP30ydQ8mZ,216960,4,spotify:track:0EGVwtzxVKpwRP30ydQ8mZ
0.7,0.493,3,-7.463,1,0.0616,0.166,0,0.207,0.258,103.014,audio_features,5pN3aV3fTyaXOJzlb6Q9Hz,,https://api.spotify.com/v1/tracks/5pN3aV3fTyaXOJzlb6Q9Hz,https://api.spotify.com/v1/audio-analysis/5pN3aV3fTyaXOJzlb6Q9Hz,213160,4,spotify:track:5pN3aV3fTyaXOJzlb6Q9Hz
0.595,0.832,1,-3.518,1,0.0516,0.344,0,0.137,0.502,77.482,audio_features,3gTMZvfiqvg5zq2V5gO8g0,,https://api.spotify.com/v1/tracks/3gTMZvfiqvg5zq2V5gO8g0,https://api.spotify.com/v1/audio-analysis/3gTMZvfiqvg5zq2V5gO8g0,214853,4,spotify:track:3gTMZvfiqvg5zq2V5gO8g0
0.785,0.897,4,-3.447,0,0.158,0.0452,0,0.222,0.891,115.916,audio_features,1p0kTGMwMtSTcV7fAnkkQc,,https://api.spotify.com/v1/tracks/1p0kTGMwMtSTcV7fAnkkQc,https://api.spotify.com/v1/audio-analysis/1p0kTGMwMtSTcV7fAnkkQc,131038,4,spotify:track:1p0kTGMwMtSTcV7fAnkkQc
0.629,0.968,10,-2.183,0,0.141,0.0532,0,0.0449,0.761,170.049,audio_features,2ka8U0A2e93hBFA43mbgfy,,https://api.spotify.com/v1/tracks/2ka8U0A2e93hBFA43mbgfy,https://api.spotify.com/v1/audio-analysis/2ka8U0A2e93hBFA43mbgfy,197520,4,spotify:track:2ka8U0A2e93hBFA43mbgfy
0.491,0.94,6,-4.505,1,0.191,0.036,0,0.271,0.413,102.47,audio_features,4Q6S4uWD8dwpWiI3VkdBuV,,https://api.spotify.com/v1/tracks/4Q6S4uWD8dwpWiI3VkdBuV,https://api.spotify.com/v1/audio-analysis/4Q6S4uWD8dwpWiI3VkdBuV,258543,4,spotify:track:4Q6S4uWD8dwpWiI3VkdBuV
0.853,0.654,5,-5.312,1,0.0669,0.306,4.71E-06,0.11,0.868,112.997,audio_features,3cw6T3OEgqLiqEDLDQPSnE,,https://api.spotify.com/v1/tracks/3cw6T3OEgqLiqEDLDQPSnE,https://api.spotify.com/v1/audio-analysis/3cw6T3OEgqLiqEDLDQPSnE,194680,4,spotify:track:3cw6T3OEgqLiqEDLDQPSnE
0.711,0.722,6,-5.622,1,0.0438,0.136,4.67E-05,0.131,0.488,124.958,audio_features,5BFxJxzNIft1OegdFpdY8M,,https://api.spotify.com/v1/tracks/5BFxJxzNIft1OegdFpdY8M,https://api.spotify.com/v1/audio-analysis/5BFxJxzNIft1OegdFpdY8M,191040,4,spotify:track:5BFxJxzNIft1OegdFpdY8M
0.742,0.897,8,-3.497,1,0.0471,0.104,0,0.247,0.622,140.003,audio_features,2lycyC7AIOSp811aJ5aRXR,,https://api.spotify.com/v1/tracks/2lycyC7AIOSp811aJ5aRXR,https://api.spotify.com/v1/audio-analysis/2lycyC7AIOSp811aJ5aRXR,218467,3,spotify:track:2lycyC7AIOSp811aJ5aRXR
0.512,0.938,8,-2.936,1,0.271,0.074,0,0.0819,0.536,170.029,audio_features,3FWXkGqJx0giJzQNqkcK74,,https://api.spotify.com/v1/tracks/3FWXkGqJx0giJzQNqkcK74,https://api.spotify.com/v1/audio-analysis/3FWXkGqJx0giJzQNqkcK74,197387,4,spotify:track:3FWXkGqJx0giJzQNqkcK74
0.716,0.615,8,-7.039,0,0.0447,0.166,0,0.146,0.77,120.015,audio_features,0anAdKplcEJcshuFGZS3cN,,https://api.spotify.com/v1/tracks/0anAdKplcEJcshuFGZS3cN,https://api.spotify.com/v1/audio-analysis/0anAdKplcEJcshuFGZS3cN,201253,4,spotify:track:0anAdKplcEJcshuFGZS3cN
0.818,0.777,7,-2.825,1,0.0625,0.195,0,0.731,0.688,114.001,audio_features,4P2ejFquT39cypsCqmTz68,,https://api.spotify.com/v1/tracks/4P2ejFquT39cypsCqmTz68,https://api.spotify.com/v1/audio-analysis/4P2ejFquT39cypsCqmTz68,198520,4,spotify:track:4P2ejFquT39cypsCqmTz68
0.58,0.678,4,-5.078,0,0.36,0.0407,0,0.12,0.349,86.592,audio_features,1vB79KSHk7mAMufH8AHniQ,,https://api.spotify.com/v1/tracks/1vB79KSHk7mAMufH8AHniQ,https://api.spotify.com/v1/audio-analysis/1vB79KSHk7mAMufH8AHniQ,134388,4,spotify:track:1vB79KSHk7mAMufH8AHniQ
0.547,0.677,4,-5.663,1,0.42,0.0224,0,0.123,0.571,128.711,audio_features,2wsRZURBbDbaQUuVT9piu1,,https://api.spotify.com/v1/tracks/2wsRZURBbDbaQUuVT9piu1,https://api.spotify.com/v1/audio-analysis/2wsRZURBbDbaQUuVT9piu1,190427,4,spotify:track:2wsRZURBbDbaQUuVT9piu1
0.853,0.732,8,-2.944,1,0.113,0.0485,0,0.0693,0.876,111.008,audio_features,4Jmrkz9hytD3jaLDkZ7Qvc,,https://api.spotify.com/v1/tracks/4Jmrkz9hytD3jaLDkZ7Qvc,https://api.spotify.com/v1/audio-analysis/4Jmrkz9hytD3jaLDkZ7Qvc,175827,4,spotify:track:4Jmrkz9hytD3jaLDkZ7Qvc
0.556,0.669,7,-5.367,1,0.0543,0.00754,1.85E-06,0.207,0.307,129.983,audio_features,0qYwBOEOOscarO6LZceSL2,,https://api.spotify.com/v1/tracks/0qYwBOEOOscarO6LZceSL2,https://api.spotify.com/v1/audio-analysis/0qYwBOEOOscarO6LZceSL2,220936,4,spotify:track:0qYwBOEOOscarO6LZceSL2
0.704,0.927,1,-4.169,0,0.116,0.00642,0.000127,0.919,0.498,99.997,audio_features,5m5te1JAMYvJmEa5XnGTWi,,https://api.spotify.com/v1/tracks/5m5te1JAMYvJmEa5XnGTWi,https://api.spotify.com/v1/audio-analysis/5m5te1JAMYvJmEa5XnGTWi,135143,4,spotify:track:5m5te1JAMYvJmEa5XnGTWi
0.731,0.683,2,-3.817,1,0.0417,0.388,0,0.27,0.489,122.024,audio_features,5eVxIY8kTGe9czhM5SCeR0,,https://api.spotify.com/v1/tracks/5eVxIY8kTGe9czhM5SCeR0,https://api.spotify.com/v1/audio-analysis/5eVxIY8kTGe9czhM5SCeR0,212320,4,spotify:track:5eVxIY8kTGe9czhM5SCeR0
0.666,0.727,0,-2.375,0,0.0534,0.095,0,0.305,0.591,92.056,audio_features,09C8pAhOWcDiLL1n1I6lqt,,https://api.spotify.com/v1/tracks/09C8pAhOWcDiLL1n1I6lqt,https://api.spotify.com/v1/audio-analysis/09C8pAhOWcDiLL1n1I6lqt,204093,4,spotify:track:09C8pAhOWcDiLL1n1I6lqt
0.753,0.651,1,-6.546,0,0.0458,0.447,0,0.187,0.809,90.022,audio_features,1V6H3YoNZJ2WlPmwsaOXZx,,https://api.spotify.com/v1/tracks/1V6H3YoNZJ2WlPmwsaOXZx,https://api.spotify.com/v1/audio-analysis/1V6H3YoNZJ2WlPmwsaOXZx,182321,4,spotify:track:1V6H3YoNZJ2WlPmwsaOXZx
0.567,0.404,2,-7.346,1,0.0328,0.684,0,0.175,0.493,83.993,audio_features,3z4fGp3zP8dINj4s6fSRdW,,https://api.spotify.com/v1/tracks/3z4fGp3zP8dINj4s6fSRdW,https://api.spotify.com/v1/audio-analysis/3z4fGp3zP8dINj4s6fSRdW,220520,4,spotify:track:3z4fGp3zP8dINj4s6fSRdW
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,0ZPYk85XfogUvnT16z2WkC,,https://api.spotify.com/v1/tracks/0ZPYk85XfogUvnT16z2WkC,https://api.spotify.com/v1/audio-analysis/0ZPYk85XfogUvnT16z2WkC,174253,4,spotify:track:0ZPYk85XfogUvnT16z2WkC
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,4h7fdS3YNEQ9W4UwhMXfMK,,https://api.spotify.com/v1/tracks/4h7fdS3YNEQ9W4UwhMXfMK,https://api.spotify.com/v1/audio-analysis/4h7fdS3YNEQ9W4UwhMXfMK,174253,4,spotify:track:4h7fdS3YNEQ9W4UwhMXfMK
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,3wpya0FSkhdFJaNoM6PYGG,,https://api.spotify.com/v1/tracks/3wpya0FSkhdFJaNoM6PYGG,https://api.spotify.com/v1/audio-analysis/3wpya0FSkhdFJaNoM6PYGG,174253,4,spotify:track:3wpya0FSkhdFJaNoM6PYGG
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,1XpVFjcBFYJryM33zho6QG,,https://api.spotify.com/v1/tracks/1XpVFjcBFYJryM33zho6QG,https://api.spotify.com/v1/audio-analysis/1XpVFjcBFYJryM33zho6QG,174253,4,spotify:track:1XpVFjcBFYJryM33zho6QG
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,2v36kKQQ1qcO963z3EwGYk,,https://api.spotify.com/v1/tracks/2v36kKQQ1qcO963z3EwGYk,https://api.spotify.com/v1/audio-analysis/2v36kKQQ1qcO963z3EwGYk,174253,4,spotify:track:2v36kKQQ1qcO963z3EwGYk
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,3tdSWzq8Ksz7en2ZnPmOAw,,https://api.spotify.com/v1/tracks/3tdSWzq8Ksz7en2ZnPmOAw,https://api.spotify.com/v1/audio-analysis/3tdSWzq8Ksz7en2ZnPmOAw,174253,4,spotify:track:3tdSWzq8Ksz7en2ZnPmOAw
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,0PxzjoUSCG7GtSjdSKUY4o,,https://api.spotify.com/v1/tracks/0PxzjoUSCG7GtSjdSKUY4o,https://api.spotify.com/v1/audio-analysis/0PxzjoUSCG7GtSjdSKUY4o,174253,4,spotify:track:0PxzjoUSCG7GtSjdSKUY4o
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,6MW2kyuRK4GwUTqzUcJiL9,,https://api.spotify.com/v1/tracks/6MW2kyuRK4GwUTqzUcJiL9,https://api.spotify.com/v1/audio-analysis/6MW2kyuRK4GwUTqzUcJiL9,174253,4,spotify:track:6MW2kyuRK4GwUTqzUcJiL9
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,4QCwWzzqV3slJvuZIqCL3G,,https://api.spotify.com/v1/tracks/4QCwWzzqV3slJvuZIqCL3G,https://api.spotify.com/v1/audio-analysis/4QCwWzzqV3slJvuZIqCL3G,174253,4,spotify:track:4QCwWzzqV3slJvuZIqCL3G
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,2Ta0FR1Uf8lJaQcDtDbCuk,,https://api.spotify.com/v1/tracks/2Ta0FR1Uf8lJaQcDtDbCuk,https://api.spotify.com/v1/audio-analysis/2Ta0FR1Uf8lJaQcDtDbCuk,174253,4,spotify:track:2Ta0FR1Uf8lJaQcDtDbCuk
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,28t4ABlXGPSuFp9VmWowO8,,https://api.spotify.com/v1/tracks/28t4ABlXGPSuFp9VmWowO8,https://api.spotify.com/v1/audio-analysis/28t4ABlXGPSuFp9VmWowO8,174253,4,spotify:track:28t4ABlXGPSuFp9VmWowO8
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,1d2D1EyyF94JFIfzwiFI1B,,https://api.spotify.com/v1/tracks/1d2D1EyyF94JFIfzwiFI1B,https://api.spotify.com/v1/audio-analysis/1d2D1EyyF94JFIfzwiFI1B,174253,4,spotify:track:1d2D1EyyF94JFIfzwiFI1B
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,2hgKqXFw4LQxJ7ElEYXgEh,,https://api.spotify.com/v1/tracks/2hgKqXFw4LQxJ7ElEYXgEh,https://api.spotify.com/v1/audio-analysis/2hgKqXFw4LQxJ7ElEYXgEh,174253,4,spotify:track:2hgKqXFw4LQxJ7ElEYXgEh
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,41GtkFem8Fv5eudkXKdcn6,,https://api.spotify.com/v1/tracks/41GtkFem8Fv5eudkXKdcn6,https://api.spotify.com/v1/audio-analysis/41GtkFem8Fv5eudkXKdcn6,174253,4,spotify:track:41GtkFem8Fv5eudkXKdcn6
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,00bzIN6srMAYiam7tZ0zah,,https://api.spotify.com/v1/tracks/00bzIN6srMAYiam7tZ0zah,https://api.spotify.com/v1/audio-analysis/00bzIN6srMAYiam7tZ0zah,174253,4,spotify:track:00bzIN6srMAYiam7tZ0zah
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,5LHZpdMOGawsNAbC0xn6p1,,https://api.spotify.com/v1/tracks/5LHZpdMOGawsNAbC0xn6p1,https://api.spotify.com/v1/audio-analysis/5LHZpdMOGawsNAbC0xn6p1,174253,4,spotify:track:5LHZpdMOGawsNAbC0xn6p1
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,2ICycSRrZDsyLRwsjdkVwi,,https://api.spotify.com/v1/tracks/2ICycSRrZDsyLRwsjdkVwi,https://api.spotify.com/v1/audio-analysis/2ICycSRrZDsyLRwsjdkVwi,174253,4,spotify:track:2ICycSRrZDsyLRwsjdkVwi
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,5j49PHwqmgkQPlA7dDah9q,,https://api.spotify.com/v1/tracks/5j49PHwqmgkQPlA7dDah9q,https://api.spotify.com/v1/audio-analysis/5j49PHwqmgkQPlA7dDah9q,174253,4,spotify:track:5j49PHwqmgkQPlA7dDah9q
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,3CxkWCkTQ7YY5D3ZKlMOyH,,https://api.spotify.com/v1/tracks/3CxkWCkTQ7YY5D3ZKlMOyH,https://api.spotify.com/v1/audio-analysis/3CxkWCkTQ7YY5D3ZKlMOyH,174253,4,spotify:track:3CxkWCkTQ7YY5D3ZKlMOyH
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,4IxAB8NjzFHts1OGxs3Aqe,,https://api.spotify.com/v1/tracks/4IxAB8NjzFHts1OGxs3Aqe,https://api.spotify.com/v1/audio-analysis/4IxAB8NjzFHts1OGxs3Aqe,174253,4,spotify:track:4IxAB8NjzFHts1OGxs3Aqe
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15E-06,0.347,0.726,120.018,audio_features,7fg3kZXdD8s5ZloXHIVOkB,,https://api.spotify.com/v1/tracks/7fg3kZXdD8s5ZloXHIVOkB,https://api.spotify.com/v1/audio-analysis/7fg3kZXdD8s5ZloXHIVOkB,174253,4,spotify:track:7fg3kZXdD8s5ZloXHIVOkB
0.674,0.762,10,-2.825,0,0.0842,0.274,0,0.155,0.78,90.041,audio_features,3qqwxYn7GZhwRa93L388oA,,https://api.spotify.com/v1/tracks/3qqwxYn7GZhwRa93L388oA,https://api.spotify.com/v1/audio-analysis/3qqwxYn7GZhwRa93L388oA,209867,4,spotify:track:3qqwxYn7GZhwRa93L388oA
0.776,0.807,4,-4.039,0,0.128,0.0892,0.000281,0.361,0.593,129.015,audio_features,14sD1EmQ20kSJY3P0M82MY,,https://api.spotify.com/v1/tracks/14sD1EmQ20kSJY3P0M82MY,https://api.spotify.com/v1/audio-analysis/14sD1EmQ20kSJY3P0M82MY,199622,4,spotify:track:14sD1EmQ20kSJY3P0M82MY
0.716,0.368,1,-5.784,0,0.0405,0.605,0,0.131,0.694,144.929,audio_features,6piqcwymeAa2yyqIP8AjNj,,https://api.spotify.com/v1/tracks/6piqcwymeAa2yyqIP8AjNj,https://api.spotify.com/v1/audio-analysis/6piqcwymeAa2yyqIP8AjNj,176187,4,spotify:track:6piqcwymeAa2yyqIP8AjNj
0.569,0.536,0,-7.022,1,0.0619,0.251,0,0.0778,0.638,151.942,audio_features,4nx1ofp6LiFPZCWM952mXG,,https://api.spotify.com/v1/tracks/4nx1ofp6LiFPZCWM952mXG,https://api.spotify.com/v1/audio-analysis/4nx1ofp6LiFPZCWM952mXG,207293,4,spotify:track:4nx1ofp6LiFPZCWM952mXG
0.776,0.912,3,-1.417,1,0.0426,0.163,0,0.0539,0.961,124.978,audio_features,5yREbqEnoqMRuIOQ60t6as,,https://api.spotify.com/v1/tracks/5yREbqEnoqMRuIOQ60t6as,https://api.spotify.com/v1/audio-analysis/5yREbqEnoqMRuIOQ60t6as,212520,4,spotify:track:5yREbqEnoqMRuIOQ60t6as
0.716,0.612,1,-8.259,1,0.0292,0.247,1.91E-05,0.12,0.395,121.234,audio_features,5sVWwPuoQlZpvAFcF0MMjf,,https://api.spotify.com/v1/tracks/5sVWwPuoQlZpvAFcF0MMjf,https://api.spotify.com/v1/audio-analysis/5sVWwPuoQlZpvAFcF0MMjf,175894,4,spotify:track:5sVWwPuoQlZpvAFcF0MMjf
0.552,0.934,0,-1.576,1,0.0663,0.0515,0,0.288,0.656,132.918,audio_features,4Zse4Tu3LKmkiGZlujIHGO,,https://api.spotify.com/v1/tracks/4Zse4Tu3LKmkiGZlujIHGO,https://api.spotify.com/v1/audio-analysis/4Zse4Tu3LKmkiGZlujIHGO,205200,4,spotify:track:4Zse4Tu3LKmkiGZlujIHGO
0.62,0.722,8,-4.281,1,0.0357,0.000562,2.20E-05,0.0563,0.368,110.984,audio_features,4xeugB5MqWh0jwvXZPxahq,,https://api.spotify.com/v1/tracks/4xeugB5MqWh0jwvXZPxahq,https://api.spotify.com/v1/audio-analysis/4xeugB5MqWh0jwvXZPxahq,244987,4,spotify:track:4xeugB5MqWh0jwvXZPxahq
0.49,0.489,5,-5.091,1,0.0271,0.74,0,0.169,0.218,135.868,audio_features,2KNEK9rGKQKKNE6FTt8PvQ,,https://api.spotify.com/v1/tracks/2KNEK9rGKQKKNE6FTt8PvQ,https://api.spotify.com/v1/audio-analysis/2KNEK9rGKQKKNE6FTt8PvQ,243853,4,spotify:track:2KNEK9rGKQKKNE6FTt8PvQ
0.767,0.723,6,-5.167,1,0.07,0.19,0.000247,0.138,0.44,103.046,audio_features,1HqnN6edmkJ24A7xc7KKkz,,https://api.spotify.com/v1/tracks/1HqnN6edmkJ24A7xc7KKkz,https://api.spotify.com/v1/audio-analysis/1HqnN6edmkJ24A7xc7KKkz,171307,4,spotify:track:1HqnN6edmkJ24A7xc7KKkz
0.598,0.836,7,-1.694,1,0.0304,0.185,0,0.292,0.37,152.009,audio_features,3q5qpprtugUIEPExuI7tRD,,https://api.spotify.com/v1/tracks/3q5qpprtugUIEPExuI7tRD,https://api.spotify.com/v1/audio-analysis/3q5qpprtugUIEPExuI7tRD,206920,4,spotify:track:3q5qpprtugUIEPExuI7tRD
0.647,0.715,11,-4.345,1,0.0271,0.0266,5.49E-06,0.18,0.453,148.031,audio_features,5MvrUHwkiKxT18YmmnBh5Y,,https://api.spotify.com/v1/tracks/5MvrUHwkiKxT18YmmnBh5Y,https://api.spotify.com/v1/audio-analysis/5MvrUHwkiKxT18YmmnBh5Y,194000,4,spotify:track:5MvrUHwkiKxT18YmmnBh5Y
0.664,0.882,11,-3.881,1,0.186,0.0393,0,0.0387,0.654,142.952,audio_features,5zYrD1r49ex3WJk6iVIhfw,,https://api.spotify.com/v1/tracks/5zYrD1r49ex3WJk6iVIhfw,https://api.spotify.com/v1/audio-analysis/5zYrD1r49ex3WJk6iVIhfw,185539,4,spotify:track:5zYrD1r49ex3WJk6iVIhfw
0.669,0.864,5,-3.046,0,0.0314,0.0448,0,0.12,0.751,152.085,audio_features,47YvjyoCQpYwZbRj0Rs985,,https://api.spotify.com/v1/tracks/47YvjyoCQpYwZbRj0Rs985,https://api.spotify.com/v1/audio-analysis/47YvjyoCQpYwZbRj0Rs985,183147,4,spotify:track:47YvjyoCQpYwZbRj0Rs985
